displayName,description,suggestedAction,documentationLink,provider,category,service,level,mitre_tactic,mitre_technique,mitre_id,mitre_link
An RDS snapshot has permissions that allow it to be read by the public,"This rule checks for any AWS RDS snapshots that are marked publicly accessible.  When an RDS snapshot is publicly accessible, anyone can read the snapshot, which will allow them to read the contents of the database.
",You should disable public access to RDS snapshots.,https://kb.securestate.vmware.com/rds-db-snapshot-publicly-accessible.html,aws,Security,rds,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
An S3 bucket default encryption is not enabled,"Verify that default encryption is enabled at the bucket level to automatically encrypt all objects when stored in Amazon S3. The S3 objects are encrypted during the upload process using Server-Side Encryption with either AWS S3-managed keys (SSE-S3) or AWS KMS-managed keys (SSE-KMS).
",Verify that S3 buckets are protecting their sensitive data at rest by enforcing Server-Side Encryption.,https://kb.securestate.vmware.com/s3-bucket-not-encrypted.html,aws,Security,s3,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
An S3 bucket does not enforce Server-Side Encryption (SSE),"Request Amazon S3 to encrypt your object before saving it on disks in its data centers and then decrypt it when you download the objects. Server-side encryption can help reduce risk to your data by encrypting the data with a key that is stored in a different mechanism than the mechanism that stores the data itself. 
",Verify that S3 buckets are protecting their sensitive data at rest by enforcing Server-Side Encryption.,https://kb.securestate.vmware.com/s3-server-side-encryption.html,aws,Security,s3,Medium,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
An S3 bucket is configured so that all users have unrestricted permisions,"Historically, access to all Amazon S3 resources was controlled through an access control list (ACL).  Now, Amazon recommends that you control S3 access instead by using IAM or S3 bucket policies.  By default, only the account owner has access to an S3 bucket and its contents, but you can change the permissions to allow access by any user.  If you provide unrestricted access to a bucket, anyone can modify existing objects, add objects to the bucket, or change permissions on the bucket and its contents.  Best practice is always to limit access to only those who require it, so we recommend that you disable public access unless it is truly required.
",You should limit S3 permissions to only those parties who require access.,https://kb.securestate.vmware.com/s3-allusers-full-control.html,aws,Dataloss,s3,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
An S3 bucket is configured so that authenticated users have unrestricted permisions,"Historically, access to all Amazon S3 resources was controlled through an access control list (ACL).  Now, Amazon recommends that you control S3 access instead by using IAM or S3 bucket policies.  By default, only the account owner has access to an S3 bucket and its contents, but you can change the permissions to allow access by any user.  If you provide unrestricted access to a bucket, any authenticated user can modify existing objects, add objects to the bucket, or change permissions on the bucket and its contents.  Best practice is always to limit access to  only those who require it, so we recommend that you disable public access unless it is truly required.
",You should limit S3 public access to only those parties who require it.,https://kb.securestate.vmware.com/s3-authenticatedusers-access.html,aws,Security,s3,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
An S3 bucket is configured to allow access control changes from any authenticated user,"Historically, access to all Amazon S3 resources was controlled through an access control list (ACL).  Now, Amazon recommends that you control S3 access instead by using IAM or S3 bucket policies.  By default, only the account owner has access to an S3 bucket and its contents, but you can change the permissions to allow access by any authenticated user.  If you provide unrestricted ability to change the bucket ACL, any AWS user can edit the permissions on objects in the bucket.  Public control of bucket permissions is never appropriate, so we recommend that you disable ""Write ACP"" access.
",You should only allow trusted users to make bucket ACL changes.,https://kb.securestate.vmware.com/s3-authenticatedusers-write-acp.html,aws,Dataloss,s3,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
An S3 bucket is configured to allow all authenticated AWS users to read permissions,"Historically, access to all Amazon S3 resources was controlled through an access control list (ACL).  Now, Amazon recommends that you control S3 access instead by using IAM or S3 bucket policies.  By default, only the account owner has access to an S3 bucket and its contents, but you can change the permissions to allow access by any user.  If you provide unrestricted access, anyone with an AWS account can read your bucket permissions.
",You should only allow trusted users to read permissions.,https://kb.securestate.vmware.com/s3-authenticatedusers-read-acp.html,aws,Security,s3,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
An S3 bucket is configured to allow all users to read permissions,"Historically, access to all Amazon S3 resources was controlled through an access control list (ACL).  Now, Amazon recommends that you control S3 access instead by using IAM or S3 bucket policies.  By default, only the account owner has access to an S3 bucket and its contents, but you can change the permissions to allow access by any user.  If you provide unrestricted ability to read permissions on the bucket and its contents, malicious users may be able to obtain information about the data stored in the bucket.
",You should only allow trusted users to read permissions.,https://kb.securestate.vmware.com/s3-allusers-read-acp.html,aws,Dataloss,s3,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
An S3 bucket is configured to allow unrestricted access control changes,"Historically, access to all Amazon S3 resources was controlled through an access control list (ACL).  Now, Amazon recommends that you control S3 access instead by using IAM or S3 bucket policies.  By default, only the account owner has access to an S3 bucket and its contents, but you can change the permissions to allow access by any user.  If you provide unrestricted ability to change the bucket ACL, anyone can edit the permissions on objects in the bucket.  Public control of bucket permissions is never appropriate, so we recommend that you disable public ""Write ACP"" access.
",You should only allow trusted users to make bucket ACL changes.,https://kb.securestate.vmware.com/s3-allusers-write-acp.html,aws,Dataloss,s3,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
An S3 bucket is not encrypted with customer-provided KMS key,"Verify that default encryption is enabled at the bucket level to automatically encrypt all objects when stored in Amazon S3 with Customer-Provided Keys. It allows you to set your own encryption keys, therefore you have full control over who can use these encryption keys to access your Amazon S3 data.
",Use Customer-Provided Keys for Server-Side Encryption.,https://kb.securestate.vmware.com/s3-encrypted-with-kms-customer-master-keys.html,aws,Security,s3,Medium,Not Available,Not Available,Not Available,Not Available
An SQL database security alert email address is not set,"When you configure an email address for SQL alerts, Azure will email the contact about unusual SQL events.  CIS 4.2.4 recommends that you enable this feature.  An email address is not configured by default; you must provide an address.
",You should configure an email address to ensure that you receive SQL database security alerts in a timely fashion.,https://kb.securestate.vmware.com/azure-sql-send-alerts-set-database.html,azure,Security,Microsoft.Sql,Low,Defense Evasion,Revert Cloud Instance,T1536,https://attack.mitre.org/techniques/T1536/
An SQL server security alert email address is not set,"When you configure an email address for SQL alerts, Azure will email the contact about unusual SQL events.  CIS 4.1.4 recommends that you enable this feature.  An email address is not configured by default; you must provide an address.
",You should configure an email address to ensure that you receive SQL server security alerts in a timely fashion.,https://kb.securestate.vmware.com/azure-sql-send-alerts-set-server.html,azure,Security,Microsoft.Sql,Low,Defense Evasion,Revert Cloud Instance,T1536,https://attack.mitre.org/techniques/T1536/
An SSH key is shared by EC2 instances with different levels of access,"An EC2 instance that is accessible from the public Internet shares an SSH key with an instance that has administrative privileges.  You should create unique SSH keys for each system to ensure that an attacker cannot gain administrative access by compromising the publicly accessible instance.
",Change your instance configurations so that public instances use ssh keys which are different from those used by instances with administrative privileges.,https://kb.securestate.vmware.com/administrative-policy-exposed-by-connected-ssh-credential.html,aws,Security,ec2,High,"Initial Access,Persistence,Defense Evasion,Privlege Escalation",Valid Accounts,T1078,https://attack.mitre.org/techniques/T1078/
Automatic RDS minor version upgrades are disabled,"Amazon RDS allows you to control when the underlying database software that it uses is upgraded.  By default, upgrades are automatic for minor version numbers, but not for major version numbers.  This ensures that you receive security updates and bug fixes as soon as they are available.  This feature is enabled by default.
",You should enable automatic upgrades to RDS minor versions to ensure that security updates are applied as quickly as possible.,https://kb.securestate.vmware.com/rds-no-auto-minor-version-upgrade.html,aws,Reliability,rds,High,Not Available,Not Available,Not Available,Not Available
AWS GuardDuty MaliciousIPCaller - Unauthorized IAMUser,"Amazon GuardDuty provides monitoring and alerting based on analysis of VPC Flow Logs, CloudTrail logs, and DNS logs.  It can alert you about traffic to or from sources that are known to be malicious.  It can also identify unusual patterns in AWS account activity.  GuardDuty reports when an API call originates from an IP address that Amazon has previously classified as a malicious address and included in a threat list.  The API call attempted to read the configuration properties of an IAM user.  This may be evidence of unauthorized access to your account.
",Verify that IAM credentials used for this API access are valid and needed. Change credentials if there is any doubt.,https://kb.securestate.vmware.com/aws-guardduty-malicious-ip-caller-unauthorized-iamuser.html,aws,UnauthorizedAccess,iam,Medium,Not Available,Not Available,Not Available,Not Available
Azure Active Directory Admin is not enabled,"When you enable Azure Active Directory Admin, you can use Active Directory authentication with SQL Server, rather than the less secure SQL Server authentication method.  You can also manage user identities across multiple database servers.  CIS 4.1.8 recommends that you enable this feature.  This feature is not enabled by default; you must enable it.
",You should enable Active Directory authentication instead of SQL Server authentication whenever possible.,https://kb.securestate.vmware.com/azure-sql-active-directory-admin-configured.html,azure,Security,Microsoft.Sql,High,Initial Access,Exploit Public-Facing Application,T1190,https://attack.mitre.org/techniques/T1190/
CloudTrail is disabled,"AWS CloudTrail logs AWS API calls used within an AWS account, including calls made from the AWS Management Console, SDKs, command line tools, and other AWS services.  Logging is the basis for operational and risk auditing.  CIS 2.1 recommends that you enable CloudTrail in every AWS region that you use.  CloudTrail is enabled by default, but you may have disabled the service for one or more AWS regions.
",You should enable CloudTrail in order to generate log files for AWS services.,https://kb.securestate.vmware.com/cloudtrail-service-disabled.html,aws,Audit,cloudtrail,Low,Not Available,Not Available,Not Available,Not Available
CloudTrail is not configured to log calls to global services,"AWS CloudTrail records AWS API calls used within an AWS account, including calls made from the AWS Management Console, SDKs, command line tools, and other AWS services.  A trail can be applied to all regions or a single region.  By default, events for global services are not logged.  Global services include IAM, STS, CloudFront, and Route 53.  To ensure that events from these services are logged, enable global service events for each CloudTrail region.
",You should enable CloudTrail logging for global services to ensure that all AWS services generate CloudTrail logs.,https://kb.securestate.vmware.com/cloudtrail-no-global-trails.html,aws,Audit,user,Low,Not Available,Not Available,Not Available,Not Available
CloudTrail log file validation is not enabled,"AWS CloudTrail records AWS API calls used within an AWS account, including calls made from the AWS Management Console, SDKs, command line tools, and other AWS services.  When log file validation is enabled, CloudTrail creates a signed digest file that contains a hash of each log that CloudTrail writes to S3.  The digest files can help you to determine whether the log files have been modified or removed since CloudTrail delivered them to S3.  This service is not enabled by default; you must enable it.
",You should enable CloudTrail log file validation in order to detect log file modifications.,https://kb.securestate.vmware.com/cloudtrail-log-file-validating.html,aws,Audit,cloudtrail,Low,Not Available,Not Available,Not Available,Not Available
CloudTrail logs are not encrypted,"AWS CloudTrail records AWS API calls used within an AWS account, including calls made from the AWS Management Console, SDKs, command line tools, and other AWS services.  AWS Key Management Service allows you to create and manage AWS encryption keys.  CIS 2.7 recommends that you integrate these services to ensure that CloudTrail logs are encrypted.  Encrypting your log files can protect sensitive information in the event of a data breach.  This integration does not occur by default; you must configure and enable it.
",You should configure CloudTrail to encrypt log files in order to protect against data breaches.,https://kb.securestate.vmware.com/cloudtrail-logs-encrypted.html,aws,Audit,user,Medium,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
Cloudtrail not covering all regions.,"AWS CloudTrail logs AWS API calls used within an AWS account, including calls made from the AWS Management Console, SDKs, command line tools, and other AWS services.  Logging is the basis for operational and risk auditing.  CIS 2.1 recommends that you enable CloudTrail in every AWS region that you use.  CloudTrail is enabled by default, but you may have disabled the service for one or more AWS regions.  When configuring trails, you should ensure that they apply to all regions.
",You should apply trails to all regions to ensure that all activity is logged.,https://kb.securestate.vmware.com/cloudtrail-service-missing-for-one-or-more-regions.html,aws,Audit,cloudtrail,Low,Not Available,Not Available,Not Available,Not Available
CloudWatch is not configured to analyze CloudTrail logs,"AWS CloudTrail records AWS API calls used within an AWS account, including calls made from the AWS Management Console, SDKs, command line tools, and other AWS services.  AWS CloudWatch can perform real time analysis of CloudTrail logs.  CIS 2.4 recommends that you integrate these services to ensure that API calls are tracked and monitored.  This integration does not occur by default; you must enable and configure it.
",You should integrate CloudTrail with CloudWatch for log file analysis.,https://kb.securestate.vmware.com/cloudtrail-logs-cloudwatch.html,aws,Audit,cloudtrail,Low,Not Available,Not Available,Not Available,Not Available
Database threat detection logs are not retained for more than 90 days,"When you enable SQL threat detection, Azure will log database threat information to your Azure storage.  You should retain logs for a period of time sufficient to detect security breaches and other anomalies.  CIS 4.2.8 recommends that you configure these logs to be retained for 90 days or longer.  This feature is not enabled by default; you must enable it.
",You should configure Azure to retain database threat detection logs for more than 90 days in order to ensure that you have a sufficient record to detect breaches and troubleshoot anomalies.,https://kb.securestate.vmware.com/azure-sql-threat-detection-retention-greater-than-90-days-database.html,azure,Security,Microsoft.Sql,Low,Defense Evasion,Revert Cloud Instance,T1536,https://attack.mitre.org/techniques/T1536/
EBS volume snapshots are not encrypted,"This rule checks to determine if any EBS snapshots are unencrypted.  Amazon provides the ability to transparently encrypt EBS snapshots.  Encrypting your snapshots can protect sensitive information in the event of a data breach.  We recommend that you enable this feature to better protect your data.  Encryption is not available for every instance type.

You cannot encrypt existing snapshots, but you can make a copy of the snapshot and apply encryption.
",You should enable encryption for new EBS snapshots in order to protect against data breaches.,https://kb.securestate.vmware.com/ec2-ebs-snapshots-encrypted.html,aws,Security,ec2,Medium,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
EC2 instance host IP addresses are used in security groups,"The best practice for allowing traffic between AWS instances is to use security groups, rather than by granting access to the instance IP address.  This rule checks for the existence of host (/32) IP addresses in the security group.  You might have added host IP addresses for other AWS instances.  If so, it would be best to replace these by adding the security group containing the host IP address.

This rule will alert on all host IP addresses in security groups, including those outside the AWS network, so it does not necessarily indicate a problem.
",You should manage access between EC2 instances by adding them to the appropriate security groups.,https://kb.securestate.vmware.com/ec2-ip-address-whitelisted.html,aws,Security,ec2,Low,Not Available,Not Available,Not Available,Not Available
Elastic Load Balancer is configured to use an SSL policy that is out of date,"The AWS Elastic Load Balancer allows you to configure the SSL policy that the load balancer will use to negotiate sessions with the client.  The SSL policy specifies the protocols and ciphers and their order of preference.  There are several pre-defined security policies and AWS recommends the ELBSecurityPolicy-2016-08 for general use.  This policy includes TLS versions 1 through 1.2 and all ciphers but DHE-RSA-AES128-SHA, DHE-DSS-AES128-SHA, DES-CBC3-SHA.  This policy should provide the widest possible compatibility with the exception of widely deprecated SHA1 ciphers.

Elastic Load Balancer offers several more restrictive security policies, including TLS-1-1-2017-01 and TLS-1-2-2017-01, which have more narrow client compatibility but are more secure.  This rule will be triggered even if you are using one of these more restrictive policies or a custom policy, so it does not necessarily indicate that there is a problem that must be corrected.
",You should configure the Elastic Load Balancer to use the most recent SSL profile that will meet your client requirements.,https://kb.securestate.vmware.com/elb-old-ssl-policy.html,aws,Security,ElasticLoadBalancing,High,Not Available,Not Available,Not Available,Not Available
EMR-related sensitive port on an EC2 instance has an unprotected port that is being probed by a known malicious host (GuardDuty),"This finding informs you that an EMR-related sensitive port on an EC2 Instance that is part of an EMR cluster in your AWS environment is not blocked by a security group, access control list (ACL), or an on-host firewall (for example, Linux IPTables), and known scanners on the internet are actively probing it. Ports that can trigger this finding, such as the port 8088 (YARN Web UI port), could potentially be used for remote code execution. You should consider blocking open access to ports on EMR clusters from the Internet and restricting access only to specific IP addresses that require access to these ports.
",Verify health of associated EC2 instance and remediate if necessary.,https://kb.securestate.vmware.com/aws-guardduty-recon-ec2-port-probe-emr-unprotected-port.html,aws,Recon,ec2,High,Initial Access,Exploit Public-Facing Application,T1190,https://attack.mitre.org/techniques/T1190/
Encryption for blob storage data is not enabled,"When you enable storage service encryption, Azure automatically encrypts your data at rest.  Encrypting your Azure storage can protect data in the event of a breach.  CIS 3.2 recommends that you enable this feature.  This feature is not enabled by default; you must enable it.
",You should enable storage service encryption to protect against data breaches.,https://kb.securestate.vmware.com/azure-storage-storage-encryption-blob-service-enabled.html,azure,Security,Microsoft.Storage,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
Encryption is not enabled for RDS instances,"This rule checks for any AWS RDB instances that are not encrypted.  When you enable RDS encryption, instance and snapshot data at rest is automatically encrypted.  Encryption can protect data in the event of a data breach.  We recommend that you encrypt RDS instances whenever possible.  Encryption is not available in all regions.
",You should enable RDS database encryption to protect against data breaches.,https://kb.securestate.vmware.com/rds-db-instance-unencrypted.html,aws,Security,rds,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
Endpoint protection recommendations are disabled,"Azure endpoint protection detects and identifies malware on virtual machines.  When you enable endpoint protection recommendations, Azure will recommend that you enable endpoint protection on compatible Windows virtual machines.  CIS 2.5 recommends that you enable this setting.  This feature is enabled by default.
",You should enable endpoint protection recommendations on all compatible virtual machines.,https://kb.securestate.vmware.com/azure-security-endpoint-protection-on.html,azure,Security,Microsoft.Security,Medium,Initial Access,Exploit Public-Facing Application,T1190,https://attack.mitre.org/techniques/T1190/
Flow logging disabled for one or more VPCs,"When you enable VPC Flow Logs, CloudWatch captures packets headers on the network interfaces of your VPC.  You can configure flow logging for packets that were rejected due to the security group or ACL configuration.  This will help you to understand how your access control rules are affecting traffic and also make you aware of unwanted attempts to access your application or other anomalous traffic.  This service is not enabled by default; you must enable it.
",You should enable VPC flow logging to ensure that you have a sufficient audit trail for anomalous network traffic.,https://kb.securestate.vmware.com/ec2-vpc-flow-logs.html,aws,Audit,user,Low,Not Available,Not Available,Not Available,Not Available
IAM access key creation for new accounts is not disabled,"When you create a new IAM user with the AWS console, a new access key is created by default.  In order to avoid the proliferation of unnecessary keys, CIS 1.21 recommends that you disable key generation for new accounts and require the account holder to create keys as a separate step.
",You should disable automatic access key generation for new IAM users and instead issue keys only when required.,https://kb.securestate.vmware.com/iam-initialization-access-key.html,aws,Security,user,Low,"Initial Access,Persistence,Defense Evasion,Privlege Escalation",Valid Accounts,T1078,https://attack.mitre.org/techniques/T1078/
IAM passwords are not configured to expire after 90 days,"AWS IAM passwords present a security risk if they are not managed carefully.  Passwords can be lost or stolen or even obtained by brute force given sufficient time.  CIS 1.11 recommends that you expire passwords every 90 days at minimum.  Password expiration is not enabled by default; you must enable it.
",You should enable password expiration and configure IAM passwords to expire after 90 days to reduce the risk of lost or stolen passwords.,https://kb.securestate.vmware.com/iam-expirepasswords.html,aws,Access,iam,High,"Initial Access,Persistence,Defense Evasion,Privlege Escalation",Valid Accounts,T1078,https://attack.mitre.org/techniques/T1078/
Instance created using a public Amazon Machine Image (AMI).,The contents of public AMIs are generally managed by others--meaning that you may not be aware of or in control of (possibly malicious) AMI content changes. It is best practice to use private AMIs that you control your instances for the purposes of configuration control.,"Replace this instance with one using a non-public AMI. If you must use a public AMI, create your own copy of that AMI and use that private AMI instead for your instances so that you own/control the AMI’s contents.",https://kb.securestate.vmware.com/public-ami-used-by-ec2-instances.html,aws,Audit,ec2,Low,Not Available,Not Available,Not Available,Not Available
Just-in-time Network Access is disabled,"When you enable just-in-time (JIT) network access, Azure will temporarily allow traffic to reach virtual machine management ports when a user with sufficient role based access control permissions requests access.  CIS 2.12 recommends that you enable this setting.  This feature is enabled by default.
",You should enable just-in-time network access to help restrict virtual machine access to authorized users.,https://kb.securestate.vmware.com/azure-security-jit-network-access-on.html,azure,Security,Microsoft.Security,Medium,Not Available,Not Available,Not Available,Not Available
KMS automated key rotation is not enabled,"The AWS Key Management Service (KMS) allows you to rotate encryption keys so that your exposure is reduced in the event that an individual key is compromised.  CIS 2.8 recommends that you enable automatic key rotation.  This feature is not enabled be default; you must enable it.
",You should enable automated key rotation to help limit exposure in case of lost or stolen encryption keys.,https://kb.securestate.vmware.com/kms-key-rotates.html,aws,Audit,kms,Medium,Not Available,Not Available,Not Available,Not Available
Logging For Keyvault Enabled,"Azure Key Vault secrets allow for storage of sensitive information like passwords and database connection strings.  Because of the sensitive nature of Key Vault data, CIS 5.13 recommends that you enable Key Vault logging.  When you enable logging, access logs are stored in an Azure container.  Logging is not enabled by default; you must enable it.
","Azure Key Vault contains sensitive data, so you should enable Key Vault logging to ensure that you have an audit trail.",https://kb.securestate.vmware.com/azure-key-vault-logging-for-keyvault-enabled.html,azure,Logging,Microsoft.KeyVault,Medium,Not Available,Not Available,Not Available,Not Available
Microsoft Monitoring Agent autoprovisioning is disabled,"When you enable monitoring agent autoprovisioning, Azure Security Center will automatically provision the Microsoft Monitoring Agent for all compatible virtual machines.  The Microsoft Monitoring Agent alerts on security configurations, updates, and vulnerabilities.  CIS 2.2 recommends that you enable this setting.  This feature is enabled by default.
",You should enable Microsoft Monitoring Agent autoprovisioning to ensure that the agent is installed on all compatible virtual machines.,https://kb.securestate.vmware.com/azure-security-monitoring-agent-on.html,azure,Security,Microsoft.Security,Medium,Initial Access,Exploit Public-Facing Application,T1190,https://attack.mitre.org/techniques/T1190/
Multi-factor authentication is not enabled,"When multi-factor authentication (MFA) is enabled, AWS users must provide a one-time authentication code at login in addition to their user name and password.  CIS 1.2 recommends that you enable multi-factor authentication for all accounts that can access the AWS console.
",You should enable multi-factor authentication and use it with all accounts that have AWS Console access.,https://kb.securestate.vmware.com/iam-mfa-password-holders.html,aws,Security,iam,Medium,"Initial Access,Persistence,Defense Evasion,Privlege Escalation",Valid Accounts,T1078,https://attack.mitre.org/techniques/T1078/
Multi-factor authentication is not required for all users,"When multi-factor authentication (MFA) is enabled, AWS users must provide a one-time authentication code at login in addition to their user name and password.  CIS 1.2 recommends that you enable multi-factor authentication for all accounts that can access the AWS console.  We recommend that you take a more conservative approach and enable multi-factor authentication for all users.
",You should use multi-factor authentication for all IAM accounts.,https://kb.securestate.vmware.com/iam-no-mfa.html,aws,Security,iam,High,"Initial Access,Persistence,Defense Evasion,Privlege Escalation",Valid Accounts,T1078,https://attack.mitre.org/techniques/T1078/
Network flow logs are retained for less than 90 days,"Azure allows you to create packet flow logs that capture traffic to and from network security groups.  CIS 6.4 recommends that you enable flow logs and configure log retention for 90 days or longer.  Network flow logs are disabled by default; you must enable this feature.  Once enabled, flow logs are retained indefinitely by default.
",You should retain network flow logs for 90 days or longer in order to ensure that you have a sufficient audit trail for anomalous network traffic.,https://kb.securestate.vmware.com/azure-network-watcher-network-security-group-flow-log-retention-greater-than-90-days.html,azure,Security,Microsoft.Network,Low,Not Available,Not Available,Not Available,Not Available
Network security group recommendations are disabled,"When you enable the ""Network Security Groups"" security policy, Azure will recommend network security group configurations that restrict access to virtual machines with public endpoints.  CIS 2.7 recommends that you enable this setting.  This feature is enabled by default.
",You should enable network security group recommendations to ensure that you are aware of possible risks.,https://kb.securestate.vmware.com/azure-security-network-security-groups-on.html,azure,Security,Microsoft.Security,High,Initial Access,Exploit Public-Facing Application,T1190,https://attack.mitre.org/techniques/T1190/
Network Watcher Enabled,"Azure Network Watcher allows you to diagnose connectivity problems and capture packet flows to and from virtual machines and network security groups.  CIS 6.5 recommends that you enable Network Watcher because it is required for packet capture and logging.  This feature is not enabled by default; you must enable it.
",You should enable Network Watcher so that you can use it to obtain packet logs.,https://kb.securestate.vmware.com/azure-network-watcher-network-watcher-enabled.html,azure,Security,Microsoft.Network,High,Not Available,Not Available,Not Available,Not Available
Next generation firewall recommendations are disabled,"Next generation firewalls incorporate traditional firewall features with packet inspection and intrusion prevention features.  Azure Security Center allows you to deploy next generation firewalls, virtual devices that provide security infrastructure.  When you enable the ""Next Generation Firewall"" security policy, Azure will recommend when you should provision a next generation firewall.  CIS 2.9 recommends that you enable this setting.  This feature is enabled by default.
",You should enable next generation firewall recommendations to ensure that you are aware of conifgurations that may benefit from additional protection.,https://kb.securestate.vmware.com/azure-security-next-generation-firewall-on.html,azure,Security,Microsoft.Security,Medium,Initial Access,Exploit Public-Facing Application,T1190,https://attack.mitre.org/techniques/T1190/
No alarm is configured for AWS Config configuration changes,"AWS CloudTrail records AWS API calls used within an AWS account, including calls made from the AWS Management Console, SDKs, command line tools, and other AWS services.  AWS CloudWatch can perform real time analysis of CloudTrail logs.  AWS Config is a service that allows you to monitor AWS resources.  CIS 3.9 recommends that you create CloudWatch metric filters and alarms to detect changes in AWS Config.
",You should monitor AWS Config configuration changes.,https://kb.securestate.vmware.com/monitor-cloudwatch-config-changes.html,aws,Audit,user,Low,Not Available,Not Available,Not Available,Not Available
No alarm is configured for AWS Console logins that do not use MFA,"AWS CloudTrail records AWS API calls used within an AWS account, including calls made from the AWS Management Console, SDKs, command line tools, and other AWS services.  AWS CloudWatch can perform real time analysis of CloudTrail logs.  CIS 3.2 recommends that you configure a metric filter and alarm for logins that are not protected by multi-factor authentication.
",You should monitor AWS Console logins that do not use multi-factor authentication.,https://kb.securestate.vmware.com/monitor-console-login-without-mfa.html,aws,Audit,user,Medium,Not Available,Not Available,Not Available,Not Available
No alarm is configured for AWS Console root login attempts,"AWS CloudTrail records AWS API calls used within an AWS account, including calls made from the AWS Management Console, SDKs, command line tools, and other AWS services.  AWS CloudWatch can perform real time analysis of CloudTrail logs.  CIS 3.3 recommends that you configure a metric filter and alarm for root login attempts.
",You should monitor root login attempts to the AWS Console so that you are aware of any suspicious activity.,https://kb.securestate.vmware.com/monitor-root-account-usage.html,aws,Audit,user,High,Not Available,Not Available,Not Available,Not Available
No alarm is configured for CloudTrail configuration changes,"AWS CloudTrail records AWS API calls used within an AWS account, including calls made from the AWS Management Console, SDKs, command line tools, and other AWS services.  AWS CloudWatch can perform real time analysis of CloudTrail logs.  CIS 3.5 recommends that you create CloudWatch metric filters and alarms to detect changes in the CloudTrail configuration.
",You should monitor CloudTrail configuration changes.,https://kb.securestate.vmware.com/monitor-cloudtrail-config-changes.html,aws,Audit,user,Medium,Not Available,Not Available,Not Available,Not Available
No alarm is configured for customer master key deletion events,"AWS CloudTrail records AWS API calls used within an AWS account, including calls made from the AWS Management Console, SDKs, command line tools, and other AWS services.  AWS CloudWatch can perform real time analysis of CloudTrail logs.  CIS 3.7 recommends that you create CloudWatch metric filters and alarms to detect customer master keys (CMKs) that have been disabled or scheduled for deletion.
",You should monitor deletion events for customer master keys to ensure that keys are transitioned gracefully.,https://kb.securestate.vmware.com/monitor-cmk-change-delete.html,aws,Audit,user,Medium,Not Available,Not Available,Not Available,Not Available
No alarm is configured for failed AWS Console login attempts,"AWS CloudTrail records AWS API calls used within an AWS account, including calls made from the AWS Management Console, SDKs, command line tools, and other AWS services.  AWS CloudWatch can perform real time analysis of CloudTrail logs.  CIS 3.6 recommends that you configure a metric filter and alarm for failed AWS console login attempts.
",You should monitor failed login attempts for the AWS Console so that you are aware of any suspicious activity.,https://kb.securestate.vmware.com/monitor-console-auth-failures.html,aws,Audit,user,Medium,Not Available,Not Available,Not Available,Not Available
No alarm is configured for IAM policy changes,"AWS CloudTrail records AWS API calls used within an AWS account, including calls made from the AWS Management Console, SDKs, command line tools, and other AWS services.  AWS CloudWatch can perform real time analysis of CloudTrail logs.  CIS 3.4 recommends that you configure a metric filter and alarm for changes made to IAM policies.
",You should monitor changes to IAM policies to ensure that they are compatible with your security policy.,https://kb.securestate.vmware.com/monitor-iam-policy-changes.html,aws,Audit,user,High,Not Available,Not Available,Not Available,Not Available
No alarm is configured for network access control list changes,"AWS CloudTrail records AWS API calls used within an AWS account, including calls made from the AWS Management Console, SDKs, command line tools, and other AWS services.  AWS CloudWatch can perform real time analysis of CloudTrail logs.  Network Access Control Lists (NACLs) are used to control traffic to and from VPC subnets.  CIS 3.11 recommends that you configure a metric filter and alarm for changes made to NACL configuration.
",You should monitor changes to network access control lists to ensure that they are compatible with your security policy.,https://kb.securestate.vmware.com/monitor-nacl-changes.html,aws,Audit,user,High,Not Available,Not Available,Not Available,Not Available
No alarm is configured for network gateway configuration changes,"AWS CloudTrail records AWS API calls used within an AWS account, including calls made from the AWS Management Console, SDKs, command line tools, and other AWS services.  AWS CloudWatch can perform real time analysis of CloudTrail logs.  A network gateway is required to send traffic to or from a VPC subnet.  CIS 3.12 recommends that you configure a metric filter and alarm for changes made to network gateway configurations.
",You should monitor configuration changes to network gateways to ensure that they are compatible with your security policy.,https://kb.securestate.vmware.com/monitor-network-gateway-changes.html,aws,Audit,user,High,Not Available,Not Available,Not Available,Not Available
