NUMBER,call,Station Name,,Latitude,Longitude,Elevation_Meter
581020,,BOXIAN,CI,33.883333,115.766667,42
581220,,SUINING,CI,33.9,117.95,26
581380,,HONGZE HU (LAKE),CI,33.333333,118.666667,2
581440,,QINGJIANG,CI,33.6,119.033333,19
581500,,SHEYANG/HEDE,CI,33.766667,120.25,7
582030,,FUYANG,CI,32.933333,115.833333,39
582080,,GUSHI,CI,32.166667,115.666667,58
582150,,SHOUXIAN/SHOUYANG,CI,32.583333,116.783333,23
582210,,BENGBU,CI,32.95,117.366667,22
582380,ZSNJ,NANJING/NANKING,CI,32,118.8,12
582410,,GAOYOU,CI,32.783333,119.45,3
582510,,DONGTAI,CI,32.866667,120.316667,5
582590,,NANTONG/JINSHA,CI,32.1,120.866667,1
582650,,LUSI,CI,32.066667,121.6,10
583140,,HUOSHAN,CI,31.4,116.333333,68
583210,ZSOF,HEFEI/LUOGANG,CI,31.866667,117.233333,36
583380,,WUHU/WANZHI,CI,31.333333,118.35,16
583430,,CHANGZHOU,CI,31.766667,119.95,15
583450,,LIYANG,CI,31.433333,119.483333,8
583580,,SUZHOU,CI,31.266667,120.616667,19
583620,,SHANGHAI,CI,31.4,121.466667,4
583670,ZSSS,SHANGHAI/HONGQIAO,CI,31.166667,121.433333,7
584020,,YINGSHAN,CI,30.75,115.666667,116
584070,,QIZHOU,CI,30.066667,115.333333,29
584240,,ANQING,CI,30.533333,117.05,20
584370,,HUANG SHAN (MTNS),CI,30.133333,118.15,1836
584450,,TIANMU SHAN (MTNS),CI,30.35,119.416667,1494
584570,ZSHC,HANGZHOU/JIANQIAO,CI,30.233333,120.166667,43
584640,,ZHA-PU,CI,30.616667,121.083333,7
584720,,SHENGSI/CAIYUANZHEN,CI,30.733333,122.45,81
584730,,SHENG SHANG,CI,30.716667,122.816667,197
584740,,DACHU SHAN,CI,30.45,122.3,152
584770,,DINGHAI,CI,30.033333,122.116667,37
585060,,LU SHAN (MOUNTAIN),CI,29.583333,115.983333,1165
585190,,GU-XIAN-DU,CI,29.083333,116.883333,31
585270,,JINGDEZHEN,CI,29.3,117.2,60
585310,,TUNXI,CI,29.75,118.25,61
585490,,JINHUA,CI,29.15,119.633333,35
585560,,SHENGXIAN,CI,29.6,120.816667,108
585620,,NINGBO,CI,29.916667,121.466667,6
585690,,SHIPU,CI,29.2,121.95,127
586060,ZSCN,NANCHANG,CI,28.6,115.916667,50
586080,,QINGJIANG/ZHANGSHUZ,CI,28.05,115.533333,40
586260,,SHANGRAO,CI,28.483333,117.983333,90
586330,,QU XIAN,CI,28.966667,118.866667,71
586340,,YUSHAN,CI,28.683333,118.25,94
586460,,LISHUI,CI,28.45,119.916667,62
586470,,LONGQUAN,CI,28.1,119.083333,180
586590,,WENZHOU,CI,28.016667,120.666667,7
586600,,LINHAI,CI,28.85,121.133333,9
586650,,LUQIAO,CI,28.65,120.083333,9
586660,,DACHEN ISLAND,CI,28.45,121.883333,84
586670,,YU-HUAN,CI,28.133333,121.216667,100
587150,,NANCHENG,CI,27.583333,116.65,82
587250,,SHAOWU,CI,27.333333,117.433333,192
587260,,QIXIAN SHAN,CI,27.95,117.833333,1415
587300,,ZHENGHE,CI,27.366667,118.85,456
587310,,PUCHENG,CI,27.916667,118.533333,275
587370,,JIAN'OU,CI,27.05,118.316667,112
587540,,FUDING,CI,27.333333,120.2,38
587650,,NANJI SHAN,CI,27.466667,121.05,2
588130,,GUANGCHANG,CI,26.85,116.333333,142
588200,,SANMING,CI,26.183333,117.616667,198
588340,,NANPING,CI,26.65,118.166667,128
588460,,LUOYUAN,CI,26.516667,119.533333,85
588470,ZSFZ,FUZHOU,CI,26.083333,119.283333,85
588490,,MAZY (=466890),CI,26.166667,119.95,91
588530,,TAISHAN,CI,27,120.7,106
589110,,CHANGTING,CI,25.85,116.366667,311
589180,,SHANGHANG,CI,25.066667,116.35,207
589210,,YONG'AN,CI,25.966667,117.35,204
589260,,ZHANG PING,CI,25.3,117.4,203
589270,,LONGYAN,CI,25.1,117.016667,341
589310,,JIUXIAN SHAN,CI,25.716667,118.1,1651
589440,,PINGTAN,CI,25.516667,119.783333,31
589650,,TAOYUAN (=466970),CI,25.05,121.216667,48
589680,,TAIBEI (=466920),CI,25.033333,121.533333,9
589740,,PENGJIA YU(=466950),CI,25.633333,122.083333,102
590070,,GUANGNAN,CI,24.066667,105.066667,1251
590210,,TIAN'E/LIUPAI,CI,25.083333,107.2,305
590230,,HECHI/JNCHENGJIANG,CI,24.7,108.05,214
590460,,LIUZHOU,CI,24.35,109.4,97
590580,,MENGSHAN,CI,24.2,110.516667,145
590650,,HEXIAN/BABU,CI,24.466667,111.566667,91
590720,,LIAN XIAN,CI,24.783333,112.383333,98
590820,,SHAOGUAN,CI,24.8,113.583333,68
590870,,FOGANG,CI,23.866667,113.533333,68
590960,,LIANPING,CI,24.366667,114.483333,214
591020,,XUNWU,CI,24.95,115.65,299
591170,,MEI XIAN,CI,24.3,116.116667,84
591260,,ZHANGZHOU,CI,24.633333,117.65,24
591330,,JIN-JIANG,CI,24.8,118.583333,22
591340,ZSAM,XIAMEN,CI,24.483333,118.083333,139
591520,,XINZHU ISLAND,CI,24.8,120.966667,34
591580,,TAIZHONG (=467490),CI,24.15,120.7,78
591620,,YILAN,CI,24.766667,121.75,9
592090,,NAPO,CI,23.3,105.95,794
592110,,BOSE,CI,23.9,106.6,242
592180,,XINJING,CI,23.133333,106.416667,740
592280,,LONG'AN,CI,23.133333,107.65,457
592420,,DA-WAN,CI,23.85,109.416667,76
592540,,GUIPING,CI,23.4,110.083333,44
592650,,WUZHOU,CI,23.483333,111.3,120
592710,,HUAIJI,CI,23.95,112.2,57
592780,,GAOYAO,CI,23.05,112.466667,12
592870,ZGGG,GUANGZHOU/BAIYUN,CI,23.133333,113.316667,8
592930,,HEYUAN,CI,23.733333,114.683333,41
592980,,HUI-YANG,CI,23.083333,114.416667,16
593030,,SONG-LIN-BA,CI,23.966667,115.966667,152
593160,ZGOW,SHANTOU,CI,23.4,116.683333,3
593170,,HUILAI,CI,23.083333,116.3,30
593450,,MAGONG (=467340),CI,23.516667,119.566667,22
593580,,TAINAN (=467410),CI,23,120.233333,14
593620,,HUALIAN (=467630),CI,24.016667,121.616667,14
594170,,LONGZHOU,CI,22.366667,106.75,129
594310,ZGNN,NANNING/WUXU,CI,22.816667,108.35,73
594460,,BOBAI,CI,22.25,109.966667,121
594530,,CEN-XI,CI,22.933333,110.983333,243
594560,,XINYI,CI,22.35,110.933333,84
594620,,LUODING,CI,22.716667,111.55,134
594780,,TAI-SHAN,CI,22.266667,112.783333,46
594930,,SHENZHEN,CI,22.55,114.1,18
595010,,SHANWEI,CI,22.783333,115.366667,5
595530,,DONGGANG (=467470),CI,22.466667,120.45,8
595560,,DAWU,CI,22.35,120.9,9
595590,,HENGCHUN (=467590),CI,22,120.766667,24
595620,,TAIDONG (=467660),CI,22.75,121.166667,10
595670,,LAN YU (=467620),CI,22.033333,121.566667,325
596260,,DONG-XING,CI,21.55,107.966667,13
596320,,QINZHOU,CI,21.95,108.616667,6
596440,,BEIHAI,CI,21.483333,109.1,16
596470,,WEI-ZHOU ISLAND,CI,21.033333,109.116667,41
596580,ZGZJ,ZHANJIANG,CI,21.216667,110.4,28
596630,,YANGJIANG,CI,21.866667,111.966667,22
596640,,TIAN-CHENG,CI,21.516667,111.3,8
596730,,SHANGCHUAN ISLAND,CI,21.733333,112.766667,18
597540,,XUWEN,CI,20.366667,110.166667,109
597580,ZGHK,HAIKOU,CI,20.033333,110.35,15
597920,,DONGSHA (=468100),CI,20.666667,116.733333,6
598380,,DONGFANG/BASUO,CI,19.1,108.616667,8
598450,,DANXIAN/NADA,CI,19.516667,109.583333,169
598490,,XIN-SHI,CI,19.066667,109.883333,243
598550,,QIONGHAI/JIAJI,CI,19.233333,110.466667,25
599480,,YAXIAN/SANYA,CI,18.233333,109.516667,7
599540,,LING-SHUI,CI,18.5,110,50
599810,,XISHA ISLAND,CI,16.833333,112.333333,5
599850,,SANHU ISLAND,CI,16.533333,111.616667,5
599950,,YONGSHUJIAO,CI,9.533333,112.883333,6
599970,,NANSHU (=469020),CI,10.383333,114.383333,5
600010,GCHI,HIERRO AIRPORT,CR,27.816667,-17.883333,30
600050,GCLA,LA PALMA AIRPORT,CR,28.616667,-17.75,31
600100,,IZANA MOUNTAIN TOP,CR,28.3,-16.5,2368
600150,GCXO,TENERIFE/LOS RODEOS,CR,28.483333,-16.333333,618
600200,,SANTA CRUZ TENERIFE,CR,28.466667,-16.25,46
600250,GCTS,TENERIFE SUR/REINA,CR,28.05,-16.566667,72
600300,GCLP,LAS PALMAS/GANDO,CR,27.933333,-15.383333,25
600330,GSAI,EL AAIUN,MC,27.15,-13.2,63
600333,,EL AAIUM,AL,23.7,-15.866667,10
600350,GCFV,FUERTEVENTURA ARPT,CR,28.45,-13.866667,23
600400,GCRR,ARRECIFE/LANZAROTE,CR,28.95,-13.6,40
600600,GMMF,SIDI IFNI,MC,29.366667,-10.183333,66
600960,GSVO,VILLA CISNEROS(MIL),MC,23.7,-15.866667,10
601010,GMTT,TANGIER/BOUKHALF,MC,35.733333,-5.9,21
601050,,LARACHE,MC,35.183333,-6.133333,49
601060,,CHEFCHAOUEN,MC,35.066667,-5.3,305
601070,GMTA,AL HOCEIMA/COTE RIF,MC,35.183333,-3.85,14
601150,GMFO,OUJDA/ANGADS,MC,34.783333,-1.933333,470
601200,GMMY,KENITRA/TOURISME,MC,34.3,-6.6,14
601270,GMFZ,TAZA,MC,34.216667,-4,510
601350,GMME,RABAT/SALE (RMAF),MC,34.05,-6.766667,75
601360,GMSL,SIDI SLIMANE      &,MC,34.233333,-6.05,52
601410,GMFF,FES-SAIS,MC,33.933333,-4.983333,579
601500,GMFM,MEKNES/BASSATINE,MC,33.883333,-5.533333,549
601550,GMMC,CASABLANCA/ANFA,MC,33.566667,-7.666667,62
601560,GMMN,NOUASSEUR/CASABLANC,MC,33.366667,-7.583333,206
601600,GMFI,IFRANE AIRPORT,MC,33.5,-5.166667,1665
601650,,EL JADIDA,MC,33.233333,-8.516667,28
601780,,KHOURIBGA,MC,32.866667,-6.966667,785
601850,GMMS,SAFI,MC,32.283333,-9.233333,45
601900,,KASBA-TADLA,MC,32.533333,-6.283333,519
601910,,BENI-MELLAL,MC,32.366667,-6.4,468
601950,,MIDELT,MC,32.683333,-4.733333,1515
602000,,BOUARFA,MC,32.566667,-1.95,1110
602100,GMFK,ER-RACHIDIA (RMAF)&,MC,31.933333,-4.4,1045
602200,GMMI,ESSAOUIRA,MC,31.516667,-9.783333,8
602300,GMMX,MARRAKECH/MENARA,MC,31.616667,-8.033333,466
602500,GMAA,AGADIR/INEZGANE,MC,30.383333,-9.566667,23
602520,GMAD,AL MASSIRA MC,MC,30.333333,-9.416667,74
602650,GMMZ,OUARZAZATE,MC,30.933333,-6.9,1140
602700,,TIZNIT,MC,29.683333,-9.733333,260
602850,GMAT,TAN-TAN (CIV/MIL),MC,28.45,-11.15,200
602890,,TARFAYA,MC,27.933333,-13,10
603180,GMTN,SANIA RAMEL/TETOUAN,MC,35.583333,-5.333333,10
603200,,CEUTA,SP,35.9,-5.316667,5
603380,GEML,MELILLA,SP,35.283333,-2.95,55
603400,GMFN,TAOUIMA/NADOR,MC,35.15,-2.916667,16
603510,DAAV,JIJEL/TAHER,AL,36.833333,5.783333,2
603550,DABP,SKIKDA,AL,36.933333,6.95,7
603600,DABB,ANNABA/EL MELLAH,AL,36.833333,7.816667,4
603670,,EL-KALA,AL,36.9,8.45,10
603690,,ALGER PORT,AL,36.766667,3.1,8
603740,,CAPE CAXINE,AL,36.816667,2.95,33
603820,,CAPE BENGUT,AL,36.9,3.9,30
603840,,CAPE CORBELIN,AL,36.9,4.416667,45
603900,DAAG,DAR-EL-BEIDA/HOUARI,AL,36.716667,3.25,25
603950,,TIZI-OUZOU,AL,36.7,4.05,195
604000,,CAPE CARBON,AL,36.75,5.1,13
604020,DAAE,BEJAIA/SOUMMAM,AL,36.716667,5.066667,2
604030,,GUELMA,AL,36.466667,7.466667,227
604100,,TENES,AL,36.55,1.333333,59
604170,,BOUIRA,AL,36.383333,3.9,635
604190,DABC,CONSTANTINE/EL BEY,AL,36.283333,6.616667,694
604210,,OUM EL BOUAGHI,AL,35.883333,7.116667,889
604230,,SOUK AHRAS,AL,36.283333,7.95,680
604250,DAOI,CHLEF,AL,36.216667,1.333333,143
604300,,MILIANA,AL,36.3,2.233333,715
604370,,MEDEA,AL,36.266667,2.75,981
604440,,BORDJ BOU ARRERIDJ,AL,36.066667,4.766667,928
604450,DAAS,SETIF/AIN-ARNAT,AL,36.183333,5.416667,1038
604520,,ARZEW,AL,35.816667,-0.266667,4
604570,,MOSTAGANEM,AL,35.883333,0.116667,137
604610,,ORAN PORT,AL,35.7,-0.65,22
604670,,M'SILA,AL,35.666667,4.5,441
604680,DABT,BATNA,AL,35.55,6.183333,1052
604750,DABS,TEBESSA,AL,35.483333,8.133333,813
604810,,ORAN TAFARAOUI,AL,35.483333,-0.516667,111
604820,,CAPE AIGUILLE,AL,35.866667,-0.483333,62
604850,,CAPE FALCON,AL,35.766667,-0.8,104
604900,DAOO,ORAN/ES SENIA,AL,35.633333,-0.6,90
605054,DAOL,ORAN/TAFAROUI,AL,35.55,-0.533333,112
605060,,MASCARA,AL,35.6,0.3,474
605070,DAOV,MASCARA/GHRISS,AL,35.266667,0.15,511
605110,DAOB,TIARET,AL,35.25,1.433333,1127
605150,DAAD,BOU-SAADA,AL,35.333333,4.2,461
605180,,BENI-SAF,AL,35.3,-1.35,68
605200,,SIDI BEL ABBES,AL,35.183333,-2.616667,450
605220,,MAGHNIA,AL,34.816667,-1.783333,426
605250,DAUB,BISKRA,AL,34.8,5.733333,87
605310,DAON,TLEMCEN/ZENATA,AL,35.016667,-1.466667,247
605350,DAFI,DJELFA/TLETSI,AL,34.683333,3.25,1144
605360,,SAIDA,AL,34.866667,0.15,770
605400,,EL KHEITER,AL,34.15,0.066667,1000
605450,DAUL,LAGHOUAT,AL,33.766667,2.933333,765
605490,DAAY,MECHERIA,AL,34.933333,-0.433333,1149
605500,,EL BAYADH,AL,33.666667,1,1341
605550,DAUK,TOUGGOURT/SIDI MAHD,AL,33.116667,6.133333,85
605570,,NAAMA,AL,33.266667,-0.3,1166
605590,DAUO,EL OUED/GUEMER,AL,33.5,6.116667,63
605600,,AIN SEFRA,AL,32.766667,-0.6,1058
605660,DAUG,GHARDAIA/NOUMERATE,AL,32.383333,3.816667,450
605710,DAOR,BECHAR/OUAKDA,AL,31.616667,-2.233333,773
605800,DAUU,OUARGLA,AL,31.916667,5.4,141
605810,DAUH,HASSI-MESSAOUD/IRAR,AL,31.666667,6.15,142
605900,DAUE,EL GOLEA,AL,30.566667,2.866667,397
606020,,BENI ABBES,AL,30.133333,-2.166667,499
606070,DAUT,TIMIMOUN,AL,29.25,0.283333,312
606083,DAAW,BORDJ OMAR DRISS  &,AL,28.133333,6.833333,387
606110,DAUZ,IN AMENAS/ZARZAITIN,AL,28.05,9.633333,562
606200,DAUA,ADRAR/TOUAT,AL,27.883333,-0.283333,263
606253,DAAF,AOULEF            &,AL,26.966667,1.083333,309
606300,,IN SALAH,AL,27.2,2.466667,293
606305,DAUI,IN SALAH NORTH,AL,27.25,2.516667,269
606400,DAAP,ILLIZI/ILLIRANE,AL,26.5,8.416667,558
606560,DAOF,TINDOUF,AL,27.666667,-8.133333,431
606700,DAAJ,DJANET/TISKA,AL,24.55,9.466667,1054
606800,,TAMANRASSET,AL,22.783333,5.516667,1378
606805,DAAT,TAMANRASSET/AGUENNA,AL,22.816667,5.466667,1377
606900,,IN-GUEZZAM,AL,18.566667,5.766667,411
607100,DTKA,TABARKA,TS,36.95,8.75,21
607140,DTTB,BIZERTE/SIDI AHMED,TS,37.25,9.8,3
607150,DTTA,TUNIS/CARTHAGE,TS,36.833333,10.233333,4
607200,DTTL,KELIBIA,TS,36.85,11.083333,30
607230,,BEJA,TS,36.733333,9.183333,159
607250,DTTN,JENDOUBA,TS,36.483333,8.8,144
607280,,NABEUL,TS,36.45,10.733333,5
607340,,SILIANA,TS,36.066667,9.366667,445
607350,DTTK,KAIROUAN,TS,35.666667,10.1,68
607380,,THALA,TS,35.55,8.683333,1092
607400,DTTM,MONASTIR-SKANES,TS,35.666667,10.75,3
607403,DTMB,HABIB BOURGUIBA   &,TS,35.766667,10.75,2
607450,DTTF,GAFSA,TS,34.416667,8.816667,314
607480,,SIDI BOUZID,TS,35,9.483333,355
607500,DTTX,SFAX/EL-MAOU,TS,34.716667,10.683333,23
607600,DTTZ,TOZEUR/NEFTA,TS,33.916667,8.1,93
607640,,KEBILI,TS,33.7,8.966667,46
607650,DTTG,GABES,TS,33.883333,10.1,5
607690,DTTJ,DJERBA MELLITA,TS,33.866667,10.766667,4
607700,,MEDENINE,TS,33.35,10.483333,117
607720,,BOGUS TUNISIAN,TS,0,0,
607750,DTTD,REMADA,TS,32.316667,10.4,301
607800,DTTR,EL BORMA,TS,31.683333,9.166667,259
610170,DRRI,BILMA,NR,18.683333,12.916667,357
610240,DRZA,AGADEZ SOUTH (MIL),NR,16.966667,7.983333,502
610360,DRRL,TILLABERY,NR,14.2,1.45,210
610430,DRRT,TAHOUA,NR,14.9,5.25,391
610450,DRZG,GOURE,NR,13.983333,10.3,460
610490,,N'GUIGMI,NR,14.25,13.116667,286
610520,DRRN,NIAMEY (CIV/MIL),NR,13.483333,2.166667,227
610750,DRRB,BIRNI-N'KONNI,NR,13.8,5.25,273
610800,DRRM,MARADI,NR,13.466667,7.083333,373
610850,DRZF,DIFFA,NR,13.416667,12.783333,305
610900,DRZR,ZINDER,NR,13.783333,8.983333,453
610910,,MAGARIA,NR,12.983333,8.933333,403
610960,DRZM,MAINE-SOROA,NR,13.233333,11.983333,337
610990,DRRG,GAYA,NR,11.883333,3.45,203
612020,GATS,TESSALIT,MI,20.2,0.983333,491
612140,GAKL,KIDAL,MI,18.433333,1.35,459
612230,GATB,TOMBOUCTOU/TIMBUKTU,MI,16.716667,-3,264
612260,GAGO,GAO (CIV/MIL),MI,16.266667,-0.05,260
612300,GANR,NIORO DU SAHEL,MI,15.233333,-9.35,237
612330,GANK,NARA/KEIBANE,MI,15.166667,-7.283333,265
612400,GAHB,HOMBORI,MI,15.333333,-1.683333,288
612500,GAMK,MENAKA,MI,15.866667,2.216667,278
612570,GAKY,KAYES,MI,14.433333,-11.433333,47
612650,GAMB,MOPTI/BARBE (MIL),MI,14.516667,-4.1,272
612700,GAKT,KITA,MI,13.066667,-9.466667,334
612720,GASG,SEGOU,MI,13.4,-6.15,289
612770,GASN,SAN,MI,13.333333,-4.833333,284
612850,GAKA,KENIEBA,MI,12.85,-11.233333,132
612910,GABS,BAMAKO/SENOU (MIL),MI,12.533333,-7.95,381
612930,GAKO,KOUTIALA,MI,12.383333,-5.466667,367
612960,GABG,BOUGOUNI,MI,11.416667,-7.5,351
612970,GASK,SIKASSO,MI,11.35,-5.683333,375
614010,GQPT,BIR MOGHREIN (MIL),MT,25.233333,-11.616667,360
614040,,ZOUERATE,MT,22.75,-12.483333,343
614150,GQPP,NOUADHIBOU,MT,20.933333,-17.033333,3
614210,GQPA,ATAR,MT,20.516667,-13.066667,224
614370,GQNJ,AKJOUJT,MT,19.75,-14.366667,120
614420,GQNN,NOUAKCHOTT,MT,18.1,-15.95,3
614500,GQND,TIDJIKJA,MT,18.566667,-11.433333,402
614610,GQNB,BOUTILIMIT,MT,17.533333,-14.683333,75
614890,GQNR,ROSSO,MT,16.5,-15.816667,6
614920,GQNK,KAEDI,MT,16.15,-13.516667,18
614970,GQNI,NEMA,MT,16.6,-7.266667,269
614980,GQNF,KIFFA,MT,16.633333,-11.4,115
614990,GQNA,AIOUN EL ATROUSS,MT,16.7,-9.6,223
616000,GOSS,SAINT LOUIS,SG,16.05,-16.45,4
616120,GOSP,PODOR,SG,16.65,-14.966667,7
616270,GOOG,LINGUERE,SG,15.383333,-15.116667,21
616300,GOSM,MATAM/OURO SOGUI,SG,15.65,-13.25,17
616410,GOOY,DAKAR/YOFF,SG,14.733333,-17.5,24
616660,GOOD,DIOURBEL,SG,14.65,-16.233333,9
616790,GOOK,KAOLACK,SG,14.133333,-16.066667,7
616870,GOTT,TAMBACOUNDA,SG,13.766667,-13.683333,50
616893,GOTS,SIMENTI           &,SG,13.05,-13.3,52
616950,GOGG,ZIGUINCHOR,SG,12.55,-16.266667,23
616970,GOGS,CAPE SKIRING,SG,12.4,-16.75,13
616980,GOGK,KOLDA,SG,12.883333,-14.966667,10
616990,GOTK,KEDOUGOU,SG,12.566667,-12.216667,167
617010,GBYD,BANJUL/YUNDUM INTL,GB,13.35,-16.8,36
617050,,SIBANOR,GB,13.216667,-16.2,
617070,,JENOI             &,GB,13.483333,-15.566667,11
617110,,BANJUL/HALF-DIE,GB,13.45,-16.45,2
617120,,KEREWAN,GB,13.483333,-16.183333,15
617170,,KAUR,GB,13.716667,-15.25,6
617200,,KUNTAUR,GB,13.666667,-14.883333,4
617210,,GEORGETOWN,GB,13.533333,-14.766667,1
617220,,SAPU,GB,13.566667,-15.933333,2
617310,,BASSE,GB,13.316667,-14.216667,4
617330,,FATOTO,GB,13.883333,-13.4,15
617660,GGOV,BISSAU (CIV/MIL)  &,GW,11.883333,-15.65,36
617690,GGBO,BOLAMA,GW,11.583333,-15.483333,20
617810,GGBF,BAFATA,GW,12.183333,-14.666667,43
618020,,BOGUS GUINEA,GN,0,-0,
618090,GULB,LABE/TATA,GN,11.316667,-12.3,1026
618110,GUSI,SIGUIRI,GN,11.433333,-9.166667,366
618160,GUOK,BOKE/BARALANDE,GN,10.933333,-14.316667,69
618180,GUID,KINDIA,GN,10.05,-12.866667,459
618200,,MAMOU,GN,10.366667,-12.083333,784
618290,GUXD,KANKAN/DIANKANA,GN,10.383333,-9.3,384
618310,,CONAKRY,GN,9.566667,-13.616667,49
618320,GUCY,CONAKRY/GBESSIA,GN,9.566667,-13.633333,26
618330,GUFH,FARANAH/BADALA,GN,10.033333,-10.75,459
618340,GUKU,KISSIDOUGOU,GN,9.183333,-10.1,525
618470,GUMA,MACENTA,GN,8.533333,-9.466667,544
618490,GUNZ,N'ZEREKORE/KONIA,GN,7.733333,-8.833333,470
618560,GFLL,FREETOWN/LUNGI,SL,8.616667,-13.2,27
618660,GFBN,BONTHE,SL,7.533333,-12.5,8
618730,,MAKENI,SL,8.55,-12.05,84
618780,,NJALA,SL,8.1,-12.1,56
618810,GFBO,BO,SL,7.95,-11.766667,93
618860,GFKB,KABALA,SL,9.583333,-11.55,464
618910,,DARU,SL,7.983333,-10.85,186
618920,,SEFADU,SL,8.65,-10.966667,390
619010,,ST. HELENA ISLAND,HE,-15.933333,-5.666667,436
619020,FHAW,WIDE AWAKE FIELD,AI,-7.966667,-14.4,79
619310,FPST,SAO TOME IL/SALAZAR,TP,0.383333,6.716667,13
619340,FPPR,PRINCIPE ISLAND,TP,1.65,7.416667,5
619670,FJDG,DIEGO GARCIA,BT,-7.3,72.4,3
619680,,GLORIEUSES ISLAND,RE,-11.583333,47.283333,4
619700,,JUAN DE NOVA ISLAND,RE,-17.05,42.7,10
619720,,EUROPA ISLAND,RE,-22.316667,40.333333,13
619740,,AGALEGA ISLAND,MA,-10.433333,56.75,3
619760,,SERGE-FROLOW/TROMEL,RE,-15.883333,54.516667,13
619800,FMEE,ST. DENIS/GILLOT,RE,-20.883333,55.516667,25
619810,,LE PORT,RE,-20.933333,55.283333,11
619840,FMEP,ST. PIERRE/FONDS,RE,-21.333333,55.483333,53
619860,,ST. BRANDON,MA,-16.45,59.616667,4
619880,FIMR,RODRIGUES/PLAINE,MA,-19.683333,63.416667,59
619900,FIMP,PLAISANCE,MA,-20.433333,57.666667,57
619950,,VACOAS,MA,-20.3,57.5,425
619960,,MARTIN DE VIVIES,FR,-37.8,77.533333,29
619970,,ALFRED FAURE/CROZET,FR,-46.433333,51.866667,142
619980,,PORT-AUX-FRANCAIS,FR,-49.35,70.25,30
620020,,NALUT,LY,31.866667,10.983333,621
620070,,ZUARA,LY,32.883333,12.083333,3
620080,,YEFREN,LY,32.066667,12.533333,691
620100,HLLT,TRIPOLI INTL ARPT,LY,32.666667,13.15,81
620120,,EL KHOMS,LY,32.633333,14.3,22
620160,,MISURATA,LY,32.316667,15.05,32
620190,,SIRTE,LY,31.2,16.583333,13
620530,HLLB,BENINA/BENGHAZI ACC,LY,32.083333,20.266667,132
620550,,AGEDABIA,LY,30.716667,20.166667,7
620560,,SHAHAT,LY,32.816667,21.85,625
620590,,DERNA,LY,32.783333,22.566667,26
620620,,TOBRUK,LY,32.1,23.916667,50
621030,HLTD,GHADAMES,LY,30.133333,9.5,357
621200,,GARIAT EL-SHARGHIA,LY,30.383333,13.583333,500
621240,HLLS,SEBHA (AUT),LY,27.016667,14.433333,432
621310,,HON,LY,29.133333,15.95,267
621610,,JALO,LY,29.033333,21.566667,60
621760,,GIARABUB,LY,29.75,24.533333,-1
622000,,OBARI,LY,26.6,12.783333,463
622120,HLGT,GHAT,LY,25.133333,10.133333,692
622590,,TAZERBO (OASIS),LY,25.8,21.133333,260
622710,HLKF,KUFRA (MIL/CIV),LY,24.216667,23.3,435
623000,,SALLOUM,EG,31.533333,25.183333,6
623010,,SIDI BARRANI,EG,31.616667,25.9,24
623060,HEMM,MERSA MATRUH (MIL),EG,31.333333,27.216667,30
623150,,PORT ALEXANDRIA,EG,31.183333,29.866667,14
623180,HEAX,ALEXANDRIA/NOUZHA,EG,31.2,29.95,7
623240,,ROSETTA/RASHID,EG,31.4,30.4,3
623250,,BALTIM,EG,31.55,31.1,2
623300,,DAMIETTA/DUMYAT,EG,31.416667,31.816667,5
623320,,PORT SAID/EL GAMIL,EG,31.283333,32.233333,6
623330,HEPS,PORT SAID,EG,31.266667,32.3,6
623370,HEAR,EL ARISH,EG,31.083333,33.833333,32
623380,,GHAZZA,EG,31.5,34.45,16
623390,,DAMANHOUR,EG,31.033333,30.466667,2
623450,,TAHRIR,EG,30.65,30.7,16
623480,,TANTA,EG,30.783333,31,12
623570,,EL NATROON (WADI),EG,30.4,30.35,1
623660,HECA,CAIRO INTL AIRPORT,EG,30.133333,31.4,74
623710,,CAIRO HEADQUARTERS,EG,30.083333,31.283333,26
623750,,GIZA/AL JIZAN,EG,30.05,31.216667,19
623780,,HELWAN,EG,29.866667,31.333333,141
623870,,MINYA,EG,28.083333,30.733333,40
623930,HEAT,ASYUT,EG,27.05,31.016667,70
623970,,SOHAG,EG,26.566667,31.7,61
624050,HELX,LUXOR (CIV/MIL),EG,25.666667,32.7,88
624110,,KAWM UMBU,EG,24.483333,32.95,102
624140,HESN,ASWAN (CIV/MIL),EG,23.966667,32.783333,194
624170,,SIWA (OASIS),EG,29.2,25.316667,-13
624190,HEBL,ABU SIMBEL (RUINS),EG,22.2,31.616667,192
624200,,BAHARIA (OASIS),EG,28.333333,28.9,130
624230,,FARAFRA (OASIS),EG,27.05,27.966667,92
624320,,DAKHLA (OASIS),EG,25.483333,29,111
624350,,KHARGA (OASIS),EG,25.45,30.533333,73
624400,,ISMAILIA          &,EG,30.6,32.25,13
624500,,EL-SUEZ,EG,29.866667,32.466667,4
624550,,RAS SEDR (CAPE),EG,29.6,32.7,16
624590,HETR,EL TOR,EG,28.233333,32.616667,4
624630,HEGN,HURGUADA,EG,27.15,33.716667,14
624650,,KOSSEIR,EG,26.133333,34.3,11
626000,HSSW,HALFA (WADI),SU,21.816667,31.483333,183
626150,,HALAIB,SU,22.216667,36.65,2
626200,,STATION NO. 6,SU,20.75,32.55,468
626400,,ABU HAMED,SU,19.533333,33.316667,312
