Message,MessageID,Description,Triggers,Actions,"Data_fields"
"ATTEMPT_LIST_AUTH_CONFIGURATIONS","AMCLI-2720","Attempt to list authentication configurations","Execute list authentication configurations Commandline interface",,"name_of_realm"
"SUCCEEDED_LIST_AUTH_CONFIGURATIONS","AMCLI-2721","List authentication configurations succeeded","Execute list authentication configurations Commandline interface",,"name_of_realm"
"FAILED_LIST_AUTH_CONFIGURATIONS","AMCLI-2722","Failed to list authentication configurations","Execute list authentication configurations Commandline interface","Look under debug file for more information","name_of_realm"
"ATTEMPT_CREATE_AUTH_CONFIGURATION","AMCLI-2730","Attempt to create authentication configuration","Execute create authentication configuration Commandline interface",,"name_of_realm|name_of_authentication_configuration"
"SUCCEEDED_CREATE_AUTH_CONFIGURATION","AMCLI-2731","Authentication configuration created","Execute create authentication configuration Commandline interface",,"name_of_realm|name_of_authentication_configuration"
"FAILED_CREATE_AUTH_CONFIGURATION","AMCLI-2732","Failed to create authentication configuration","Execute create authentication configuration Commandline interface","Look under debug file for more information","name_of_realm|name_of_authentication_configuration"
"ATTEMPT_DELETE_AUTH_CONFIGURATIONS","AMCLI-2740","Attempt to delete authentication configurations","Execute delete authentication configurations Commandline interface",,"name_of_realm|name_of_authentication_configurations"
"SUCCEEDED_DELETE_AUTH_CONFIGURATIONS","AMCLI-2741","Authentication configurations are deleted","Execute delete authentication configurations Commandline interface",,"name_of_realm|name_of_authentication_configurations"
"FAILED_DELETE_AUTH_CONFIGURATIONS","AMCLI-2742","Failed to delete authentication instance","Execute delete authentication configurations Commandline interface","Look under debug file for more information","name_of_realm|name_of_authentication_configurations"
"ATTEMPT_GET_AUTH_CONFIG_ENTRIES","AMCLI-2750","Attempt to get authentication configuration entries","Execute get authentication configuration entries Commandline interface",,"name_of_realm|name_of_authentication_configuration"
"SUCCEEDED_GET_AUTH_CONFIG_ENTRIES","AMCLI-2751","Authentication instance configuration entries are displayed","Execute get authentication configuration entries Commandline interface",,"name_of_realm|name_of_authentication_configuration"
"FAILED_GET_AUTH_CONFIG_ENTRIES","AMCLI-2752","Failed to get authentication configuration entries","Execute get authentication configuration entries Commandline interface","Look under debug file for more information","name_of_realm|name_of_authentication_configuration"
"ATTEMPT_SET_AUTH_CONFIG_ENTRIES","AMCLI-2760","Attempt to set authentication configuration entries","Execute set authentication configuration entries Commandline interface",,"name_of_realm|name_of_authentication_configuration"
"SUCCEEDED_SET_AUTH_CONFIG_ENTRIES","AMCLI-2761","Authentication instance configuration entries are displayed","Execute set authentication configuration entries Commandline interface",,"name_of_realm|name_of_authentication_configuration"
"FAILED_SET_AUTH_CONFIG_ENTRIES","AMCLI-2762","Failed to set authentication configuration entries","Execute set authentication configuration entries Commandline interface","Look under debug file for more information","name_of_realm|name_of_authentication_configuration"
"ATTEMPT_LIST_DATASTORES","AMCLI-2770","Attempt to list datastores","Execute list datastores Commandline interface",,"name_of_realm"
"SUCCEEDED_LIST_DATASTORES","AMCLI-2771","List datastores succeeded","Execute list datastores Commandline interface",,"name_of_realm"
"FAILED_LIST_DATASTORES","AMCLI-2772","Failed to list datastores","Execute list datastores Commandline interface","Look under debug file for more information","name_of_realm|error_message"
"ATTEMPT_CREATE_DATASTORE","AMCLI-2780","Attemp to create datastore","Execute create datastore Commandline interface",,"name_of_realm|name_of_datastore|type_of_datastore"
"SUCCEEDED_CREATE_DATASTORE","AMCLI-2781","Create datastore succeeded","Execute create datastore Commandline interface",,"name_of_realm|name_of_datastore|type_of_datastore"
"FAILED_CREATE_DATASTORE","AMCLI-2782","Failed to create datastore","Execute create datastore Commandline interface","Look under debug file for more information","name_of_realm|name_of_datastore|type_of_datastore"
"ATTEMPT_DELETE_DATASTORES","AMCLI-2790","Attempt to delete datastores","Execute delete datastores Commandline interface",,"name_of_realm|names_of_datastore"
"SUCCEEDED_DELETE_DATASTORES","AMCLI-2791","Delete datastores succeeded","Execute delete datastores Commandline interface",,"name_of_realm|names_of_datastore"
"FAILED_DELETE_DATASTORES","AMCLI-2792","Failed to delete datastores","Execute delete datastore Commandline interface","Look under debug file for more information","name_of_realm|names_of_datastore"
"ATTEMPT_UPDATE_DATASTORE","AMCLI-2800","Attempt to update datastore profile","Execute update datastore Commandline interface",,"name_of_realm|name_of_datastore"
"SUCCEEDED_UPDATE_DATASTORE","AMCLI-2801","Update datastore succeeded","Execute update datastore Commandline interface",,"name_of_realm|name_of_datastore"
"FAILED_UPDATE_DATASTORE","AMCLI-2802","Failed to update datastore","Execute update datastore Commandline interface","Look under debug file for more information","name_of_realm|name_of_datastore|error_message"
"ATTEMPT_IMPORT_SM_CONFIG_DATA","AMCLI-2900","Attempt to import service management configuration data","Execute export configuration data Commandline interface",,"name_of_file"
"SUCCEEDED_IMPORT_SM_CONFIG_DATA","AMCLI-2901","Import service management configuration data succeeded","Execute export configuration data Commandline interface",,"name_of_file"
"FAILED_IMPORT_SM_CONFIG_DATA","AMCLI-2902","Failed to import service management configuration data","Execute export configuration data Commandline interface","Look under debug file for more information","name_of_file|error_message"
"ATTEMPT_EXPORT_SM_CONFIG_DATA","AMCLI-3000","Attempt to export service management configuration data","Execute export configuration data Commandline interface",,"name_of_file"
"SUCCEEDED_IMPORT_SM_CONFIG_DATA","AMCLI-3001","Export service management configuration data succeeded","Execute export configuration data Commandline interface",,"name_of_file"
"FAILED_EXPORT_SM_CONFIG_DATA","AMCLI-3002","Failed to export service management configuration data","Execute export configuration data Commandline interface","Look under debug file for more information","name_of_file|error_message"
"ATTEMPT_CREATE_SERVERCONFIG_XML","AMCLI-3010","Attempt to create server configuration xml","Execute create server configuration xml Commandline interface",,"name_of_file"
"SUCCEEDED_CREATE_SERVERCONFIG_XML","AMCLI-3011","Create server configuration xml succeeded","Execute create server configuration xml Commandline interface",,"name_of_file"
"FAILED_CREATE_SERVERCONFIG_XML","AMCLI-3012","Failed to create server configuration xml","Execute create server configuration xml Commandline interface","Look under debug file for more information","name_of_file|error_message"
"ATTEMPT_REALM_REMOVE_SERVICE_ATTR_VALUES","AMCLI-3020","Attempt to remove service attribute values of realm","Execute remove service attribute values of realm Commandline interface",,"name_of_realm|search_pattern|recursive
name_of_realm|name_of_service"
"SUCCEED_REALM_REMOVE_SERVICE_ATTR_VALUES","AMCLI-3021","Service attribute values of realm are removed","Execute remove service attribute values of realm Commandline interface",,"name_of_realm|search_pattern|recursive
name_of_realm|name_of_service"
"FAILED_REALM_REMOVE_SERVICE_ATTR_VALUES","AMCLI-3022","Unable to remove service attribute values of realm","Execute remove service attribute values of realm Commandline interface","Look under debug file for more information","name_of_realm|search_pattern|recursive|error_message
name_of_realm|name_of_service|error_message"
"ATTEMPT_REALM_ADD_SERVICE_ATTR_VALUES","AMCLI-3030","Attempt to add service attribute values of realm","Execute add service attribute values of realm Commandline interface",,"name_of_realm|name_of_service"
"SUCCEED_REALM_ADD_SERVICE_ATTR_VALUES","AMCLI-3031","Service attribute values of realm are added","Execute add service attribute values of realm Commandline interface",,"name_of_realm|name_of_service"
"FAILED_REALM_ADD_SERVICE_ATTR_VALUES","AMCLI-3032","Unable to add service attribute values of realm","Execute add service attribute values of realm Commandline interface","Look under debug file for more information","name_of_realm|name_of_service|error_message"
"ATTEMPT_LIST_SERVER_CONFIG","AMCLI-3040","Attempt to list server configuration","Execute list server configuration Commandline interface",,"name_of_server"
"SUCCEED_LIST_SERVER_CONFIG","AMCLI-3041","Server configuration is displayed","Execute list server configuration Commandline interface",,"name_of_server"
"FAILED_LIST_SERVER_CONFIG","AMCLI-3042","Unable to list server configuration","Execute list server configuration Commandline interface","Check if servername is correct.; Look under debug file for more information","name_of_server|error_message"
"ATTEMPT_UPDATE_SERVER_CONFIG","AMCLI-3050","Attempt to update server configuration","Execute update server configuration Commandline interface",,"name_of_server"
"SUCCEED_UPDATE_SERVER_CONFIG","AMCLI-3051","Server configuration is updated","Execute update server configuration Commandline interface",,"name_of_server"
"FAILED_UPDATE_SERVER_CONFIG","AMCLI-3052","Unable to update server configuration","Execute update server configuration Commandline interface","Check if servername is correct.; Look under debug file for more information","name_of_server|error_message"
"ATTEMPT_REMOVE_SERVER_CONFIG","AMCLI-3060","Attempt to remove server configuration","Execute remove server configuration Commandline interface",,"name_of_server"
"SUCCEED_REMOVE_SERVER_CONFIG","AMCLI-3061","Server configuration is removed","Execute remove server configuration Commandline interface",,"name_of_server"
"FAILED_REMOVE_SERVER_CONFIG","AMCLI-3062","Remove server configuration","Execute remove server configuration Commandline interface","Check if servername is correct.; Look under debug file for more information","name_of_server|error_message"
"ATTEMPT_CREATE_SERVER","AMCLI-3070","Attempt to create server","Execute create server Commandline interface",,"name_of_server"
"SUCCEED_CREATE_SERVER","AMCLI-3071","Server is created","Execute create server Commandline interface",,"name_of_server"
"FAILED_CREATE_SERVER","AMCLI-3072","Unable to create server","Execute create server Commandline interface","Look under debug file for more information","name_of_server|error_message"
"ATTEMPT_DELETE_SERVER","AMCLI-3080","Attempt to delete server","Execute delete server Commandline interface",,"name_of_server"
"SUCCEED_DELETE_SERVER","AMCLI-3081","Server is deleted","Execute delete server Commandline interface",,"name_of_server"
"FAILED_DELETE_SERVER","AMCLI-3082","Unable to delete server","Execute delete server Commandline interface","Check the name of the server.; Look under debug file for more information","name_of_server|error_message"
"ATTEMPT_LIST_SERVERS","AMCLI-3090","Attempt to list servers","Execute list servers Commandline interface",,
"SUCCEED_LIST_SERVERS","AMCLI-3091","Servers are displayed","Execute list servers Commandline interface",,
"FAILED_LIST_SERVERS","AMCLI-3092","Unable to list servers","Execute list servers Commandline interface","Look under debug file for more information","error_message"
"ATTEMPT_CREATE_SITE","AMCLI-3100","Attempt to create site","Execute create site Commandline interface",,"name_of_site|primary_URL_of_site"
"SUCCEED_CREATE_SITE","AMCLI-3101","Site is created","Execute create site Commandline interface",,"name_of_site|primary_URL_of_site"
"FAILED_CREATE_SITE","AMCLI-3102","Unable to create site","Execute create site Commandline interface","Look under debug file for more information","name_of_site|primary_URL_of_site|error_message"
"ATTEMPT_LIST_SITES","AMCLI-3110","Attempt to list sites","Execute list sites Commandline interface",,
"SUCCEED_LIST_SITES","AMCLI-3111","Sites are displayed","Execute list sites Commandline interface",,
"FAILED_LIST_SITES","AMCLI-3112","Unable to list sites","Execute list sites Commandline interface","Look under debug file for more information","error_message"
"ATTEMPT_SHOW_SITE_MEMBERS","AMCLI-3120","Attempt to show site members","Execute show site members Commandline interface",,"name_of_site"
"SUCCEED_SHOW_SITE_MEMBERS","AMCLI-3121","Site members are displayed","Execute show site members Commandline interface",,"name_of_site"
"FAILED_SHOW_SITE_MEMBERS","AMCLI-3122","Unable to show site members","Execute show site members Commandline interface","Look under debug file for more information","name_of_site|error_message"
"ATTEMPT_ADD_SITE_MEMBERS","AMCLI-3130","Attempt to add members to site","Execute add members to site Commandline interface",,"name_of_site"
"SUCCEED_ADD_SITE_MEMBERS","AMCLI-3131","Members are added to site","Execute add members to site Commandline interface",,"name_of_site"
"FAILED_ADD_SITE_MEMBERS","AMCLI-3132","Unable to add members to site","Execute add members to site Commandline interface","Look under debug file for more information","name_of_site|error_message"
"ATTEMPT_REMOVE_SITE_MEMBERS","AMCLI-3140","Attempt to remove members from site","Execute remove members from site Commandline interface",,"name_of_site"
"SUCCEED_REMOVE_SITE_MEMBERS","AMCLI-3141","Members are removed from site","Execute remove members from site Commandline interface",,"name_of_site"
"FAILED_REMOVE_SITE_MEMBERS","AMCLI-3142","Unable to remove members from site","Execute remove members from site Commandline interface","Look under debug file for more information","name_of_site|error_message"
"ATTEMPT_DELETE_SITE","AMCLI-3150","Attempt to delete site","Execute delete site Commandline interface",,"name_of_site"
"SUCCEED_DELETE_SITE","AMCLI-3151","Site is deleted","Execute delete site Commandline interface",,"name_of_site"
"FAILED_DELETE_SITE","AMCLI-3152","Unable to delete members from site","Execute delete site Commandline interface","Look under debug file for more information","name_of_site|error_message"
"ATTEMPT_SET_SITE_PRIMARY_URL","AMCLI-3160","Attempt to set site primary URL","Execute set site primary URL Commandline interface",,"name_of_site|primary_URL_of_site"
"SUCCEED_SET_SITE_PRIMARY_URL","AMCLI-3161","Site primary URL is set","Execute set site primary URL Commandline interface",,"name_of_site|primary_URL_of_site"
"FAILED_SET_SITE_PRIMARY_URL","AMCLI-3162","Unable to set site primary URL","Execute set site primary URL Commandline interface","Look under debug file for more information","name_of_site|primary_URL_of_site|error_message"
"ATTEMPT_SHOW_SITE","AMCLI-3170","Attempt to show site profile","Execute show site profile Commandline interface",,"name_of_site"
"SUCCEED_SHOW_SITE","AMCLI-3171","Site profile is displayed","Execute show site profile Commandline interface",,"name_of_site"
"FAILED_SHOW_SITE","AMCLI-3172","Unable to show site profile","Execute show site profile Commandline interface","Look under debug file for more information","name_of_site|error_message"
"ATTEMPT_SET_SITE_FAILOVER_URLS","AMCLI-3180","Attempt to set site failover URLs","Execute set site failover URLs Commandline interface",,"name_of_site"
"SUCCEED_SET_SITE_FAILOVER_URLS","AMCLI-3181","Site failover URLs are set","Execute set site failover URLs Commandline interface",,"name_of_site"
"FAILED_SET_SITE_FAILOVER_URLS","AMCLI-3182","Unable to set site failover URLs","Execute set site failover URLs Commandline interface","Look under debug file for more information","name_of_site|error_message"
"ATTEMPT_ADD_SITE_FAILOVER_URLS","AMCLI-3190","Attempt to add site failover URLs","Execute add site failover URLs Commandline interface",,"name_of_site"
"SUCCEED_ADD_SITE_FAILOVER_URLS","AMCLI-3191","Site failover URLs are added","Execute add site failover URLs Commandline interface",,"name_of_site"
"FAILED_ADD_SITE_FAILOVER_URLS","AMCLI-3192","Unable to add site failover URLs","Execute add site failover URLs Commandline interface","Look under debug file for more information","name_of_site|error_message"
"ATTEMPT_REMOVE_SITE_FAILOVER_URLS","AMCLI-3200","Attempt to remove site failover URLs","Execute remove site failover URLs Commandline interface",,"name_of_site"
"SUCCEED_REMOVE_SITE_FAILOVER_URLS","AMCLI-3201","Site failover URLs are removed","Execute remove site failover URLs Commandline interface",,"name_of_site"
"FAILED_REMOVE_SITE_FAILOVER_URLS","AMCLI-3202","Unable to remove site failover URLs","Execute remove site failover URLs Commandline interface","Look under debug file for more information","name_of_site|error_message"
"ATTEMPT_CLONE_SERVER","AMCLI-3210","Attempt to clone server","Execute clone server Commandline interface",,"name_of_server|name_of_cloned_server"
"SUCCEED_CLONE_SERVER","AMCLI-3211","Server is cloned","Execute clone server Commandline interface",,"name_of_server|name_of_cloned_server"
"FAILED_CLONE_SERVER","AMCLI-3212","Unable to clone server","Execute clone server Commandline interface","Look under debug file for more information","name_of_server|name_of_cloned_server|error_message"
"ATTEMPT_EXPORT_SERVER","AMCLI-3220","Attempt to export server","Execute export server Commandline interface",,"name_of_server"
"SUCCEED_EXPORT_SERVER","AMCLI-3221","Server is cloned","Execute export server Commandline interface",,"name_of_server"
"FAILED_EXPORT_SERVER","AMCLI-3222","Unable to export server","Execute export server Commandline interface","Look under debug file for more information","name_of_server|error_message"
"ATTEMPT_IMPORT_SERVER","AMCLI-3230","Attempt to import server configuration","Execute import server configuration Commandline interface",,"name_of_server"
"SUCCEED_IMPORT_SERVER","AMCLI-3231","Server configuration is imported","Execute import server configuration Commandline interface",,"name_of_server"
"FAILED_IMPORT_SERVER","AMCLI-3232","Unable to import server configuration","Execute import server configuration Commandline interface","Look under debug file for more information","name_of_server|error_message"
"ATTEMPT_GET_SUPPORTED_DATA_TYPES","AMCLI-5000","Attempt to get the supported data types","Execute get the supported data type Commandline interface",,"name_of_realm|name_of_datastore"
"SUCCEED_GET_SUPPORTED_DATA_TYPES","AMCLI-5001","The supported data types are retrieved","Execute add service attribute values Commandline interface",,"name_of_realm|name_of_datastore"
"FAILED_GET_SUPPORTED_DATA_TYPES","AMCLI-5002","Unable to get the supported data types","Execute get the supported data types Commandline interface","Look under debug file for more information","error_message
name_of_realm|name_of_datastore|error_message"
"ATTEMPT_CREATE_AGENT","AMCLI-4000","Attempt to create an agent","Execute create agent Commandline interface",,"realm|agent_type|name_of_agent"
"SUCCEED_CREATE_AGENT","AMCLI-4001","Agent is created","Execute create agent Commandline interface",,"realm|agent_type|name_of_agent"
"FAILED_CREATE_AGENT","AMCLI-4002","Unable to create agent","Execute create agent Commandline interface","Look under debug file for more information","realm|agent_type|name_of_agent|error_message"
"ATTEMPT_DELETE_AGENTS","AMCLI-4010","Attempt to delete agents","Execute delete agents Commandline interface",,"name_of_realm|name_of_agents"
"SUCCEED_DELETE_AGENTS","AMCLI-4011","Agents are deleted","Execute delete agents Commandline interface",,"name_of_realm|name_of_agents"
"FAILED_DELETE_AGENTS","AMCLI-4012","Unable to delete agents","Execute delete agents Commandline interface","Look under debug file for more information","name_of_realm|name_of_agents|error_message"
"ATTEMPT_UPDATE_AGENT","AMCLI-4020","Attempt to set attribute values of an agent","Execute update agent Commandline interface",,"name_of_realm|name_of_agent"
"SUCCEED_UPDATE_AGENT","AMCLI-4021","Agent profile is modified","Execute update agent Commandline interface",,"name_of_realm|name_of_agent"
"FAILED_UPDATE_AGENT","AMCLI-4022","Unable to update an agent","Execute update agent Commandline interface","Look under debug file for more information","name_of_realm|name_of_agent|error_message"
"ATTEMPT_LIST_AGENTS","AMCLI-4030","Attempt to list agents","Execute list agents Commandline interface",,"name_of_realm|agent_type|search_pattern"
"SUCCEED_LIST_AGENTS","AMCLI-4031","Search Result is returned","Execute list agents Commandline interface",,"name_of_realm|agent_type|search_pattern"
"FAILED_LIST_AGENTS","AMCLI-4032","Unable to list agents","Execute list agents Commandline interface","Look under debug file for more information","name_of_realm|agent_type|search_pattern|error_message"
"ATTEMPT_SHOW_AGENT","AMCLI-4040","Attempt to get attribute values of an agent","Execute get the attribute values of an agent Commandline interface",,"name_of_realm|name_of_agent"
"SUCCEED_SHOW_AGENT","AMCLI-4041","Attribute values are returned","Execute get the attribute values of an agent Commandline interface",,"name_of_realm|name_of_agent"
"FAILED_SHOW_AGENT","AMCLI-4042","Unable to get the attribute values of an agent","Execute get the attribute values of an agent Commandline interface","Look under debug file for more information","name_of_realm|name_of_agent|error_message"
"ATTEMPT_CREATE_AGENT_GROUP","AMCLI-4050","Attempt to create an agent group","Execute create agent group Commandline interface",,"realm|agent_type|name_of_agent_group"
"SUCCEED_CREATE_AGENT_GROUP","AMCLI-4051","Agent group is created","Execute create agent group Commandline interface",,"realm|agent_type|name_of_agent_group"
"FAILED_CREATE_AGENT_GROUP","AMCLI-4052","Unable to create agent group","Execute create agent group Commandline interface","Look under debug file for more information","realm|agent_type|name_of_agent_group|error_message"
"ATTEMPT_DELETE_AGENT_GROUPS","AMCLI-4060","Attempt to delete agent groups","Execute delete agent groups Commandline interface",,"name_of_realm|name_of_agent_groups"
"SUCCEED_DELETE_AGENT_GROUPS","AMCLI-4061","Agent groups are deleted","Execute delete agent groups Commandline interface",,"name_of_realm|name_of_agent_groups"
"FAILED_DELETE_AGENT_GROUPS","AMCLI-4062","Unable to delete agent groups","Execute delete agent groups Commandline interface","Look under debug file for more information","name_of_realm|name_of_agent_groups|error_message"
"ATTEMPT_LIST_AGENT_GROUPS","AMCLI-4070","Attempt to list agent groups","Execute list agent groups Commandline interface",,"name_of_realm|agent_type|search_pattern"
"SUCCEED_LIST_AGENT_GROUPS","AMCLI-4071","Search Result is returned","Execute list agent groups Commandline interface",,"name_of_realm|agent_type|search_pattern"
"FAILED_LIST_AGENT_GROUPS","AMCLI-4072","Unable to list agent groups","Execute list agent groups Commandline interface","Look under debug file for more information","name_of_realm|agent_type|search_pattern|error_message"
"ATTEMPT_ADD_AGENT_TO_GROUP","AMCLI-4080","Attempt to add agent to group","Execute add agents to group Commandline interface",,"name_of_realm|name_of_agent_group|name_of_agent"
"SUCCEED_ADD_AGENT_TO_GROUP","AMCLI-4081","Agent is added to group","Execute add agent to group Commandline interface",,"name_of_realm|name_of_agent_group|name_of_agent"
"FAILED_ADD_AGENT_TO_GROUP","AMCLI-4082","Unable to add agent to group","Execute add agent to group Commandline interface","Look under debug file for more information","name_of_realm|name_of_agent_group|name_of_agent|error_message"
"ATTEMPT_REMOVE_AGENT_FROM_GROUP","AMCLI-4090","Attempt to remove agent from group","Execute remove agent from group Commandline interface",,"name_of_realm|name_of_agent_group|name_of_agent"
"SUCCEED_REMOVE_AGENT_FROM_GROUP","AMCLI-4091","Agent is removed to group","Execute remove agent from group Commandline interface",,"name_of_realm|name_of_agent_group|name_of_agent"
"FAILED_REMOVE_AGENT_FROM_GROUP","AMCLI-4092","Unable to remove agent from group","Execute remove agent from group Commandline interface","Look under debug file for more information","name_of_realm|name_of_agent_group|name_of_agent|error_message"
"ATTEMPT_SET_AGENT_PWD","AMCLI-4100","Attempt to set agent password","Execute set agent password Commandline interface",,"realm|name_of_agent"
"SUCCEED_SET_AGENT_PWD","AMCLI-4101","Agent password is modified","Execute set agent password Commandline interface",,"realm|name_of_agent"
"FAILED_SET_AGENT_PWD","AMCLI-4102","Unable to set agent password","Execute set agent password Commandline interface","Look under debug file for more information","realm|name_of_agent|error_message"
"ATTEMPT_SHOW_AGENT_GROUP","AMCLI-4110","Attempt to get attribute values of an agent group","Execute get the attribute values of an agent group Commandline interface",,"name_of_realm|name_of_agent_group"
"SUCCEED_SHOW_AGENT_GROUP","AMCLI-4111","Attribute values are returned","Execute get the attribute values of an agent group Commandline interface",,"name_of_realm|name_of_agent_group"
"FAILED_SHOW_AGENT_GROUP","AMCLI-4112","Unable to get the attribute values of an agent group","Execute get the attribute values of an agent group Commandline interface","Look under debug file for more information","name_of_realm|name_of_agent_group|error_message"
"ATTEMPT_UPDATE_AGENT_GROUP","AMCLI-4120","Attempt to set attribute values of an agent group","Execute update agent group Commandline interface",,"name_of_realm|name_of_agent_group"
"SUCCEED_UPDATE_AGENT_GROUP","AMCLI-4121","Agent group profile is modified","Execute update agent group Commandline interface",,"name_of_realm|name_of_agent_group"
"FAILED_UPDATE_AGENT_GROUP","AMCLI-4122","Unable to update an agent","Execute update agent group Commandline interface","Look under debug file for more information","name_of_realm|name_of_agent_group|error_message"
"ATTEMPT_SHOW_AGENT_TYPES","AMCLI-4130","Attempt to show supported agent types","Execute show supported agent types Commandline interface",,
"SUCCEED_SHOW_AGENT_TYPES","AMCLI-4131","Supported agent types is displayed","Execute show supported agent types Commandline interface",,
"FAILED_SHOW_AGENT_TYPES","AMCLI-4132","Unable to show supported agent types","Execute show supported agent types Commandline interface","Look under debug file for more information","error_message"
"ATTEMPT_SHOW_AGENT_GROUP_MEMBERS","AMCLI-4140","Attempt to show agent group members","Execute show agent group members Commandline interface",,"name_of_realm|name_of_agent_group"
"SUCCEED_SHOW_AGENT_GROUP_MEMBERS","AMCLI-4141","Agent group's members are displayed","Execute show agent group members Commandline interface",,"name_of_realm|name_of_agent_group"
"FAILED_SHOW_AGENT_GROUP_MEMBERS","AMCLI-4142","Unable to show agent group members","Execute show agent group members Commandline interface","Look under debug file for more information","name_of_realm|name_of_agent_group|error_message"
"ATTEMPT_LIST_AGENT_MEMBERSHIP","AMCLI-4150","Attempt to show agent's membership","Execute show agent's membership Commandline interface",,"name_of_realm|name_of_agent"
"SUCCEED_LIST_AGENT_MEMBERSHIP","AMCLI-4151","Agent's membership are displayed","Execute show agent's membership Commandline interface",,"name_of_realm|name_of_agent"
"FAILED_LIST_AGENT_MEMBERSHIP","AMCLI-4152","Unable to show agent's membership","Execute show agent's membership Commandline interface","Look under debug file for more information","name_of_realm|name_of_agent|error_message"
"ATTEMPT_REGISTER_AUTH_MODULE","AMCLI-4500","Attempt to register authentication module","Execute register authentication module Commandline interface",,"name_of_service"
"SUCCEED_REGISTER_AUTH_MODULE","AMCLI-4501","Authentication module is registered","Execute register authentication module Commandline interface",,"name_of_service"
"FAILED_REGISTER_AUTH_MODULE","AMCLI-4502","Unable to register authentication module","Execute register authentication module Commandline interface","Look under debug file for more information","name_of_service|error_message"
"ATTEMPT_UNREGISTER_AUTH_MODULE","AMCLI-4510","Attempt to unregister authentication module","Execute unregister authentication module Commandline interface",,"name_of_service"
"SUCCEED_UNREGISTER_AUTH_MODULE","AMCLI-4511","Authentication module is unregistered","Execute unregister authentication module Commandline interface",,"name_of_service"
"FAILED_UNREGISTER_AUTH_MODULE","AMCLI-4512","Unable to unregister authentication module","Execute unregister authentication module Commandline interface","Look under debug file for more information","name_of_service|error_message"
"ATTEMPT_GET_SUPPORTED_AUTH_MODULES","AMCLI-4515","Attempt to get supported authentication modules in the system","Execute get supported authentication modules in the system Commandline interface",,
"SUCCEED_GET_SUPPORTED_AUTH_MODULES","AMCLI-4516","Supported authentication modules in the system are displayed","Execute get supported authentication modules in the system module Commandline interface",,
"FAILED_GET_SUPPORTED_AUTH_MODULES","AMCLI-4517","Failed to get supported authentication modules in the system","Execute get supported authentication modules in the system Commandline interface","Look under debug file for more information","error_message"
"ATTEMPT_REMOVE_AGENT_PROPERTIES","AMCLI-4520","Attempt to remove property values of an agent","Execute remove property values of an agent Commandline interface",,"name_of_realm|name_of_agent|property_names"
"SUCCEED_REMOVE_AGENT_PROPERTIES","AMCLI-4521","Property values are removed","Execute remove property values of an agent Commandline interface",,"name_of_realm|name_of_agent|property_names"
"FAILED_REMOVE_AGENT_PROPERTIES","AMCLI-4522","Unable to remove property values of an agent","Execute remove property values of an agent Commandline interface","Look under debug file for more information","name_of_realm|name_of_agent|property_names|error_message"
"ATTEMPT_GET_SERVER_CONFIG_XML","AMCLI-4600","Attempt to get server configuration XML","Execute get server configuration XML Commandline interface",,"name_of_server"
"SUCCEED_GET_SERVER_CONFIG_XML","AMCLI-4601","Server configuration XML is displayed","Execute get server configuration XML Commandline interface",,"name_of_server"
"FAILED_GET_SERVER_CONFIG_XML","AMCLI-4602","Unable to get server configuration XML","Execute get server configuration XML Commandline interface","Check if servername is correct.; Look under debug file for more information","name_of_server|error_message"
"ATTEMPT_SET_SERVER_CONFIG_XML","AMCLI-4610","Attempt to set server configuration XML","Execute set server configuration XML Commandline interface",,"name_of_server"
"SUCCEED_SET_SERVER_CONFIG_XML","AMCLI-4611","Server configuration XML is set","Execute set server configuration XML Commandline interface",,"name_of_server"
"FAILED_SET_SERVER_CONFIG_XML","AMCLI-4612","Unable to set server configuration XML","Execute set server configuration XML Commandline interface","Check if servername is correct.; Look under debug file for more information","name_of_server|error_message"
"ATTEMPT_LIST_DATASTORE_TYPES","AMCLI-4700","Attempt to list supported datastore types","Execute list supported datastore types Commandline interface",,
"SUCCEEDED_LIST_DATASTORE_TYPES","AMCLI-4701","List supported datastore types succeeded","Execute list supported datastore types Commandline interface",,
"FAILED_LIST_DATASTORE_TYPES","AMCLI-4702","Failed to list supported datastore types","Execute list supported datastore types Commandline interface","Look under debug file for more information","error_message"
"ATTEMPT_ADD_AUTH_CONFIG_ENTRY","AMCLI-4800","Attempt to add authentication configuration entry","Execute add authentication configuration entry Commandline interface",,"name_of_realm|name_of_authentication_configuration|name_of_module"
"SUCCEEDED_ADD_AUTH_CONFIG_ENTRY","AMCLI-4801","Authentication instance configuration entry is created","Execute add authentication configuration entry Commandline interface",,"name_of_realm|name_of_authentication_configuration|name_of_module"
"FAILED_ADD_AUTH_CONFIG_ENTRY","AMCLI-4802","Failed to add authentication configuration entry","Execute add authentication configuration entry Commandline interface","Look under debug file for more information","name_of_realm|name_of_authentication_configuration|name_of_module|error_message"
"ATTEMPT_SHOW_DATASTORE","AMCLI-5000","Attempt to show datastore profile","Execute show datastore Commandline interface",,"name_of_realm|name_of_datastore"
"SUCCEEDED_SHOW_DATASTORE","AMCLI-5001","Show datastore succeeded","Execute show datastore Commandline interface",,"name_of_realm|name_of_datastore"
"FAILED_SHOW_DATASTORE","AMCLI-5002","Failed to show datastore profile","Execute show datastore Commandline interface","Look under debug file for more information","error_message
name_of_realm|name_of_datastore|error_message"
