capability,capability_description,name,dashboard,domain,icon,practice_description,expanded_guidance,visible,level
Access to systems and their resources,Privileged access to systems,ISM-1175,PerSec_1175_ism,Guidelines for Personnel Security,,"Privileged user accounts are prevented from accessing the internet, email and web services.",## Guidance on restricting administrative privileges can be found here: [Restricting Administrative Privileges](https://www.cyber.gov.au/resources-business-and-government/maintaining-devices-and-systems/system-hardening-and-administration/system-administration/restricting-administrative-privileges),TRUE,O-P-S-TS
Access to systems and their resources,Privileged access to systems,ISM-1653,PerSec_1653_ism,Guidelines for Personnel Security,,"Privileged service accounts are prevented from accessing the internet, email and web services.",## Guidance on restricting administrative privileges can be found here: [Restricting Administrative Privileges](https://www.cyber.gov.au/resources-business-and-government/maintaining-devices-and-systems/system-hardening-and-administration/system-administration/restricting-administrative-privileges),TRUE,O-P-S-TS
Access to systems and their resources,Privileged access to systems,ISM-1649,PerSec_1649_ism,Guidelines for Personnel Security,,Just-in-time administration is used for administering systems and applications.,## Guidance on restricting administrative privileges can be found here: [Restricting Administrative Privileges](https://www.cyber.gov.au/resources-business-and-government/maintaining-devices-and-systems/system-hardening-and-administration/system-administration/restricting-administrative-privileges),TRUE,O-P-S-TS
Access to systems and their resources,Privileged access to systems,ISM-0445,PerSec_0445_ism,Guidelines for Personnel Security,,Privileged users are assigned a dedicated privileged account to be used solely for tasks requiring privileged access.,## Guidance on restricting administrative privileges can be found here: [Restricting Administrative Privileges](https://www.cyber.gov.au/resources-business-and-government/maintaining-devices-and-systems/system-hardening-and-administration/system-administration/restricting-administrative-privileges),TRUE,O-P-S-TS
Access to systems and their resources,Privileged access to systems,ISM-1263,PerSec_1263_ism,Guidelines for Personnel Security,,Unique privileged accounts are used for administering individual server applications.,## Guidance on restricting administrative privileges can be found here: [Restricting Administrative Privileges](https://www.cyber.gov.au/resources-business-and-government/maintaining-devices-and-systems/system-hardening-and-administration/system-administration/restricting-administrative-privileges),TRUE,O-P-S-TS
Access to systems and their resources,Privileged access to systems,ISM-1509,PerSec_1509_ism,Guidelines for Personnel Security,,Privileged access events are logged.,## Guidance on restricting administrative privileges can be found here: [Restricting Administrative Privileges](https://www.cyber.gov.au/resources-business-and-government/maintaining-devices-and-systems/system-hardening-and-administration/system-administration/restricting-administrative-privileges),TRUE,O-P-S-TS
Access to systems and their resources,Privileged access to systems,ISM-1651,PerSec_1651_ism,Guidelines for Personnel Security,,Privileged access event logs are stored centrally.,## Guidance on restricting administrative privileges can be found here: [Restricting Administrative Privileges](https://www.cyber.gov.au/resources-business-and-government/maintaining-devices-and-systems/system-hardening-and-administration/system-administration/restricting-administrative-privileges),TRUE,O-P-S-TS
Access to systems and their resources,Privileged access to systems,ISM-1650,PerSec_1650_ism,Guidelines for Personnel Security,,Privileged account and group management events are logged.,## Guidance on restricting administrative privileges can be found here: [Restricting Administrative Privileges](https://www.cyber.gov.au/resources-business-and-government/maintaining-devices-and-systems/system-hardening-and-administration/system-administration/restricting-administrative-privileges),TRUE,O-P-S-TS
Access to systems and their resources,Privileged access to systems,ISM-1652,PerSec_1652_ism,Guidelines for Personnel Security,,Privileged account and group management event logs are stored centrally.,## Guidance on restricting administrative privileges can be found here: [Restricting Administrative Privileges](https://www.cyber.gov.au/resources-business-and-government/maintaining-devices-and-systems/system-hardening-and-administration/system-administration/restricting-administrative-privileges),TRUE,O-P-S-TS
Access to systems and their resources,Privileged access to systems by foreign nationals,ISM-0446,PerSec_0446_ism,Guidelines for Personnel Security,,"Foreign nationals, including seconded foreign nationals, do not have privileged access to systems that process, store or communicate AUSTEO or REL data.",## Guidance on restricting administrative privileges can be found here: [Restricting Administrative Privileges](https://www.cyber.gov.au/resources-business-and-government/maintaining-devices-and-systems/system-hardening-and-administration/system-administration/restricting-administrative-privileges),TRUE,S-TS
Access to systems and their resources,Privileged access to systems by foreign nationals,ISM-0447,PerSec_0447_ism,Guidelines for Personnel Security,,"Foreign nationals, excluding seconded foreign nationals, do not have privileged access to systems that process, store or communicate AGAO data.",## Guidance on restricting administrative privileges can be found here: [Restricting Administrative Privileges](https://www.cyber.gov.au/resources-business-and-government/maintaining-devices-and-systems/system-hardening-and-administration/system-administration/restricting-administrative-privileges),TRUE,S-TS
Access to systems and their resources,Suspension of access to systems,ISM-0430,PerSec_0430_ism,Guidelines for Personnel Security,,"Access to systems, applications and data repositories is removed or suspended on the same day personnel no longer have a legitimate requirement for access.",,TRUE,O-P-S-TS
Access to systems and their resources,Suspension of access to systems,ISM-1591,PerSec_1591_ism,Guidelines for Personnel Security,,"Access to systems, applications and data repositories is removed or suspended as soon as practicable when personnel are detected undertaking malicious activities.",,TRUE,O-P-S-TS
Access to systems and their resources,Suspension of access to systems,ISM-1404,PerSec_1404_ism,Guidelines for Personnel Security,,Unprivileged access to systems and applications is automatically disabled after 45 days of inactivity.,,TRUE,O-P-S-TS
Access to systems and their resources,Suspension of access to systems,ISM-1648,PerSec_1648_ism,Guidelines for Personnel Security,,Privileged access to systems and applications is automatically disabled after 45 days of inactivity.,,TRUE,O-P-S-TS
