type,tier,max_size,region,location,rate,currency
S50,Premium_LRS,N/A,FR South,N/A,0.072667,GBP
S50,Premium_LRS,N/A,AU Southeast,N/A,0.125211,GBP
S50,Premium_LRS,N/A,SE South,N/A,4.13721,GBP
S50,Premium_LRS,N/A,US Central,N/A,2.200152,GBP
S50,Premium_LRS,N/A,IN South,N/A,2.700999,GBP
S6,Standard_LRS,64,AE North,N/A,2.690267,GBP
S6,StandardSSD_LRS,N/A,FR Central,N/A,0.055898,GBP
E10,StandardSSD_LRS,128,FR Central,N/A,7.870463,GBP
E10,Premium_LRS,N/A,US East 2,N/A,0.022359,GBP
E10,StandardSSD_LRS,N/A,US Gov TX,N/A,0.848161,GBP
S20,Standard_LRS,512,IN West,N/A,17.839716,GBP
S20,Premium_LRS,N/A,KR Central,N/A,1.2074,GBP
S40,Standard_LRS,2048,KR South,N/A,61.055713,GBP
S40,StandardSSD_LRS,N/A,EU North,N/A,0.335389,GBP
S40,Premium_LRS,N/A,SE South,N/A,30.95544,GBP
S40,Premium_LRS,N/A,AP East,N/A,1.386274,GBP
S40,StandardSSD_LRS,N/A,EU West,westeurope,0.447185,GBP
S40,StandardSSD_LRS,N/A,JA West,N/A,126.493843,GBP
S40,Premium_LRS,N/A,BR Southeast,N/A,1.417503,GBP
S40,StandardSSD_LRS,N/A,NO East,N/A,0.983807,GBP
P70,Premium_LRS,16384,BR South,N/A,2320.25126,GBP
P70,StandardSSD_LRS,N/A,AU East,N/A,0.5083,GBP
P70,Premium_LRS,N/A,US Central,N/A,0.110305,GBP
P70,StandardSSD_LRS,N/A,FR Central,N/A,204.028338,GBP
P70,Premium_LRS,N/A,US East 2,N/A,0.89437,GBP
P70,Premium_LRS,N/A,KR Central,N/A,110.171576,GBP
S70,Standard_LRS,16384,ZA West,N/A,656.47562,GBP
S70,StandardSSD_LRS,N/A,US West 2,N/A,1.341556,GBP
S70,StandardSSD_LRS,N/A,US West Central,N/A,97.933602,GBP
S50,Standard_LRS,4096,DE North,N/A,158.743363,GBP
S50,StandardSSD_LRS,N/A,IN Central Jio,N/A,0.983807,GBP
E50,StandardSSD_LRS,4096,KR Central,N/A,228.958924,GBP
E50,StandardSSD_LRS,N/A,US East,N/A,9.79336,GBP
E50,Premium_LRS,N/A,FR Central,N/A,2437.585256,GBP
E50,StandardSSD_LRS,N/A,ZA North,N/A,3.579719,GBP
E50,Premium_LRS,N/A,EU West,westeurope,212.189472,GBP
E50,Premium_LRS,N/A,AU East,N/A,1.972087,GBP
E50,StandardSSD_LRS,N/A,EU West,westeurope,0.251914,GBP
E50,StandardSSD_LRS,N/A,CH West,N/A,0.377871,GBP
E50,StandardSSD_LRS,N/A,KR Central,N/A,0.472525,GBP
E50,StandardSSD_LRS,N/A,CA East,N/A,11.752032,GBP
P80,Premium_LRS,32767,AP Southeast,N/A,2686.175619,GBP
E10,StandardSSD_LRS,128,DE North,N/A,9.301456,GBP
E10,Premium_LRS,N/A,AU East,N/A,0.280981,GBP
E10,Premium_LRS,N/A,DE North,N/A,1.430993,GBP
E10,StandardSSD_LRS,N/A,US Gov,N/A,0.242225,GBP
P60,Premium_LRS,8192,KR South,N/A,705.121938,GBP
P60,Premium_LRS,N/A,SE Central,N/A,212.189472,GBP
P60,StandardSSD_LRS,N/A,AP East,N/A,252.99514,GBP
E10,StandardSSD_LRS,128,SE Central,N/A,10.732449,GBP
P20,Premium_LRS,512,BR Southeast,N/A,122.527308,GBP
P50,Premium_LRS,4096,NO West,N/A,580.960912,GBP
P15,Premium_LRS,256,EU North,N/A,28.330791,GBP
P15,Premium_LRS,N/A,KR Central,N/A,0.472525,GBP
E60,StandardSSD_LRS,8192,US West 2,N/A,457.917849,GBP
S15,Standard_LRS,256,US East,N/A,8.44286,GBP
E60,StandardSSD_LRS,8192,CH North,N/A,686.876774,GBP
E60,Premium_LRS,N/A,SE South,N/A,8.275389,GBP
E20,StandardSSD_LRS,512,EU North,N/A,28.619865,GBP
S60,Standard_LRS,8192,US West,N/A,244.222853,GBP
P6,Premium_LRS,64,AE North,N/A,8.29985,GBP
P6,StandardSSD_LRS,N/A,AU East,N/A,27.612207,GBP
E10,StandardSSD_LRS,128,IN Central,N/A,7.870463,GBP
E10,Premium_LRS,N/A,EU West,westeurope,2.325364,GBP
E50,StandardSSD_LRS,4096,AU Southeast,N/A,311.384137,GBP
S30,Standard_LRS,1024,SE South,N/A,39.686213,GBP
E15,StandardSSD_LRS,256,FR Central,N/A,15.740926,GBP
S20,Standard_LRS,512,SE Central,N/A,16.217923,GBP
S20,StandardSSD_LRS,N/A,DE West Central,N/A,212.189472,GBP
S20,Premium_LRS,N/A,US West 3,N/A,18.316713,GBP
S30,Standard_LRS,1024,AP East,N/A,30.527856,GBP
E60,StandardSSD_LRS,8192,US West 3,N/A,457.917849,GBP
E70,StandardSSD_LRS,16384,US Gov,N/A,1007.419269,GBP
E70,StandardSSD_LRS,N/A,US West 3,N/A,0.044718,GBP
E15,StandardSSD_LRS,256,US West 2,N/A,14.309932,GBP
E30,StandardSSD_LRS,1024,BR South,N/A,106.847498,GBP
E60,StandardSSD_LRS,8192,US South Central,N/A,686.876774,GBP
E60,StandardSSD_LRS,N/A,AP East,N/A,0.223592,GBP
E60,Premium_LRS,N/A,CA Central,N/A,2.146489,GBP
E60,StandardSSD_LRS,N/A,US South Central,N/A,0.223592,GBP
S70,Standard_LRS,16384,ZA North,N/A,523.616837,GBP
P30,Premium_LRS,1024,CA East,N/A,100.741926,GBP
P20,Premium_LRS,512,FR South,N/A,85.838877,GBP
P20,Premium_LRS,N/A,IN Central Jio,N/A,0.031302,GBP
P30,Premium_LRS,1024,BR South,N/A,174.007292,GBP
P30,Premium_LRS,N/A,US Gov AZ,N/A,0.438241,GBP
P30,Premium_LRS,N/A,IN West Jio,N/A,53.319405,GBP
P30,StandardSSD_LRS,N/A,US Central,N/A,12.045684,GBP
E4,StandardSSD_LRS,32,US East,N/A,2.683112,GBP
E70,StandardSSD_LRS,16384,EU West,westeurope,1373.753548,GBP
E70,Premium_LRS,N/A,UK West,N/A,23.995223,GBP
E70,StandardSSD_LRS,N/A,DE West Central,N/A,0.89437,GBP
E50,StandardSSD_LRS,4096,IN Central Jio,N/A,251.854817,GBP
P4,Premium_LRS,32,UK West,N/A,4.760959,GBP
P4,Premium_LRS,N/A,IN Central Jio,N/A,0.062605,GBP
P20,Premium_LRS,512,FR Central,N/A,66.029905,GBP
S50,Standard_LRS,4096,CH North,N/A,134.322569,GBP
S10,Standard_LRS,128,KR South,N/A,4.388379,GBP
S4,Standard_LRS,32,AE Central,N/A,1.488233,GBP
P80,Premium_LRS,32767,IN West,N/A,2686.175619,GBP
S80,Standard_LRS,32767,AP East,N/A,976.891412,GBP
P10,Premium_LRS,128,IN Central Jio,N/A,14.69004,GBP
P10,StandardSSD_LRS,N/A,AP Southeast,N/A,12.731368,GBP
S80,Standard_LRS,32767,FR South,N/A,1117.426877,GBP
S80,Premium_LRS,N/A,US Gov,N/A,11.752032,GBP
S80,Premium_LRS,N/A,US West 3,N/A,4.89668,GBP
S80,Premium_LRS,N/A,US South Central,N/A,0.107324,GBP
P10,Premium_LRS,128,US Gov,N/A,14.69004,GBP
P10,Premium_LRS,N/A,IN South,N/A,1.024054,GBP
S20,Standard_LRS,512,US East 2,N/A,16.217923,GBP
S20,Premium_LRS,N/A,NO East,N/A,0.969647,GBP
E40,StandardSSD_LRS,2048,SE South,N/A,148.823301,GBP
E15,StandardSSD_LRS,256,SE South,N/A,21.464899,GBP
E80,StandardSSD_LRS,32767,BR South,N/A,3419.119943,GBP
E80,Premium_LRS,N/A,US East 2,N/A,0.350295,GBP
E80,Premium_LRS,N/A,EU West,westeurope,0.029067,GBP
P80,Premium_LRS,32767,US West 2,N/A,2442.228531,GBP
P80,Premium_LRS,N/A,US West Central,N/A,5.876016,GBP
S70,Standard_LRS,16384,US Central,N/A,488.445706,GBP
P4,Premium_LRS,32,AP East,N/A,4.328158,GBP
S40,Standard_LRS,2048,AU Central,N/A,97.68765,GBP
S40,StandardSSD_LRS,N/A,AP Southeast,N/A,0.89437,GBP
E50,StandardSSD_LRS,4096,EU West,westeurope,228.958924,GBP
P50,Premium_LRS,4096,BR Southeast,N/A,829.490906,GBP
S6,Standard_LRS,64,FR South,N/A,3.205126,GBP
S6,StandardSSD_LRS,N/A,BR Southeast,N/A,0.707298,GBP
P4,Premium_LRS,32,IN Central Jio,N/A,3.934858,GBP
E80,StandardSSD_LRS,32767,KR South,N/A,1831.671398,GBP
P40,Premium_LRS,2048,AP East,N/A,212.366185,GBP
P40,Premium_LRS,N/A,KR Central,N/A,0.030185,GBP
P40,Premium_LRS,N/A,CA Central,N/A,0.420354,GBP
E80,StandardSSD_LRS,32767,US West 2,N/A,1831.671398,GBP
S10,Standard_LRS,128,DE North,N/A,5.704595,GBP
S20,Standard_LRS,512,IN Central Jio,N/A,17.839716,GBP
E60,StandardSSD_LRS,8192,SE South,N/A,595.293204,GBP
E60,StandardSSD_LRS,N/A,DE North,N/A,64.364139,GBP
P10,Premium_LRS,128,EU West,westeurope,16.158299,GBP
P10,StandardSSD_LRS,N/A,NO West,N/A,18.205662,GBP
P10,Premium_LRS,N/A,US Gov,N/A,97.933602,GBP
P10,Premium_LRS,N/A,US West,N/A,23.811877,GBP
P70,Premium_LRS,16384,US Gov TX,N/A,1343.091536,GBP
P70,Premium_LRS,N/A,SE Central,N/A,0.581341,GBP
P60,Premium_LRS,8192,AP Southeast,N/A,705.121938,GBP
P60,Premium_LRS,N/A,KR Central,N/A,1.836441,GBP
S10,Standard_LRS,128,CH North,N/A,4.827217,GBP
S10,StandardSSD_LRS,N/A,EU West,westeurope,0.116268,GBP
S10,StandardSSD_LRS,N/A,DE West Central,N/A,24.755438,GBP
S10,StandardSSD_LRS,N/A,IN Central,N/A,0.271292,GBP
S10,StandardSSD_LRS,N/A,DE West Central,N/A,3.187686,GBP
S10,Premium_LRS,N/A,IN South,N/A,0.292906,GBP
S20,Standard_LRS,512,CA Central,N/A,17.839716,GBP
E15,StandardSSD_LRS,256,BR South,N/A,26.711874,GBP
E10,StandardSSD_LRS,128,CH North,N/A,8.585959,GBP
E15,StandardSSD_LRS,256,BR Southeast,N/A,40.182291,GBP
P60,Premium_LRS,8192,DE North,N/A,1083.433632,GBP
P20,Premium_LRS,512,CA Central,N/A,54.568543,GBP
P40,Premium_LRS,2048,JA West,N/A,201.885053,GBP
P60,Premium_LRS,8192,AE North,N/A,769.300496,GBP
P60,StandardSSD_LRS,N/A,IN West Jio,N/A,3.432893,GBP
S30,Standard_LRS,1024,US West,N/A,30.527856,GBP
S30,Premium_LRS,N/A,AP Southeast,N/A,0.581341,GBP
E10,StandardSSD_LRS,128,EU West,westeurope,7.154966,GBP
P4,Premium_LRS,32,US West 2,N/A,3.577557,GBP
P4,Premium_LRS,N/A,US Central,N/A,23.42208,GBP
P4,StandardSSD_LRS,N/A,IN Central Jio,N/A,0.271292,GBP
E30,StandardSSD_LRS,1024,US West,N/A,57.239731,GBP
S40,Standard_LRS,2048,IN South,N/A,61.055713,GBP
S40,StandardSSD_LRS,N/A,CA Central,N/A,0.268311,GBP
E30,StandardSSD_LRS,1024,AP East,N/A,57.239731,GBP
S15,Standard_LRS,256,AU Central,N/A,13.508576,GBP
S15,Premium_LRS,N/A,BR South,N/A,38.085289,GBP
E50,StandardSSD_LRS,4096,US South Central,N/A,343.438387,GBP
E50,StandardSSD_LRS,N/A,UK West,N/A,0.45911,GBP
E50,StandardSSD_LRS,N/A,KR Central,N/A,0.030185,GBP
E50,Premium_LRS,N/A,CH West,N/A,1.322178,GBP
E50,Premium_LRS,N/A,JA West,N/A,1.386274,GBP
E50,StandardSSD_LRS,N/A,AU Central 2,N/A,14.200372,GBP
S10,Standard_LRS,128,EU West,westeurope,4.388379,GBP
E60,StandardSSD_LRS,8192,AP East,N/A,457.917849,GBP
S60,Standard_LRS,8192,DE North,N/A,304.785469,GBP
S60,StandardSSD_LRS,N/A,US West 2,N/A,0.00149,GBP
S60,Premium_LRS,N/A,US East 2,N/A,38.085289,GBP
S60,Premium_LRS,N/A,BR Southeast,N/A,0.093238,GBP
E80,StandardSSD_LRS,32767,IN Central,N/A,2014.838538,GBP
E40,StandardSSD_LRS,2048,IN West Jio,N/A,125.927408,GBP
E40,StandardSSD_LRS,N/A,US Central,N/A,1.67769,GBP
E40,Premium_LRS,N/A,NO East,N/A,14.004356,GBP
P70,Premium_LRS,16384,SE Central,N/A,1477.32914,GBP
P70,StandardSSD_LRS,N/A,FR Central,N/A,47.606612,GBP
E10,StandardSSD_LRS,128,SE South,N/A,9.301456,GBP
E10,Premium_LRS,N/A,US East 2,N/A,2.44834,GBP
E6,StandardSSD_LRS,64,SE Central,N/A,3.577483,GBP
S4,Standard_LRS,32,US West,N/A,1.144794,GBP
S4,StandardSSD_LRS,N/A,CH West,N/A,9.548898,GBP
S10,Standard_LRS,128,JA West,N/A,4.388379,GBP
S60,Standard_LRS,8192,UK West,N/A,268.609363,GBP
S60,Premium_LRS,N/A,CA East,N/A,0.420354,GBP
P60,Premium_LRS,8192,AU East,N/A,705.121938,GBP
P60,Premium_LRS,N/A,AE Central,N/A,280.087122,GBP
P80,Premium_LRS,32767,DE West Central,N/A,3174.89709,GBP
P15,Premium_LRS,256,AU East,N/A,28.330791,GBP
P15,Premium_LRS,N/A,US West 2,N/A,0.022359,GBP
P15,StandardSSD_LRS,N/A,UK West,N/A,0.058581,GBP
P6,Premium_LRS,64,US Gov TX,N/A,7.607368,GBP
P40,Premium_LRS,2048,CA Central,N/A,193.087202,GBP
S40,Standard_LRS,2048,ZA West,N/A,97.441698,GBP
E80,StandardSSD_LRS,32767,DE North,N/A,2857.407381,GBP
E80,StandardSSD_LRS,N/A,AP East,N/A,0.542584,GBP
E15,StandardSSD_LRS,256,US South Central,N/A,14.309932,GBP
E20,StandardSSD_LRS,512,FR South,N/A,40.926407,GBP
S6,Standard_LRS,64,US North Central,N/A,2.241889,GBP
S80,Standard_LRS,32767,BR Southeast,N/A,3047.903144,GBP
P6,Premium_LRS,64,JA East,N/A,8.749853,GBP
P6,StandardSSD_LRS,N/A,SE Central,N/A,0.8817,GBP
P6,StandardSSD_LRS,N/A,CA Central,N/A,0.026831,GBP
E80,StandardSSD_LRS,32767,CA East,N/A,2014.838538,GBP
E4,StandardSSD_LRS,32,US North Central,N/A,1.788741,GBP
E4,StandardSSD_LRS,N/A,US West 2,N/A,81.611335,GBP
P60,Premium_LRS,8192,ZA West,N/A,1077.023676,GBP
P60,Premium_LRS,N/A,AU East,N/A,27.612207,GBP
E50,StandardSSD_LRS,4096,SE Central,N/A,343.438387,GBP
E50,StandardSSD_LRS,N/A,US East 2,N/A,0.678231,GBP
E50,StandardSSD_LRS,N/A,CA Central,N/A,1.636698,GBP
P4,Premium_LRS,32,EU North,N/A,3.934858,GBP
S70,Standard_LRS,16384,CA East,N/A,537.293258,GBP
P20,Premium_LRS,512,US East,N/A,54.571524,GBP
P20,Premium_LRS,N/A,AE Central,N/A,1.164172,GBP
E30,StandardSSD_LRS,1024,AE Central,N/A,74.41165,GBP
E30,Premium_LRS,N/A,CA Central,N/A,5.876016,GBP
P30,Premium_LRS,1024,FR Central,N/A,121.893796,GBP
P40,Premium_LRS,2048,NO West,N/A,303.683605,GBP
P40,StandardSSD_LRS,N/A,US East,N/A,163.222671,GBP
P40,Premium_LRS,N/A,AE Central,N/A,0.006394,GBP
P40,Premium_LRS,N/A,US Gov TX,N/A,1.700049,GBP
E6,StandardSSD_LRS,64,EU West,westeurope,5.366224,GBP
S50,Standard_LRS,4096,US North Central,N/A,106.847498,GBP
E15,StandardSSD_LRS,256,US West Central,N/A,14.309932,GBP
P20,Premium_LRS,512,SE Central,N/A,60.027186,GBP
P20,StandardSSD_LRS,N/A,KR Central,N/A,0.89437,GBP
P20,StandardSSD_LRS,N/A,AE North,N/A,6.463319,GBP
E70,StandardSSD_LRS,16384,US West 3,N/A,915.835699,GBP
E70,Premium_LRS,N/A,CH West,N/A,35.399921,GBP
E70,StandardSSD_LRS,N/A,BR Southeast,N/A,0.627848,GBP
E70,StandardSSD_LRS,N/A,US East 2,N/A,4.89668,GBP
P4,Premium_LRS,32,US North Central,N/A,3.934858,GBP
P4,StandardSSD_LRS,N/A,AU East,N/A,0.064841,GBP
P4,Premium_LRS,N/A,US North Central,N/A,11.752032,GBP
P4,Premium_LRS,N/A,JA West,N/A,0.069313,GBP
P4,Premium_LRS,N/A,US East 2,N/A,0.003726,GBP
P4,StandardSSD_LRS,N/A,EU West,westeurope,1.77309,GBP
E10,StandardSSD_LRS,128,US East,N/A,10.732449,GBP
E10,StandardSSD_LRS,N/A,BR Southeast,N/A,19.85205,GBP
P15,Premium_LRS,256,US South Central,N/A,25.757879,GBP
P15,StandardSSD_LRS,N/A,SE South,N/A,16.551076,GBP
P15,StandardSSD_LRS,N/A,US West Central,N/A,2.942479,GBP
P50,Premium_LRS,4096,IN West,N/A,369.349576,GBP
E40,StandardSSD_LRS,2048,US Central,N/A,171.719193,GBP
E40,StandardSSD_LRS,N/A,US Central,N/A,0.447185,GBP
P30,Premium_LRS,1024,IN South,N/A,90.669075,GBP
E50,StandardSSD_LRS,4096,US West 2,N/A,228.958924,GBP
E50,StandardSSD_LRS,N/A,CA East,N/A,0.813877,GBP
S40,Standard_LRS,2048,SE South,N/A,79.372427,GBP
S40,StandardSSD_LRS,N/A,US West 3,N/A,38.085289,GBP
S40,StandardSSD_LRS,N/A,ZA West,N/A,2.588458,GBP
E80,StandardSSD_LRS,32767,BR Southeast,N/A,5143.337162,GBP
E80,StandardSSD_LRS,N/A,JA West,N/A,0.034656,GBP
E4,StandardSSD_LRS,32,US Gov,N/A,1.967615,GBP
E4,Premium_LRS,N/A,EU North,N/A,81.842381,GBP
P6,Premium_LRS,64,CA East,N/A,7.608188,GBP
E80,StandardSSD_LRS,32767,IN Central Jio,N/A,2014.838538,GBP
P10,Premium_LRS,128,US Central,N/A,14.69004,GBP
E70,StandardSSD_LRS,16384,US Gov AZ,N/A,1007.419269,GBP
E30,StandardSSD_LRS,1024,AU Central 2,N/A,77.846034,GBP
E30,Premium_LRS,N/A,DE West Central,N/A,0.058134,GBP
E30,StandardSSD_LRS,N/A,US East 2,N/A,0.022359,GBP
E30,Premium_LRS,N/A,IN South,N/A,246.466233,GBP
P70,Premium_LRS,16384,US Gov AZ,N/A,1343.091536,GBP
P70,StandardSSD_LRS,N/A,US West 2,N/A,0.022359,GBP
P70,StandardSSD_LRS,N/A,EU North,N/A,0.420354,GBP
P40,Premium_LRS,2048,CH North,N/A,233.602803,GBP
P30,Premium_LRS,1024,IN West,N/A,100.743417,GBP
P20,Premium_LRS,512,IN West,N/A,54.571524,GBP
P20,StandardSSD_LRS,N/A,UK South,uksouth,0.242225,GBP
P20,StandardSSD_LRS,N/A,FR Central,N/A,0.438241,GBP
P10,Premium_LRS,128,US West 3,N/A,13.355937,GBP
P15,Premium_LRS,256,SE Central,N/A,31.162433,GBP
S20,Standard_LRS,512,US West,N/A,16.217923,GBP
S20,StandardSSD_LRS,N/A,FR Central,N/A,0.111796,GBP
S20,Premium_LRS,N/A,NO East,N/A,54.461964,GBP
S60,Standard_LRS,8192,KR South,N/A,244.222853,GBP
S40,Standard_LRS,2048,IN Central Jio,N/A,67.161284,GBP
P70,Premium_LRS,16384,SE South,N/A,1920.527882,GBP
P70,StandardSSD_LRS,N/A,US West 2,N/A,0.678231,GBP
P70,StandardSSD_LRS,N/A,US Gov TX,N/A,102.017895,GBP
E15,StandardSSD_LRS,256,US Gov,N/A,15.740925,GBP
E6,StandardSSD_LRS,64,KR Central,N/A,3.577483,GBP
E6,StandardSSD_LRS,N/A,US Gov AZ,N/A,0.027949,GBP
P70,Premium_LRS,16384,IN South,N/A,1208.779401,GBP
E60,StandardSSD_LRS,8192,CA Central,N/A,503.709634,GBP
E60,Premium_LRS,N/A,JA East,N/A,14.200372,GBP
P15,Premium_LRS,256,US Gov,N/A,28.330781,GBP
P15,StandardSSD_LRS,N/A,FR Central,N/A,0.368927,GBP
E50,StandardSSD_LRS,4096,NO East,N/A,251.854817,GBP
E50,Premium_LRS,N/A,UK South,uksouth,2.235927,GBP
S10,Standard_LRS,128,US West 2,N/A,4.388379,GBP
S10,Premium_LRS,N/A,IN South,N/A,57.508787,GBP
S40,Standard_LRS,2048,US Central,N/A,61.055713,GBP
S40,Premium_LRS,N/A,JA East,N/A,26.559086,GBP
S40,Premium_LRS,N/A,AP East,N/A,1.050885,GBP
S40,StandardSSD_LRS,N/A,IN Central,N/A,6.855352,GBP
E20,StandardSSD_LRS,512,SE Central,N/A,42.929798,GBP
S15,Standard_LRS,256,IN West Jio,N/A,9.287146,GBP
S15,Premium_LRS,N/A,SE Central,N/A,6.365684,GBP
S6,Standard_LRS,64,ZA West,N/A,3.766046,GBP
S6,StandardSSD_LRS,N/A,AP East,N/A,1.050885,GBP
S6,Standard_LRS,N/A,AE North,N/A,1172.269694,GBP
S6,Premium_LRS,N/A,US East 2,N/A,0.044718,GBP
S6,Premium_LRS,N/A,AE North,N/A,3.231659,GBP
S15,Standard_LRS,256,US North Central,N/A,8.44286,GBP
E20,StandardSSD_LRS,512,AP East,N/A,28.619865,GBP
S15,Standard_LRS,256,DE North,N/A,10.97542,GBP
E20,StandardSSD_LRS,512,,N/A,0.0,GBP
E10,StandardSSD_LRS,128,JA West,N/A,7.154966,GBP
E10,Premium_LRS,N/A,ZA North,N/A,0.511281,GBP
S6,Standard_LRS,64,CA East,N/A,2.466227,GBP
P10,Premium_LRS,128,US South Central,N/A,13.355937,GBP
S4,Standard_LRS,32,JA West,N/A,1.144794,GBP
S4,Premium_LRS,N/A,CA East,N/A,1.073244,GBP
S4,Premium_LRS,N/A,AU Central 2,N/A,0.064841,GBP
S4,Standard_LRS,N/A,,N/A,0.000372,GBP
P80,Premium_LRS,32767,UK South,uksouth,3250.128581,GBP
E4,StandardSSD_LRS,32,EU North,N/A,2.683112,GBP
E50,StandardSSD_LRS,4096,US West 2,N/A,343.438387,GBP
E80,StandardSSD_LRS,32767,SE South,N/A,2381.172817,GBP
E80,Premium_LRS,N/A,CH North,N/A,1.017346,GBP
S70,Standard_LRS,16384,US East,N/A,366.334279,GBP
S70,Premium_LRS,N/A,EU North,N/A,0.232536,GBP
E70,StandardSSD_LRS,16384,ZA West,N/A,1538.600993,GBP
E70,StandardSSD_LRS,N/A,JA West,N/A,0.300359,GBP
E70,Premium_LRS,N/A,US East,N/A,163.222671,GBP
P6,Premium_LRS,64,IN South,N/A,6.846632,GBP
P6,StandardSSD_LRS,N/A,US West Central,N/A,0.447185,GBP
P6,StandardSSD_LRS,N/A,US Gov TX,N/A,0.491903,GBP
P6,StandardSSD_LRS,N/A,FR South,N/A,0.320482,GBP
P6,StandardSSD_LRS,N/A,US Gov TX,N/A,0.001863,GBP
S70,Standard_LRS,16384,BR Southeast,N/A,1523.946727,GBP
S15,Standard_LRS,256,US Central,N/A,8.44286,GBP
S15,Premium_LRS,N/A,US West Central,N/A,0.232536,GBP
P70,Premium_LRS,16384,DE North,N/A,2063.683108,GBP
E6,StandardSSD_LRS,64,UK South,uksouth,3.935231,GBP
E4,StandardSSD_LRS,32,US Gov AZ,N/A,1.967615,GBP
E80,StandardSSD_LRS,32767,AU East,N/A,2491.076083,GBP
E80,StandardSSD_LRS,N/A,ZA West,N/A,72.286029,GBP
E80,Premium_LRS,N/A,US West,N/A,212.189472,GBP
S50,Standard_LRS,4096,IN South,N/A,122.111426,GBP
S50,Premium_LRS,N/A,US Gov AZ,N/A,47.606612,GBP
S50,StandardSSD_LRS,N/A,CA Central,N/A,45.702347,GBP
S50,Premium_LRS,N/A,SE Central,N/A,12.731368,GBP
S50,Premium_LRS,N/A,BR Southeast,N/A,2.552087,GBP
E80,StandardSSD_LRS,32767,UK South,uksouth,2014.838538,GBP
E80,Premium_LRS,N/A,EU North,N/A,1.073244,GBP
S10,Standard_LRS,128,CH West,N/A,6.274836,GBP
S10,StandardSSD_LRS,N/A,AU Southeast,N/A,0.062605,GBP
P15,Premium_LRS,256,US East 2,N/A,25.757879,GBP
S30,Standard_LRS,1024,FR Central,N/A,33.580642,GBP
S30,Premium_LRS,N/A,US Gov AZ,N/A,1.117963,GBP
E6,StandardSSD_LRS,64,US Gov AZ,N/A,3.935231,GBP
E6,Premium_LRS,N/A,KR South,N/A,12.2417,GBP
E6,StandardSSD_LRS,N/A,BR South,N/A,0.417373,GBP
P6,Premium_LRS,64,CA Central,N/A,7.608114,GBP
P6,Premium_LRS,N/A,EU North,N/A,2014.65221,GBP
P6,Premium_LRS,N/A,EU North,N/A,22.03506,GBP
P6,StandardSSD_LRS,N/A,US Central,N/A,6.022842,GBP
P6,StandardSSD_LRS,N/A,CH West,N/A,0.0436,GBP
P6,Premium_LRS,N/A,EU West,westeurope,3.488046,GBP
P6,StandardSSD_LRS,N/A,AP East,N/A,0.138627,GBP
P6,Premium_LRS,N/A,AE Central,N/A,1.502542,GBP
P6,Premium_LRS,N/A,EU West,westeurope,90.025874,GBP
P6,Premium_LRS,64,BR South,N/A,13.142108,GBP
P80,Premium_LRS,32767,KR Central,N/A,2686.175619,GBP
P80,Premium_LRS,N/A,AU Southeast,N/A,0.271292,GBP
P80,Premium_LRS,N/A,AU Central 2,N/A,3.549906,GBP
P80,StandardSSD_LRS,N/A,AE Central,N/A,1904.938254,GBP
P80,Premium_LRS,N/A,FR Central,N/A,0.438241,GBP
P80,StandardSSD_LRS,N/A,IN Central Jio,N/A,13.710704,GBP
P80,StandardSSD_LRS,N/A,JA East,N/A,0.280981,GBP
P80,Premium_LRS,N/A,US West 2,N/A,0.089437,GBP
P80,StandardSSD_LRS,N/A,US Central,N/A,0.027501,GBP
P80,Premium_LRS,N/A,UK West,N/A,49.891729,GBP
P80,StandardSSD_LRS,N/A,FR South,N/A,132.620283,GBP
S80,Standard_LRS,32767,SE Central,N/A,976.891412,GBP
P20,Premium_LRS,512,US Gov AZ,N/A,54.571524,GBP
P60,Premium_LRS,8192,JA West,N/A,737.319287,GBP
P60,StandardSSD_LRS,N/A,AU Southeast,N/A,3.432893,GBP
E50,StandardSSD_LRS,4096,DE West Central,N/A,228.958924,GBP
E40,StandardSSD_LRS,2048,UK West,N/A,125.927408,GBP
E60,StandardSSD_LRS,8192,UK South,uksouth,503.709634,GBP
E60,Premium_LRS,N/A,IN Central Jio,N/A,1.904264,GBP
E30,StandardSSD_LRS,1024,EU West,westeurope,85.859596,GBP
E30,Premium_LRS,N/A,ZA West,N/A,72.286029,GBP
E30,StandardSSD_LRS,N/A,US West,N/A,0.116268,GBP
E30,Premium_LRS,N/A,BR South,N/A,326.445342,GBP
E60,StandardSSD_LRS,8192,US North Central,N/A,457.917849,GBP
E60,StandardSSD_LRS,N/A,AP Southeast,N/A,0.447185,GBP
E60,StandardSSD_LRS,N/A,SE Central,N/A,1.77309,GBP
P60,Premium_LRS,8192,AU Central 2,N/A,705.121938,GBP
P60,Premium_LRS,N/A,IN Central,N/A,0.031302,GBP
E10,StandardSSD_LRS,128,US South Central,N/A,10.732449,GBP
S40,Standard_LRS,2048,EU North,N/A,61.055713,GBP
S20,Standard_LRS,512,US North Central,N/A,16.217923,GBP
P15,Premium_LRS,256,KR South,N/A,28.330791,GBP
P15,StandardSSD_LRS,N/A,CA Central,N/A,1.073244,GBP
P15,StandardSSD_LRS,N/A,AU Southeast,N/A,228.511739,GBP
P15,StandardSSD_LRS,N/A,IN South,N/A,0.292906,GBP
S4,Standard_LRS,32,FR Central,N/A,1.259572,GBP
S4,StandardSSD_LRS,N/A,US West Central,N/A,0.89437,GBP
