type,tier,max_size,region,location,rate,currency
E40,StandardSSD_LRS,N/A,DE North,N/A,32.182442,GBP
S60,Standard_LRS,8192,AU Central,N/A,390.758055,GBP
S60,StandardSSD_LRS,N/A,JA East,N/A,0.983807,GBP
P20,Premium_LRS,512,AE Central,N/A,77.388116,GBP
S20,Standard_LRS,512,ZA West,N/A,27.246261,GBP
S20,Premium_LRS,N/A,AU Central 2,N/A,0.03242,GBP
P70,Premium_LRS,16384,AP East,N/A,1477.32914,GBP
P70,StandardSSD_LRS,N/A,CH West,N/A,0.174402,GBP
P6,Premium_LRS,64,US North Central,N/A,7.607368,GBP
P6,StandardSSD_LRS,N/A,KR South,N/A,0.848161,GBP
P6,Premium_LRS,N/A,BR Southeast,N/A,4.418191,GBP
E40,StandardSSD_LRS,2048,US Gov TX,N/A,125.927407,GBP
E40,Premium_LRS,N/A,ZA North,N/A,7.149003,GBP
P10,Premium_LRS,128,EU North,N/A,14.69004,GBP
P15,Premium_LRS,256,CA Central,N/A,28.333666,GBP
P15,StandardSSD_LRS,N/A,ZA North,N/A,0.065289,GBP
P15,StandardSSD_LRS,N/A,AP Southeast,N/A,106.094736,GBP
P15,Premium_LRS,N/A,AU Central 2,N/A,0.983807,GBP
S80,Standard_LRS,32767,US East,N/A,710.689396,GBP
S80,Premium_LRS,N/A,US East,N/A,0.19378,GBP
S80,StandardSSD_LRS,N/A,JA West,N/A,0.542584,GBP
E30,StandardSSD_LRS,1024,SE Central,N/A,57.239731,GBP
E30,StandardSSD_LRS,N/A,US Gov,N/A,47.606612,GBP
E30,Premium_LRS,N/A,UK West,N/A,213.821699,GBP
E30,Premium_LRS,N/A,AU Central 2,N/A,0.280981,GBP
E30,StandardSSD_LRS,N/A,NO West,N/A,0.6514,GBP
P60,Premium_LRS,8192,US West 2,N/A,641.084989,GBP
P60,Premium_LRS,N/A,UK South,uksouth,3.060238,GBP
S6,Standard_LRS,64,BR Southeast,N/A,6.994724,GBP
E80,StandardSSD_LRS,32767,US East 2,N/A,1831.671398,GBP
P50,Premium_LRS,4096,CA Central,N/A,369.390046,GBP
S60,Standard_LRS,8192,FR Central,N/A,244.222853,GBP
P30,Premium_LRS,1024,CH West,N/A,158.457836,GBP
P30,Premium_LRS,1024,ZA North,N/A,122.722579,GBP
P20,Premium_LRS,512,AU Southeast,N/A,54.571524,GBP
P20,Premium_LRS,N/A,NO East,N/A,0.277254,GBP
P20,Premium_LRS,N/A,US Central,N/A,0.550038,GBP
P20,Premium_LRS,N/A,US East 2,N/A,19.042644,GBP
P15,Premium_LRS,256,US Gov AZ,N/A,28.330781,GBP
P30,Premium_LRS,1024,CA Central,N/A,100.743417,GBP
P30,Premium_LRS,N/A,US West Central,N/A,0.536622,GBP
P30,Premium_LRS,N/A,UK West,N/A,1.782033,GBP
P30,Premium_LRS,N/A,US South Central,N/A,45.702347,GBP
E70,StandardSSD_LRS,16384,AP Southeast,N/A,915.835699,GBP
E70,StandardSSD_LRS,N/A,UK West,N/A,0.888408,GBP
P60,Premium_LRS,8192,US North Central,N/A,705.121938,GBP
S30,Standard_LRS,1024,JA West,N/A,30.527856,GBP
P20,Premium_LRS,512,CA East,N/A,54.568543,GBP
E6,StandardSSD_LRS,64,AP East,N/A,3.577483,GBP
E6,Premium_LRS,N/A,AP Southeast,N/A,49.510876,GBP
S30,Standard_LRS,1024,US East 2,N/A,30.527856,GBP
S30,StandardSSD_LRS,N/A,US South Central,N/A,11.752032,GBP
P20,Premium_LRS,512,DE North,N/A,78.033852,GBP
P30,Premium_LRS,1024,US West 3,N/A,91.583569,GBP
S80,Standard_LRS,32767,KR South,N/A,976.891412,GBP
S40,Standard_LRS,2048,BR South,N/A,146.533711,GBP
S40,StandardSSD_LRS,N/A,KR Central,N/A,1.840913,GBP
P40,Premium_LRS,2048,BR Southeast,N/A,433.597671,GBP
P6,Premium_LRS,64,KR South,N/A,7.607368,GBP
P6,Premium_LRS,N/A,FR South,N/A,265.240566,GBP
P6,StandardSSD_LRS,N/A,NO West,N/A,151.7151,GBP
E80,StandardSSD_LRS,32767,ZA North,N/A,2454.436692,GBP
E4,StandardSSD_LRS,32,KR Central,N/A,1.788741,GBP
P30,Premium_LRS,1024,EU North,N/A,100.743417,GBP
P30,StandardSSD_LRS,N/A,US East,N/A,0.00149,GBP
S40,Standard_LRS,2048,FR South,N/A,82.93394,GBP
P50,Premium_LRS,4096,US East,N/A,369.349576,GBP
P30,Premium_LRS,1024,US Central,N/A,100.743417,GBP
P30,Premium_LRS,N/A,US South Central,N/A,2.146489,GBP
P30,StandardSSD_LRS,N/A,KR Central,N/A,6.61089,GBP
E30,StandardSSD_LRS,1024,UK South,uksouth,94.445556,GBP
S80,Standard_LRS,32767,AU Central 2,N/A,1563.024769,GBP
S80,Premium_LRS,N/A,NO West,N/A,0.6514,GBP
S60,Standard_LRS,8192,JA West,N/A,244.222853,GBP
S60,Premium_LRS,N/A,US North Central,N/A,0.420354,GBP
S60,Premium_LRS,N/A,UK West,N/A,0.888408,GBP
S15,Standard_LRS,256,AE North,N/A,10.131432,GBP
S50,Standard_LRS,4096,SE Central,N/A,122.111426,GBP
S10,Standard_LRS,128,IN West,N/A,4.827217,GBP
S10,Premium_LRS,N/A,US West 3,N/A,0.044718,GBP
S10,StandardSSD_LRS,N/A,AE North,N/A,25.136291,GBP
P4,Premium_LRS,32,ZA West,N/A,6.010171,GBP
P4,Premium_LRS,N/A,EU West,westeurope,0.581341,GBP
P4,StandardSSD_LRS,N/A,US West Central,N/A,195.867205,GBP
S80,Standard_LRS,32767,JA West,N/A,976.891412,GBP
E4,StandardSSD_LRS,32,US South Central,N/A,1.788741,GBP
E4,Premium_LRS,N/A,CA East,N/A,2.146489,GBP
S6,Standard_LRS,64,AE Central,N/A,2.914456,GBP
S6,Premium_LRS,N/A,NO East,N/A,26.193139,GBP
S6,StandardSSD_LRS,N/A,SE Central,N/A,0.058134,GBP
S80,Standard_LRS,32767,BR South,N/A,2344.54088,GBP
S80,StandardSSD_LRS,N/A,IN South,N/A,3.702695,GBP
S80,StandardSSD_LRS,N/A,DE North,N/A,1.146285,GBP
S80,Premium_LRS,N/A,JA West,N/A,59.032199,GBP
P4,Premium_LRS,32,BR Southeast,N/A,8.837352,GBP
P4,Premium_LRS,N/A,AP East,N/A,0.005776,GBP
P4,Premium_LRS,N/A,IN Central,N/A,1.252119,GBP
P15,Premium_LRS,256,SE South,N/A,40.511163,GBP
P30,Premium_LRS,1024,AU Central,N/A,100.743417,GBP
S60,Standard_LRS,8192,AP East,N/A,244.222853,GBP
P20,Premium_LRS,512,IN Central Jio,N/A,54.571524,GBP
P20,Premium_LRS,N/A,AU Southeast,N/A,3.427676,GBP
P20,Premium_LRS,512,NO East,N/A,66.029905,GBP
E50,StandardSSD_LRS,4096,IN West Jio,N/A,251.854817,GBP
S4,Standard_LRS,32,BR Southeast,N/A,3.571759,GBP
S4,Premium_LRS,N/A,AP Southeast,N/A,0.251914,GBP
S4,Premium_LRS,N/A,US South Central,N/A,1.073244,GBP
S4,StandardSSD_LRS,N/A,AP Southeast,N/A,0.251914,GBP
S70,Standard_LRS,16384,UK West,N/A,537.22618,GBP
P40,Premium_LRS,2048,US West 3,N/A,175.535175,GBP
P40,StandardSSD_LRS,N/A,UK South,uksouth,0.491903,GBP
E60,StandardSSD_LRS,8192,US East 2,N/A,686.876774,GBP
S4,Standard_LRS,32,US West 3,N/A,1.144794,GBP
S4,Premium_LRS,N/A,DE North,N/A,0.075276,GBP
E15,StandardSSD_LRS,256,JA West,N/A,14.309932,GBP
E15,StandardSSD_LRS,N/A,ZA North,N/A,119.152549,GBP
E15,Premium_LRS,N/A,AP East,N/A,126.493843,GBP
E15,StandardSSD_LRS,N/A,BR Southeast,N/A,0.00149,GBP
E15,StandardSSD_LRS,N/A,US Gov AZ,N/A,6.120477,GBP
E15,StandardSSD_LRS,N/A,FR South,N/A,0.036371,GBP
P80,Premium_LRS,32767,US Gov AZ,N/A,2686.175619,GBP
P70,Premium_LRS,16384,FR South,N/A,2112.585813,GBP
P70,StandardSSD_LRS,N/A,SE Central,N/A,0.447185,GBP
E50,StandardSSD_LRS,4096,AU Central 2,N/A,311.382647,GBP
E50,StandardSSD_LRS,N/A,CH West,N/A,37.132784,GBP
E50,Premium_LRS,N/A,FR South,N/A,30.944484,GBP
E15,StandardSSD_LRS,256,DE West Central,N/A,14.309932,GBP
E15,Premium_LRS,N/A,EU West,westeurope,0.8817,GBP
E15,Premium_LRS,N/A,AE Central,N/A,65.354655,GBP
P4,Premium_LRS,32,US Gov TX,N/A,3.934858,GBP
S70,Standard_LRS,16384,SE South,N/A,634.979418,GBP
E4,StandardSSD_LRS,32,NO East,N/A,1.967615,GBP
E4,Premium_LRS,N/A,CA Central,N/A,11.752032,GBP
S10,Standard_LRS,128,UK West,N/A,4.827366,GBP
S10,Premium_LRS,N/A,JA East,N/A,0.03242,GBP
S50,Standard_LRS,4096,US West Central,N/A,122.111426,GBP
S50,StandardSSD_LRS,N/A,EU North,N/A,5.876016,GBP
S50,StandardSSD_LRS,N/A,US Gov TX,N/A,0.055898,GBP
S50,StandardSSD_LRS,N/A,AU Central,N/A,0.064841,GBP
S50,StandardSSD_LRS,N/A,US East 2,N/A,0.350295,GBP
S4,Standard_LRS,32,SE Central,N/A,1.144794,GBP
S6,Standard_LRS,64,BR South,N/A,5.380534,GBP
P50,Premium_LRS,4096,CH West,N/A,580.955958,GBP
P50,StandardSSD_LRS,N/A,AU Central,N/A,1770.615685,GBP
P50,Premium_LRS,N/A,US East,N/A,0.044718,GBP
S60,Standard_LRS,8192,CA Central,N/A,268.646629,GBP
E10,StandardSSD_LRS,128,IN South,N/A,7.154966,GBP
E10,Premium_LRS,N/A,BR South,N/A,1.788741,GBP
E10,StandardSSD_LRS,N/A,AU Southeast,N/A,53.319405,GBP
E20,StandardSSD_LRS,512,US East 2,N/A,28.619865,GBP
P50,Premium_LRS,4096,CH North,N/A,446.892351,GBP
P30,Premium_LRS,1024,DE North,N/A,144.053323,GBP
P30,StandardSSD_LRS,N/A,US East,N/A,4.89668,GBP
P30,Premium_LRS,N/A,AP Southeast,N/A,212.189472,GBP
P30,Premium_LRS,N/A,FR Central,N/A,47.606612,GBP
P30,Premium_LRS,N/A,AE Central,N/A,0.601464,GBP
P30,Premium_LRS,N/A,CA East,N/A,21.979907,GBP
E15,StandardSSD_LRS,256,US East,N/A,14.309932,GBP
E15,Premium_LRS,N/A,BR Southeast,N/A,2.209095,GBP
E30,StandardSSD_LRS,1024,US East 2,N/A,85.859596,GBP
E30,Premium_LRS,N/A,CH West,N/A,0.682703,GBP
E30,StandardSSD_LRS,N/A,SE South,N/A,0.32719,GBP
S50,Standard_LRS,4096,AE North,N/A,128.215507,GBP
E60,StandardSSD_LRS,8192,US East,N/A,686.876774,GBP
P60,Premium_LRS,8192,IN South,N/A,634.608254,GBP
P60,Premium_LRS,N/A,FR South,N/A,0.145335,GBP
P60,Premium_LRS,N/A,ZA West,N/A,4.647001,GBP
P60,Premium_LRS,N/A,CH North,N/A,0.29067,GBP
S50,Standard_LRS,4096,IN West,N/A,154.472613,GBP
S50,Premium_LRS,N/A,UK West,N/A,24.945492,GBP
S15,Standard_LRS,256,KR Central,N/A,8.44286,GBP
E30,StandardSSD_LRS,1024,BR Southeast,N/A,160.731103,GBP
S10,Standard_LRS,128,AU Southeast,N/A,7.021407,GBP
P30,Premium_LRS,1024,US North Central,N/A,100.743417,GBP
P30,Premium_LRS,N/A,AU Central,N/A,0.03242,GBP
P10,Premium_LRS,128,ZA West,N/A,22.438272,GBP
P10,Premium_LRS,N/A,FR South,N/A,1.102312,GBP
P10,Premium_LRS,N/A,CA Central,N/A,21.979907,GBP
S40,Standard_LRS,2048,BR Southeast,N/A,190.495763,GBP
S40,Premium_LRS,N/A,US South Central,N/A,0.053662,GBP
S40,StandardSSD_LRS,N/A,EU West,westeurope,0.8817,GBP
S40,Premium_LRS,N/A,CH North,N/A,0.033538,GBP
E60,StandardSSD_LRS,8192,AU East,N/A,622.765294,GBP
E20,StandardSSD_LRS,512,AE North,N/A,34.343838,GBP
E20,StandardSSD_LRS,N/A,EU West,westeurope,106.094736,GBP
E60,StandardSSD_LRS,8192,US Central,N/A,457.917849,GBP
P60,Premium_LRS,8192,EU West,westeurope,775.598357,GBP
P60,StandardSSD_LRS,N/A,CA East,N/A,0.026831,GBP
P60,StandardSSD_LRS,N/A,SE South,N/A,0.075276,GBP
P60,Premium_LRS,N/A,UK South,uksouth,102.017895,GBP
E80,StandardSSD_LRS,32767,AP East,N/A,1831.671398,GBP
E80,StandardSSD_LRS,N/A,BR South,N/A,163.222671,GBP
E80,Premium_LRS,N/A,AE Central,N/A,3.005085,GBP
E80,Premium_LRS,N/A,IN West Jio,N/A,13.710704,GBP
E80,StandardSSD_LRS,N/A,AU Central,N/A,118.340163,GBP
S50,Standard_LRS,4096,KR Central,N/A,122.111426,GBP
S50,Premium_LRS,N/A,US West 3,N/A,0.447185,GBP
S6,Standard_LRS,64,SE Central,N/A,2.241889,GBP
S6,Premium_LRS,N/A,BR South,N/A,0.38756,GBP
S6,Premium_LRS,N/A,KR South,N/A,0.242225,GBP
E15,StandardSSD_LRS,256,AP Southeast,N/A,14.309932,GBP
E70,StandardSSD_LRS,16384,IN South,N/A,915.835699,GBP
E60,StandardSSD_LRS,8192,DE West Central,N/A,549.501419,GBP
S10,Standard_LRS,128,UK South,uksouth,4.827366,GBP
P50,Premium_LRS,4096,DE North,N/A,528.148316,GBP
P50,Premium_LRS,N/A,JA East,N/A,0.983807,GBP
E4,StandardSSD_LRS,32,SE South,N/A,2.325364,GBP
E4,StandardSSD_LRS,N/A,US West 2,N/A,9.79336,GBP
E4,StandardSSD_LRS,N/A,US Gov TX,N/A,0.983807,GBP
E70,StandardSSD_LRS,16384,US West 2,N/A,1373.753548,GBP
E70,StandardSSD_LRS,N/A,US West 2,N/A,4.89668,GBP
E70,StandardSSD_LRS,N/A,AP East,N/A,2.113696,GBP
E80,StandardSSD_LRS,32767,US East,N/A,1831.671398,GBP
E80,StandardSSD_LRS,N/A,US East,N/A,0.022359,GBP
E80,StandardSSD_LRS,N/A,US West 3,N/A,9.79336,GBP
P60,Premium_LRS,8192,IN Central Jio,N/A,705.121938,GBP
S80,Standard_LRS,32767,NO West,N/A,1396.955017,GBP
S80,StandardSSD_LRS,N/A,CA East,N/A,97.933602,GBP
E30,StandardSSD_LRS,1024,NO West,N/A,81.849834,GBP
E30,Premium_LRS,N/A,US North Central,N/A,45.702347,GBP
E30,StandardSSD_LRS,N/A,US East,N/A,38.085289,GBP
E30,StandardSSD_LRS,N/A,JA East,N/A,118.340163,GBP
E20,StandardSSD_LRS,512,DE North,N/A,37.205825,GBP
P60,Premium_LRS,8192,US Gov AZ,N/A,705.121938,GBP
S70,Standard_LRS,16384,CH West,N/A,698.477359,GBP
P10,Premium_LRS,128,US North Central,N/A,14.69004,GBP
P10,StandardSSD_LRS,N/A,ZA West,N/A,309.795138,GBP
P10,StandardSSD_LRS,N/A,JA West,N/A,252.99514,GBP
P10,Premium_LRS,N/A,IN West Jio,N/A,228.511739,GBP
P10,Premium_LRS,N/A,FR South,N/A,2.210586,GBP
P10,Premium_LRS,N/A,NO East,N/A,0.063947,GBP
P10,StandardSSD_LRS,N/A,US East,N/A,0.19378,GBP
P10,StandardSSD_LRS,N/A,CA East,N/A,45.702347,GBP
P10,StandardSSD_LRS,N/A,IN West,N/A,0.483705,GBP
E50,StandardSSD_LRS,4096,AU Central,N/A,311.382647,GBP
S80,Standard_LRS,32767,IN West Jio,N/A,1074.579063,GBP
S80,StandardSSD_LRS,N/A,US Gov AZ,N/A,3.06471,GBP
P20,Premium_LRS,512,US East 2,N/A,49.607767,GBP
S60,Standard_LRS,8192,US East,N/A,195.375301,GBP
E6,StandardSSD_LRS,64,US West Central,N/A,3.577483,GBP
E70,StandardSSD_LRS,16384,EU North,N/A,1373.753548,GBP
E70,StandardSSD_LRS,N/A,AP Southeast,N/A,0.8817,GBP
E70,Premium_LRS,N/A,US Gov,N/A,0.053662,GBP
E70,Premium_LRS,N/A,CA East,N/A,0.004471,GBP
E70,StandardSSD_LRS,N/A,US West Central,N/A,45.702347,GBP
E70,Premium_LRS,N/A,EU West,westeurope,166.196453,GBP
P80,Premium_LRS,32767,US East 2,N/A,2442.228531,GBP
P80,Premium_LRS,N/A,UK West,N/A,0.004881,GBP
P80,StandardSSD_LRS,N/A,BR South,N/A,76.170579,GBP
P80,StandardSSD_LRS,N/A,NO West,N/A,0.083474,GBP
P80,StandardSSD_LRS,N/A,US West Central,N/A,11.752032,GBP
P80,StandardSSD_LRS,N/A,US East,N/A,0.678231,GBP
P80,Premium_LRS,N/A,US West,N/A,24.755438,GBP
S60,Standard_LRS,8192,CH West,N/A,349.238679,GBP
S10,Standard_LRS,128,AE North,N/A,5.266055,GBP
E30,StandardSSD_LRS,1024,US East,N/A,57.239731,GBP
P15,Premium_LRS,256,US East,N/A,28.330791,GBP
E80,StandardSSD_LRS,32767,IN West,N/A,2014.838538,GBP
P6,Premium_LRS,64,US Gov AZ,N/A,7.607368,GBP
P6,StandardSSD_LRS,N/A,NO East,N/A,54.461964,GBP
P6,Premium_LRS,N/A,BR Southeast,N/A,12065.316242,GBP
P6,StandardSSD_LRS,N/A,EU West,westeurope,0.335389,GBP
S15,Standard_LRS,256,ZA West,N/A,14.183975,GBP
S15,Premium_LRS,N/A,UK South,uksouth,0.027949,GBP
S15,Premium_LRS,N/A,US East 2,N/A,4.89668,GBP
S15,StandardSSD_LRS,N/A,ZA North,N/A,1.991465,GBP
S15,Premium_LRS,N/A,FR Central,N/A,0.848161,GBP
E20,StandardSSD_LRS,512,US Gov AZ,N/A,31.481851,GBP
E20,StandardSSD_LRS,N/A,SE Central,N/A,0.89437,GBP
E20,Premium_LRS,N/A,IN Central Jio,N/A,1.252119,GBP
E20,Premium_LRS,N/A,IN West,N/A,6.757716,GBP
E40,StandardSSD_LRS,2048,CH West,N/A,163.708364,GBP
S6,Standard_LRS,64,US West Central,N/A,2.241889,GBP
S6,Premium_LRS,N/A,JA East,N/A,55.22367,GBP
S60,Standard_LRS,8192,EU North,N/A,244.222853,GBP
P80,Premium_LRS,32767,US East,N/A,2686.175619,GBP
E60,StandardSSD_LRS,8192,UK South,uksouth,755.564451,GBP
E60,Premium_LRS,N/A,US Gov TX,N/A,6.120477,GBP
E20,StandardSSD_LRS,512,US South Central,N/A,28.619865,GBP
E20,StandardSSD_LRS,N/A,UK South,uksouth,204.028338,GBP
E80,StandardSSD_LRS,32767,US East 2,N/A,2747.507097,GBP
E80,Premium_LRS,N/A,ZA West,N/A,1.287148,GBP
E80,Premium_LRS,N/A,ZA North,N/A,55.604523,GBP
E80,Premium_LRS,N/A,UK South,uksouth,0.004658,GBP
E80,Premium_LRS,N/A,FR Central,N/A,26.661193,GBP
E70,StandardSSD_LRS,16384,FR South,N/A,1309.642068,GBP
E6,StandardSSD_LRS,64,US North Central,N/A,3.577483,GBP
E6,StandardSSD_LRS,N/A,EU North,N/A,0.223592,GBP
P30,Premium_LRS,1024,IN West Jio,N/A,100.743417,GBP
S4,Standard_LRS,32,US Central,N/A,1.144794,GBP
S4,StandardSSD_LRS,N/A,AU Southeast,N/A,0.490413,GBP
S4,Premium_LRS,N/A,FR Central,N/A,102.017895,GBP
P20,Premium_LRS,512,US West Central,N/A,49.607767,GBP
P70,Premium_LRS,16384,US West Central,N/A,1221.114265,GBP
P70,StandardSSD_LRS,N/A,SE South,N/A,0.037787,GBP
P70,StandardSSD_LRS,N/A,CH North,N/A,3.678099,GBP
P70,Premium_LRS,N/A,AE Central,N/A,2.334307,GBP
E60,StandardSSD_LRS,8192,AE Central,N/A,595.293204,GBP
E20,StandardSSD_LRS,512,IN West Jio,N/A,31.481852,GBP
E20,Premium_LRS,N/A,CH North,N/A,1.27895,GBP
S15,Standard_LRS,256,BR South,N/A,20.262864,GBP
E50,StandardSSD_LRS,4096,IN Central,N/A,251.854817,GBP
E50,Premium_LRS,N/A,UK West,N/A,0.585812,GBP
S30,Standard_LRS,1024,US South Central,N/A,30.527856,GBP
S30,StandardSSD_LRS,N/A,AU Central 2,N/A,0.5083,GBP
S30,Premium_LRS,N/A,BR Southeast,N/A,0.202016,GBP
S30,Premium_LRS,N/A,BR Southeast,N/A,0.365182,GBP
S6,Standard_LRS,64,AU Central,N/A,3.587023,GBP
S6,Premium_LRS,N/A,UK South,uksouth,1.117963,GBP
S6,Premium_LRS,N/A,FR Central,N/A,182.816844,GBP
S6,Premium_LRS,N/A,IN Central,N/A,0.271292,GBP
S80,Standard_LRS,32767,CH North,N/A,1066.034095,GBP
P20,Premium_LRS,512,UK South,uksouth,66.029905,GBP
P20,StandardSSD_LRS,N/A,JA East,N/A,0.03242,GBP
E10,StandardSSD_LRS,128,AU Central 2,N/A,9.730754,GBP
E10,Premium_LRS,N/A,AU Southeast,N/A,2.504238,GBP
E6,StandardSSD_LRS,64,CA Central,N/A,3.935231,GBP
S15,Standard_LRS,256,AU East,N/A,13.508576,GBP
S15,StandardSSD_LRS,N/A,EU North,N/A,0.89437,GBP
P80,Premium_LRS,32767,AP East,N/A,2954.658281,GBP
P80,Standard_LRS,N/A,NO West,N/A,1396.955017,GBP
P80,StandardSSD_LRS,N/A,UK South,uksouth,3.06471,GBP
P80,Premium_LRS,N/A,ZA West,N/A,309.795138,GBP
P80,Premium_LRS,N/A,FR South,N/A,7.956918,GBP
E10,StandardSSD_LRS,128,KR Central,N/A,7.154966,GBP
S60,Standard_LRS,8192,IN West Jio,N/A,268.646629,GBP
S60,Standard_LRS,8192,US West 2,N/A,195.375301,GBP
S60,Premium_LRS,N/A,AU East,N/A,1.296837,GBP
S60,Premium_LRS,N/A,US Gov,N/A,45.702347,GBP
P50,Premium_LRS,4096,NO East,N/A,446.894729,GBP
E70,StandardSSD_LRS,16384,US North Central,N/A,915.835699,GBP
P10,Premium_LRS,128,JA East,N/A,16.896155,GBP
P10,Premium_LRS,N/A,NO East,N/A,1.945256,GBP
P10,StandardSSD_LRS,N/A,AU East,N/A,3.555123,GBP
E6,StandardSSD_LRS,64,AE Central,N/A,4.650728,GBP
P4,Premium_LRS,32,FR Central,N/A,4.760959,GBP
P4,StandardSSD_LRS,N/A,AU Central 2,N/A,0.129683,GBP
P4,Premium_LRS,N/A,US West Central,N/A,0.420354,GBP
E30,StandardSSD_LRS,1024,IN West,N/A,62.963704,GBP
P6,Premium_LRS,64,US East,N/A,7.607368,GBP
P6,Premium_LRS,N/A,UK West,N/A,0.02929,GBP
E4,StandardSSD_LRS,32,US West Central,N/A,1.788741,GBP
E4,Premium_LRS,N/A,US West 2,N/A,18.316713,GBP
E20,StandardSSD_LRS,512,NO East,N/A,31.481852,GBP
P50,Premium_LRS,4096,IN West Jio,N/A,369.349576,GBP
P50,StandardSSD_LRS,N/A,US Gov AZ,N/A,12.2417,GBP
P50,StandardSSD_LRS,N/A,BR South,N/A,326.445342,GBP
P50,StandardSSD_LRS,N/A,IN West Jio,N/A,0.949523,GBP
E80,StandardSSD_LRS,32767,CH West,N/A,2619.290099,GBP
S70,Standard_LRS,16384,AU Central,N/A,781.516111,GBP
S70,Premium_LRS,N/A,KR Central,N/A,0.06037,GBP
S70,Premium_LRS,N/A,US Gov TX,N/A,2.235927,GBP
S70,StandardSSD_LRS,N/A,US North Central,N/A,0.420354,GBP
P20,Premium_LRS,512,IN Central,N/A,54.571524,GBP
P70,Premium_LRS,16384,CH North,N/A,1625.062054,GBP
P70,StandardSSD_LRS,N/A,IN West Jio,N/A,0.031302,GBP
E20,StandardSSD_LRS,512,SE Central,N/A,28.619865,GBP
E20,Premium_LRS,N/A,FR Central,N/A,22.895892,GBP
P70,Premium_LRS,16384,BR Southeast,N/A,3016.326638,GBP
P70,StandardSSD_LRS,N/A,EU North,N/A,0.670778,GBP
P70,StandardSSD_LRS,N/A,US Gov,N/A,0.983807,GBP
E10,StandardSSD_LRS,128,EU West,westeurope,10.732449,GBP
E50,StandardSSD_LRS,4096,CH West,N/A,327.409896,GBP
P20,Premium_LRS,512,AU East,N/A,54.571524,GBP
S15,Standard_LRS,256,EU North,N/A,8.44286,GBP
S15,StandardSSD_LRS,N/A,DE North,N/A,2.30524,GBP
S70,Standard_LRS,16384,AU East,N/A,781.516111,GBP
S70,StandardSSD_LRS,N/A,AP East,N/A,7.590226,GBP
S70,StandardSSD_LRS,N/A,IN Central Jio,N/A,1.909481,GBP
P4,Premium_LRS,32,BR South,N/A,6.797665,GBP
E70,StandardSSD_LRS,16384,EU North,N/A,915.835699,GBP
P6,Premium_LRS,64,US West Central,N/A,6.916542,GBP
E70,StandardSSD_LRS,16384,US East,N/A,915.835699,GBP
S80,Standard_LRS,32767,ZA North,N/A,1047.233675,GBP
S80,StandardSSD_LRS,N/A,DE West Central,N/A,1.77309,GBP
S80,Premium_LRS,N/A,FR Central,N/A,1.676945,GBP
S80,StandardSSD_LRS,N/A,EU West,westeurope,0.029067,GBP
S80,StandardSSD_LRS,N/A,EU North,N/A,0.026831,GBP
S80,StandardSSD_LRS,N/A,US East,N/A,0.223592,GBP
S80,Premium_LRS,N/A,AU Central 2,N/A,14.200372,GBP
S80,Premium_LRS,N/A,IN Central Jio,N/A,6.855352,GBP
S80,StandardSSD_LRS,N/A,FR Central,N/A,0.983807,GBP
S80,Premium_LRS,N/A,KR South,N/A,23.803678,GBP
E40,StandardSSD_LRS,2048,FR Central,N/A,125.927408,GBP
S30,Standard_LRS,1024,DE North,N/A,39.686213,GBP
P50,Premium_LRS,4096,KR South,N/A,369.349586,GBP
P6,Premium_LRS,64,CH North,N/A,9.204506,GBP
P6,Premium_LRS,N/A,US Gov TX,N/A,0.438241,GBP
S6,Standard_LRS,64,US Central,N/A,2.241889,GBP
S6,Premium_LRS,N/A,UK South,uksouth,22.895892,GBP
E10,StandardSSD_LRS,128,AU Central,N/A,9.730754,GBP
P15,Premium_LRS,256,US West,N/A,28.330791,GBP
P15,StandardSSD_LRS,N/A,SE Central,N/A,24.755438,GBP
P15,Premium_LRS,N/A,JA East,N/A,1.972087,GBP
P60,Premium_LRS,8192,US West,N/A,705.121938,GBP
P60,StandardSSD_LRS,N/A,AU Southeast,N/A,13.710704,GBP
P60,Premium_LRS,N/A,BR Southeast,N/A,0.023309,GBP
E80,StandardSSD_LRS,32767,US Central,N/A,2747.507097,GBP
P15,Premium_LRS,256,US West Central,N/A,25.757879,GBP
P15,StandardSSD_LRS,N/A,NO East,N/A,233.408419,GBP
E60,StandardSSD_LRS,8192,AP Southeast,N/A,457.917849,GBP
P20,Premium_LRS,512,EU West,westeurope,60.027186,GBP
E15,StandardSSD_LRS,256,US East 2,N/A,21.464899,GBP
E15,StandardSSD_LRS,N/A,AP East,N/A,15.179708,GBP
E15,StandardSSD_LRS,N/A,US West 3,N/A,1.363915,GBP
E15,StandardSSD_LRS,256,US Gov TX,N/A,15.740925,GBP
E15,Premium_LRS,N/A,AU Central,N/A,236.672872,GBP
E60,StandardSSD_LRS,8192,AE North,N/A,549.501419,GBP
E60,StandardSSD_LRS,8192,US West Central,N/A,457.917849,GBP
P80,Premium_LRS,32767,CA Central,N/A,2686.451384,GBP
P80,Premium_LRS,N/A,US West 2,N/A,3663.342796,GBP
S60,Standard_LRS,8192,UK South,uksouth,214.88749,GBP
S60,Premium_LRS,N/A,US West 2,N/A,961.627484,GBP
P10,Premium_LRS,128,US West 2,N/A,13.355937,GBP
P10,Premium_LRS,N/A,SE South,N/A,32.182069,GBP
P10,Premium_LRS,N/A,ZA North,N/A,238.305099,GBP
P10,Premium_LRS,128,FR Central,N/A,17.774129,GBP
