"id","name","description","default","savedsearches","stanza"
"a7c3d773-caef-227e-a7e7-c2f13c622329","Bad Opsec Defaults Sacrificial Processes With Improper Arguments","Detects attackers using tooling with bad opsec defaults.
E.g. spawning a sacrificial process to inject a capability into the process without taking into account how the process is normally run.
One trivial example of this is using rundll32.exe without arguments as a sacrificial process (default in CS, now highlighted by c2lint), running WerFault without arguments (Kraken - credit am0nsec), and other examples.
","(Image=""*\\WerFault.exe"" CommandLine=""*WerFault.exe"") OR (Image=""*\\rundll32.exe"" CommandLine=""*rundll32.exe"") OR (Image=""*\\regsvcs.exe"" CommandLine=""*regsvcs.exe"") OR (Image=""*\\regasm.exe"" CommandLine=""*regasm.exe"") OR (Image=""*\\regsvr32.exe"" CommandLine=""*regsvr32.exe"") NOT (ParentImage=""C:\\Users\\*"" ParentImage=""*\\AppData\\Local\\Microsoft\\EdgeUpdate\\Install\\{*"" ParentImage=""*\\setup.exe"" ParentCommandLine=""*\\setup.exe\"" --install-archive=\""C:\\Users\\*"") | table ParentImage,ParentCommandLine","",""
"3abd6094-7027-475f-9630-8ab9be7b9725","Windows Admin Share Mount Via Net.EXE","Detects when an admin share is mounted using net.exe","Image IN (""*\\net.exe"", ""*\\net1.exe"") OR OriginalFileName IN (""net.exe"", ""net1.exe"") CommandLine=""* use *"" CommandLine=""* \\\\*\\*$*""","",""
"e28a5a99-da44-436d-b7a0-2afc20a5f413","Whoami Utility Execution","Detects the execution of whoami, which is often used by attackers after exploitation / privilege escalation","Image=""*\\whoami.exe"" OR OriginalFileName=""whoami.exe""","",""
"fdb62a13-9a81-4e5c-a38f-ea93a16f6d7c","PowerShell Base64 Encoded FromBase64String Cmdlet","Detects usage of a base64 encoded ""FromBase64String"" cmdlet in a process command line","CommandLine=""*OjpGcm9tQmFzZTY0U3RyaW5n*"" OR CommandLine=""*o6RnJvbUJhc2U2NFN0cmluZ*"" OR CommandLine=""*6OkZyb21CYXNlNjRTdHJpbm*"" OR CommandLine IN (""*OgA6AEYAcgBvAG0AQgBhAHMAZQA2ADQAUwB0AHIAaQBuAGcA*"", ""*oAOgBGAHIAbwBtAEIAYQBzAGUANgA0AFMAdAByAGkAbgBnA*"", ""*6ADoARgByAG8AbQBCAGEAcwBlADYANABTAHQAcgBpAG4AZw*"")","",""
"c09dad97-1c78-4f71-b127-7edb2b8e491a","Execution of Suspicious File Type Extension","Checks whether the image specified in a process creation event doesn't refer to an .exe file (caused by process ghosting or other unorthodox methods to start a process)","NOT (Image IN (""*.exe"", ""*.tmp"", ""*.scr"")) NOT (Image IN (""System"", ""Registry"", ""MemCompression"", ""vmmem"") OR Image=""C:\\Windows\\Installer\\MSI*"" OR Image=""C:\\Windows\\System32\\DriverStore\\FileRepository\\*"" OR (Image=""C:\\Config.Msi\\*"" Image IN (""*.rbf"", ""*.rbs"")) OR (ParentImage=""C:\\Windows\\Temp\\*"" Image=""C:\\Windows\\Temp\\Helper\\*"") OR (Image IN (""C:\\Windows\\System32\\*"", ""C:\\Windows\\SysWOW64\\*"") Image=""*.com"") OR Image=""C:\\$Extend\\$Deleted\\*"") NOT (Image IN (""-"", """") OR Image!=* OR ParentImage=""C:\\ProgramData\\Avira\\*"" OR (Image=""*NVIDIA\\NvBackend\\*"" Image=""*.dat"") OR Image=""*\\WinSCP.com"" OR (Image=""*C:\\Users\\*"" Image=""*\\AppData\\*"" Image=""*.tmp*"" Image=""*CodeSetup*"") OR Image=""*\\program\\soffice.bin"" OR Image IN (""C:\\Program Files\\EMC NetWorker\\Management\\GST\\apache\\cgi-bin\\update_jnlp.cgi"", ""C:\\Program Files (x86)\\EMC NetWorker\\Management\\GST\\apache\\cgi-bin\\update_jnlp.cgi"") OR (Image IN (""C:\\Program Files (x86)\\WINPAKPRO\\*"", ""C:\\Program Files\\WINPAKPRO\\*"") Image=""*.ngn"") OR Image IN (""C:\\Program Files (x86)\\MyQ\\Server\\pcltool.dll"", ""C:\\Program Files\\MyQ\\Server\\pcltool.dll"") OR (Image IN (""C:\\Program Files\\Microsoft Visual Studio\\*"", ""C:\\Program Files (x86)\\Microsoft Visual Studio*"") Image=""*.com"") OR (Image=""*\\AppData\\Local\\Packages\\*"" Image=""*\\LocalState\\rootfs\\*"") OR Image=""*\\LZMA_EXE"" OR (ParentImage=""C:\\Windows\\Temp\\*"" ParentImage=""*\\TBT_Dock_Firmware\\GetDockVer32W.exe"") OR Image=""C:\\Program Files\\Mozilla Firefox\\tobedeleted\\*"" OR (ParentImage=""C:\\Windows\\UUS\\amd64\\MoUsoCoreWorker.exe"" Image=""C:\\$Extend\\$Deleted\\*"" CommandLine=""*C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\OfficeC2RClient.exe*"" CommandLine=""*/update UPDATEORCHESTRATOR displaylevel=False*"") OR (ParentImage=""C:\\Windows\\System32\\services.exe"" Image=""*com.docker.service""))","",""
"d3c3861d-c504-4c77-ba55-224ba82d0118","New Network Trace Capture Started Via Netsh.EXE","Detects the execution of netsh with the ""trace"" flag in order to start a network capture","Image=""*\\netsh.exe"" OR OriginalFileName=""netsh.exe"" CommandLine=""*trace*"" CommandLine=""*start*""","",""
"98dedfdd-8333-49d4-9f23-d7018cccae53","Enable LM Hash Storage - ProcCreation","Detects changes to the ""NoLMHash"" registry value in order to allow Windows to store LM Hashes.
By setting this registry value to ""0"" (DWORD), Windows will be allowed to store a LAN manager hash of your password in Active Directory and local SAM databases.
","CommandLine=""*\\System\\CurrentControlSet\\Control\\Lsa*"" CommandLine=""*NoLMHash*"" CommandLine=""* 0*""","",""
"ca2092a1-c273-4878-9b4b-0d60115bf5ea","Suspicious Encoded PowerShell Command Line","Detects suspicious powershell process starts with base64 encoded commands (e.g. Emotet)","Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"") OR OriginalFileName IN (""PowerShell.EXE"", ""pwsh.dll"") (CommandLine=""* -e*"" CommandLine IN (""* JAB*"", ""* SUVYI*"", ""* SQBFAFgA*"", ""* aQBlAHgA*"", ""* aWV4I*"", ""* IAA*"", ""* IAB*"", ""* UwB*"", ""* cwB*"")) OR CommandLine IN (""*.exe -ENCOD *"", ""* BA^J e-*"") NOT CommandLine=""* -ExecutionPolicy remotesigned *""","",""
"c3a99af4-35a9-4668-879e-c09aeb4f2bdf","Rundll32 Execution Without DLL File","Detects the execution of rundll32 with a command line that doesn't contain a .dll file","Image=""*\\rundll32.exe"" OR OriginalFileName=""RUNDLL32.EXE"" NOT (CommandLine!=* OR CommandLine IN (""*.dll*"", """") OR CommandLine=""C:\\Windows\\system32\\rundll32.exe C:\\Windows\\system32\\inetcpl.cpl,ClearMyTracksByProcess*"" OR (ParentImage=""*:\\Program Files\\Internet Explorer\\iexplore.exe"" CommandLine=""*.cpl*"") OR (ParentImage=""*:\\Windows\\SysWOW64\\msiexec.exe"" ParentCommandLine=""C:\\Windows\\syswow64\\MsiExec.exe -Embedding*"") OR (ParentImage=""*:\\Windows\\System32\\msiexec.exe"" ParentCommandLine=""C:\\Windows\\system32\\MsiExec.exe -Embedding*"") OR (ParentImage=""*:\\Windows\\System32\\cmd.exe"" ParentCommandLine=""* C:\\Program Files\\SplunkUniversalForwarder\\*"") OR CommandLine=""* -localserver *"" OR ParentCommandLine=""C:\\Windows\\system32\\rundll32.exe\"" \""C:\\Program Files\\McAfee\\MSC\\mcmscins.dll\"",DllUninstallFunction *"" OR CommandLine=""C:\\Windows\\system32\\rundll32.exe\"" /uninstall /longpath \""C:\\Program Files\\McAfee\\MSC\\mscrem.inf*"" OR (ParentImage=""C:\\Users\\*"" ParentImage=""*\\AppData\\Local\\Microsoft\\EdgeUpdate\\Install\\{*"" ParentImage=""*\\setup.exe"" ParentCommandLine=""*\\setup.exe\"" --install-archive=\""C:\\Users\\*"") OR (CommandLine=""*C:\\Windows\\Installer\\MSI*"" CommandLine=""*.tmp*"" CommandLine=""*zzzzInvokeManagedCustomActionOutOfProc*"" CommandLine=""*Avira.OE.Setup*"")) | table Image,CommandLine","",""
"8de1cbe8-d6f5-496d-8237-5f44a721c7a0","Whoami.EXE Execution Anomaly","Detects the execution of whoami.exe with suspicious parent processes.","Image=""*\\whoami.exe"" OR OriginalFileName=""whoami.exe"" NOT (ParentImage IN (""*\\cmd.exe"", ""*\\powershell_ise.exe"", ""*\\powershell.exe"", ""*\\pwsh.exe"") OR ParentImage!=* OR ParentImage="""") NOT ParentImage=""*:\\Program Files\\Microsoft Monitoring Agent\\Agent\\MonitoringHost.exe""","",""
"f26c6093-6f14-4b12-800f-0fcb46f5ffd0","Malicious Base64 Encoded PowerShell Keywords in Command Lines","Detects base64 encoded strings used in hidden malicious PowerShell command lines","Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"") OR OriginalFileName IN (""PowerShell.EXE"", ""pwsh.dll"") CommandLine=""* hidden *"" CommandLine IN (""*AGkAdABzAGEAZABtAGkAbgAgAC8AdAByAGEAbgBzAGYAZQByA*"", ""*aXRzYWRtaW4gL3RyYW5zZmVy*"", ""*IAaQB0AHMAYQBkAG0AaQBuACAALwB0AHIAYQBuAHMAZgBlAHIA*"", ""*JpdHNhZG1pbiAvdHJhbnNmZX*"", ""*YgBpAHQAcwBhAGQAbQBpAG4AIAAvAHQAcgBhAG4AcwBmAGUAcg*"", ""*Yml0c2FkbWluIC90cmFuc2Zlc*"", ""*AGMAaAB1AG4AawBfAHMAaQB6AGUA*"", ""*JABjAGgAdQBuAGsAXwBzAGkAegBlA*"", ""*JGNodW5rX3Npem*"", ""*QAYwBoAHUAbgBrAF8AcwBpAHoAZQ*"", ""*RjaHVua19zaXpl*"", ""*Y2h1bmtfc2l6Z*"", ""*AE8ALgBDAG8AbQBwAHIAZQBzAHMAaQBvAG4A*"", ""*kATwAuAEMAbwBtAHAAcgBlAHMAcwBpAG8Abg*"", ""*lPLkNvbXByZXNzaW9u*"", ""*SQBPAC4AQwBvAG0AcAByAGUAcwBzAGkAbwBuA*"", ""*SU8uQ29tcHJlc3Npb2*"", ""*Ty5Db21wcmVzc2lvb*"", ""*AE8ALgBNAGUAbQBvAHIAeQBTAHQAcgBlAGEAbQ*"", ""*kATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtA*"", ""*lPLk1lbW9yeVN0cmVhb*"", ""*SQBPAC4ATQBlAG0AbwByAHkAUwB0AHIAZQBhAG0A*"", ""*SU8uTWVtb3J5U3RyZWFt*"", ""*Ty5NZW1vcnlTdHJlYW*"", ""*4ARwBlAHQAQwBoAHUAbgBrA*"", ""*5HZXRDaHVua*"", ""*AEcAZQB0AEMAaAB1AG4Aaw*"", ""*LgBHAGUAdABDAGgAdQBuAGsA*"", ""*LkdldENodW5r*"", ""*R2V0Q2h1bm*"", ""*AEgAUgBFAEEARABfAEkATgBGAE8ANgA0A*"", ""*QASABSAEUAQQBEAF8ASQBOAEYATwA2ADQA*"", ""*RIUkVBRF9JTkZPNj*"", ""*SFJFQURfSU5GTzY0*"", ""*VABIAFIARQBBAEQAXwBJAE4ARgBPADYANA*"", ""*VEhSRUFEX0lORk82N*"", ""*AHIAZQBhAHQAZQBSAGUAbQBvAHQAZQBUAGgAcgBlAGEAZA*"", ""*cmVhdGVSZW1vdGVUaHJlYW*"", ""*MAcgBlAGEAdABlAFIAZQBtAG8AdABlAFQAaAByAGUAYQBkA*"", ""*NyZWF0ZVJlbW90ZVRocmVhZ*"", ""*Q3JlYXRlUmVtb3RlVGhyZWFk*"", ""*QwByAGUAYQB0AGUAUgBlAG0AbwB0AGUAVABoAHIAZQBhAGQA*"", ""*0AZQBtAG0AbwB2AGUA*"", ""*1lbW1vdm*"", ""*AGUAbQBtAG8AdgBlA*"", ""*bQBlAG0AbQBvAHYAZQ*"", ""*bWVtbW92Z*"", ""*ZW1tb3Zl*"")","",""
"b53317a0-8acf-4fd1-8de8-a5401e776b96","Application Removed Via Wmic.EXE","Uninstall an application with wmic","Image=""*\\WMIC.exe"" OR OriginalFileName=""wmic.exe"" CommandLine IN (""*call*"", ""*uninstall*"")","",""
"2c28c248-7f50-417a-9186-a85b223010ee","Wscript Shell Run In CommandLine","Detects the presence of the keywords ""Wscript"", ""Shell"" and ""Run"" in the command, which could indicate a suspicious activity","CommandLine=""*Wscript.*"" CommandLine=""*.Shell*"" CommandLine=""*.Run*""","",""
"c420410f-c2d8-4010-856b-dffe21866437","Enable LM Hash Storage","Detects changes to the ""NoLMHash"" registry value in order to allow Windows to store LM Hashes.
By setting this registry value to ""0"" (DWORD), Windows will be allowed to store a LAN manager hash of your password in Active Directory and local SAM databases.
","TargetObject=""*System\\CurrentControlSet\\Control\\Lsa\\NoLMHash"" Details=""DWORD (0x00000000)""","",""
"42df45e7-e6e9-43b5-8f26-bec5b39cc239","System Information Discovery","Detects system information discovery commands","Image IN (""*/uname"", ""*/hostname"", ""*/uptime"", ""*/lspci"", ""*/dmidecode"", ""*/lscpu"", ""*/lsmod"")","",""
"85b0b087-eddf-4a2b-b033-d771fa2b9775","PowerShell Download and Execution Cradles","Detects PowerShell download and execution cradles.","CommandLine IN (""*.DownloadString(*"", ""*.DownloadFile(*"", ""*Invoke-WebRequest *"", ""*iwr *"") CommandLine IN (""*;iex $*"", ""*| IEX*"", ""*|IEX *"", ""*I`E`X*"", ""*I`EX*"", ""*IE`X*"", ""*iex *"", ""*IEX (*"", ""*IEX(*"", ""*Invoke-Expression*"")","",""
"9a132afa-654e-11eb-ae93-0242ac130002","PUA - AdFind Suspicious Execution","Detects AdFind execution with common flags seen used during attacks","CommandLine IN (""*domainlist*"", ""*trustdmp*"", ""*dcmodes*"", ""*adinfo*"", ""* dclist *"", ""*computer_pwdnotreqd*"", ""*objectcategory=*"", ""*-subnets -f*"", ""*name=\""Domain Admins\""*"", ""*-sc u:*"", ""*domainncs*"", ""*dompol*"", ""* oudmp *"", ""*subnetdmp*"", ""*gpodmp*"", ""*fspdmp*"", ""*users_noexpire*"", ""*computers_active*"", ""*computers_pwdnotreqd*"")","",""
"ffa28e60-bdb1-46e0-9f82-05f7a61cc06e","Suspicious Add User to Remote Desktop Users Group","Detects suspicious command line in which a user gets added to the local Remote Desktop Users group","(CommandLine=""*localgroup *"" CommandLine=""* /add*"") OR (CommandLine=""*Add-LocalGroupMember *"" CommandLine=""* -Group *"") CommandLine IN (""*Remote Desktop Users*"", ""*Utilisateurs du Bureau à distance*"", ""*Usuarios de escritorio remoto*"") | table CommandLine,ParentCommandLine","",""
"9fc51a3c-81b3-4fa7-b35f-7c02cf10fd2d","Usage Of Web Request Commands And Cmdlets","Detects the use of various web request commands with commandline tools and Windows PowerShell cmdlets (including aliases) via CommandLine","CommandLine IN (""*[System.Net.WebRequest]::create*"", ""*curl *"", ""*Invoke-RestMethod*"", ""*Invoke-WebRequest*"", ""*iwr *"", ""*Net.WebClient*"", ""*Resume-BitsTransfer*"", ""*Start-BitsTransfer*"", ""*wget *"", ""*WinHttp.WinHttpRequest*"")","",""
"6e897651-f157-4d8f-aaeb-df8151488385","PowerShell Web Download","Detects suspicious ways to download files or content using PowerShell","CommandLine IN (""*.DownloadString(*"", ""*.DownloadFile(*"", ""*Invoke-WebRequest *"", ""*iwr *"")","",""
"2632954e-db1c-49cb-9936-67d1ef1d17d2","Addition of SID History to Active Directory Object","An attacker can use the SID history attribute to gain additional privileges.","source=""WinEventLog:Security"" EventCode IN (4765, 4766) OR (EventCode=4738 NOT (SidHistory IN (""-"", ""%%1793"")) NOT SidHistory!=*)","",""
"5b768e71-86f2-4879-b448-81061cbae951","Suspicious Manipulation Of Default Accounts Via Net.EXE","Detects suspicious manipulations of default accounts such as 'administrator' and 'guest'. For example 'enable' or 'disable' accounts or change the password...etc","Image IN (""*\\net.exe"", ""*\\net1.exe"") OR OriginalFileName IN (""net.exe"", ""net1.exe"") CommandLine=""* user *"" CommandLine IN (""* Järjestelmänvalvoja *"", ""* Rendszergazda *"", ""* Администратор *"", ""* Administrateur *"", ""* Administrador *"", ""* Administratör *"", ""* Administrator *"", ""* guest *"", ""* DefaultAccount *"", ""* \""Järjestelmänvalvoja\"" *"", ""* \""Rendszergazda\"" *"", ""* \""Администратор\"" *"", ""* \""Administrateur\"" *"", ""* \""Administrador\"" *"", ""* \""Administratör\"" *"", ""* \""Administrator\"" *"", ""* \""guest\"" *"", ""* \""DefaultAccount\"" *"", ""* 'Järjestelmänvalvoja' *"", ""* 'Rendszergazda' *"", ""* 'Администратор' *"", ""* 'Administrateur' *"", ""* 'Administrador' *"", ""* 'Administratör' *"", ""* 'Administrator' *"", ""* 'guest' *"", ""* 'DefaultAccount' *"") NOT (CommandLine=""*guest*"" CommandLine=""*/active no*"")","",""
"2aa0a6b4-a865-495b-ab51-c28249537b75","Startup Folder File Write","A General detection for files being created in the Windows startup directory. This could be an indicator of persistence.","TargetFilename=""*\\Microsoft\\Windows\\Start Menu\\Programs\\StartUp*"" NOT (Image=""C:\\Windows\\System32\\wuauclt.exe"" OR TargetFilename=""C:\\$WINDOWS.~BT\\NewOS\\*"")","",""
"ffa6861c-4461-4f59-8a41-578c39f3f23e","LSASS Dump Keyword In CommandLine","Detects the presence of the keywords ""lsass"" and "".dmp"" in the commandline, which could indicate a potential attempt to dump or create a dump of the lsass process.
","CommandLine IN (""*lsass.dmp*"", ""*lsass.zip*"", ""*lsass.rar*"", ""*Andrew.dmp*"", ""*Coredump.dmp*"", ""*NotLSASS.zip*"", ""*lsass_2*"", ""*lsassdump*"", ""*lsassdmp*"") OR (CommandLine=""*lsass*"" CommandLine=""*.dmp*"") OR (CommandLine=""*SQLDmpr*"" CommandLine=""*.mdmp*"") OR (CommandLine=""*nanodump*"" CommandLine=""*.dmp*"")","",""
"f117933c-980c-4f78-b384-e3d838111165","Windows Share Mount Via Net.EXE","Detects when a share is mounted using the ""net.exe"" utility","Image IN (""*\\net.exe"", ""*\\net1.exe"") OR OriginalFileName IN (""net.exe"", ""net1.exe"") CommandLine IN (""* use *"", ""* \\\\*"")","",""
"b7e2a8d4-74bb-4b78-adc9-3f92af2d4829","Reg Add Suspicious Paths","Detects when an adversary uses the reg.exe utility to add or modify new keys or subkeys","Image=""*\\reg.exe"" OR OriginalFileName=""reg.exe"" CommandLine IN (""*\\AppDataLow\\Software\\Microsoft\\*"", ""*\\Policies\\Microsoft\\Windows\\OOBE*"", ""*\\Policies\\Microsoft\\Windows NT\\CurrentVersion\\Winlogon*"", ""*\\SOFTWARE\\Microsoft\\Windows NT\\Currentversion\\Winlogon*"", ""*\\CurrentControlSet\\Control\\SecurityProviders\\WDigest*"", ""*\\Microsoft\\Windows Defender\\*"")","",""
"0badd08f-c6a3-4630-90d3-6875cca440be","User Logoff Event","Detects a user log-off activity. Could be used for example to correlate information during forensic investigations","source=""WinEventLog:Security"" EventCode IN (4634, 4647)","",""
"f376c8a7-a2d0-4ddc-aa0c-16c17236d962","HackTool - Bloodhound/Sharphound Execution","Detects command line parameters used by Bloodhound and Sharphound hack tools","Product=""*SharpHound*"" OR Description=""*SharpHound*"" OR Company IN (""*SpecterOps*"", ""*evil corp*"") OR Image IN (""*\\Bloodhound.exe*"", ""*\\SharpHound.exe*"") OR CommandLine IN (""* -CollectionMethod All *"", ""* --CollectionMethods Session *"", ""* --Loop --Loopduration *"", ""* --PortScanTimeout *"", ""*.exe -c All -d *"", ""*Invoke-Bloodhound*"", ""*Get-BloodHoundData*"") OR (CommandLine=""* -JsonFolder *"" CommandLine=""* -ZipFileName *"") OR (CommandLine=""* DCOnly *"" CommandLine=""* --NoSaveCache *"")","",""
"fff9d2b7-e11c-4a69-93d3-40ef66189767","Suspicious Copy From or To System Directory","Detects a suspicious copy operation that tries to copy a program from system (System32, SysWOW64, WinSxS) directories to another on disk.
Often used to move LOLBINs such as 'certutil' or 'desktopimgdownldr' to a different location with a different name in order to bypass detections based on locations.
","(Image=""*\\cmd.exe"" CommandLine=""*copy *"") OR (Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"") CommandLine IN (""*copy-item*"", ""* copy *"", ""*cpi *"", ""* cp *"")) OR Image IN (""*\\robocopy.exe"", ""*\\xcopy.exe"") OR OriginalFileName IN (""robocopy.exe"", ""XCOPY.EXE"") CommandLine IN (""*\\System32*"", ""*\\SysWOW64*"", ""*\\WinSxS*"")","",""
"18ee686c-38a3-4f65-9f44-48a077141f42","Suspicious Shim Database Installation via Sdbinst.EXE","Detects installation of a potentially suspicious new shim with an uncommon extension using sdbinst.exe.
Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by application shims
","Image=""*\\sdbinst.exe"" OR OriginalFileName=""sdbinst.exe"" NOT CommandLine=""*.sdb*""","",""
"81325ce1-be01-4250-944f-b4789644556f","Suspicious Schtasks From Env Var Folder","Detects Schtask creations that point to a suspicious folder or an environment variable often used by malware","(Image=""*\\schtasks.exe"" CommandLine=""* /create *"" CommandLine IN (""*%AppData%*"", ""*\\AppData\\Local\\*"", ""*\\AppData\\Roaming\\*"", ""*%Public%*"", ""*\\Users\\Public*"", ""*C:\\Windows\\Temp*"", ""*C:\\Perflogs*"")) OR (ParentCommandLine=""*\\svchost.exe -k netsvcs -p -s Schedule"" CommandLine IN (""*%Public%*"", ""*\\Users\\Public*"", ""*C:\\Windows\\Temp*"", ""*C:\\Perflogs*"")) NOT (CommandLine IN (""*update_task.xml*"", ""*/Create /TN TVInstallRestore /TR*"") OR ParentCommandLine=""*unattended.ini*"" OR (CommandLine=""*/Create /Xml \""C:\\Users\\*"" CommandLine=""*\\AppData\\Local\\Temp\\.CR.*"" CommandLine=""*Avira_Security_Installation.xml*"") OR (CommandLine=""*/Create /F /TN*"" CommandLine=""*/Xml *"" CommandLine=""*\\AppData\\Local\\Temp\\is-*"" CommandLine=""*Avira_*"" CommandLine IN (""*.tmp\\UpdateFallbackTask.xml*"", ""*.tmp\\WatchdogServiceControlManagerTimeout.xml*"", ""*.tmp\\SystrayAutostart.xml*"", ""*.tmp\\MaintenanceTask.xml*"")) OR (CommandLine=""*\\AppData\\Local\\Temp\\*"" CommandLine=""*/Create /TN \""klcp_update\"" /XML *"" CommandLine=""*\\klcp_update_task.xml*""))","",""
"c4b890e5-8d8c-4496-8c66-c805753817cd","Sysmon Process Hollowing Detection","Detects when a memory process image does not match the disk image, indicative of process hollowing.","Type=""Image is replaced"" NOT (Image IN (""*:\\Program Files\\*"", ""*:\\Program Files (x86)*"") Image IN (""*\\chrome.exe"", ""*\\opera.exe"", ""*\\firefox.exe"", ""*\\MicrosoftEdge.exe"", ""*\\WMIADAP.exe""))","",""
"4f7a6757-ff79-46db-9687-66501a02d9ec","Active Directory Structure Export Via Ldifde.EXE","Detects the execution of ""ldifde.exe"" in order to export organizational Active Directory structure.","Image=""*\\ldifde.exe"" OR OriginalFileName=""ldifde.exe"" CommandLine=""*-f*"" NOT CommandLine=""* -i*""","",""
"754ed792-634f-40ae-b3bc-e0448d33f695","Suspicious PowerShell Parent Process","Detects a suspicious or uncommon parent processes of PowerShell","ParentImage=""*tomcat*"" OR ParentImage IN (""*\\amigo.exe"", ""*\\browser.exe"", ""*\\chrome.exe"", ""*\\firefox.exe"", ""*\\httpd.exe"", ""*\\iexplore.exe"", ""*\\jbosssvc.exe"", ""*\\microsoftedge.exe"", ""*\\microsoftedgecp.exe"", ""*\\MicrosoftEdgeSH.exe"", ""*\\mshta.exe"", ""*\\nginx.exe"", ""*\\outlook.exe"", ""*\\php-cgi.exe"", ""*\\regsvr32.exe"", ""*\\rundll32.exe"", ""*\\safari.exe"", ""*\\services.exe"", ""*\\sqlagent.exe"", ""*\\sqlserver.exe"", ""*\\sqlservr.exe"", ""*\\vivaldi.exe"", ""*\\w3wp.exe"") Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"") OR CommandLine IN (""*/c powershell*"", ""*/c pwsh*"") OR Description=""Windows PowerShell"" OR Product=""PowerShell Core 6"" OR OriginalFileName IN (""PowerShell.EXE"", ""pwsh.dll"")","",""
"7773b877-5abb-4a3e-b9c9-fd0369b59b00","WMIC Remote Command Execution","Detects the execution of WMIC to query information on a remote system","Image=""*\\WMIC.exe"" OR OriginalFileName=""wmic.exe"" CommandLine=""*/node:*"" NOT (CommandLine IN (""*/node:127.0.0.1 *"", ""*/node:localhost *""))","",""
"b2317cfa-4a47-4ead-b3ff-297438c0bc2d","HackTool - SharpView Execution","Adversaries may look for details about the network configuration and settings of systems they access or through information discovery of remote systems","OriginalFileName=""SharpView.exe"" OR Image=""*\\SharpView.exe"" OR CommandLine IN (""*Add-RemoteConnection*"", ""*Convert-ADName*"", ""*ConvertFrom-SID*"", ""*ConvertFrom-UACValue*"", ""*Convert-SidToName*"", ""*Export-PowerViewCSV*"", ""*Find-DomainObjectPropertyOutlier*"", ""*Find-DomainProcess*"", ""*Find-DomainShare*"", ""*Find-DomainUserEvent*"", ""*Find-DomainUserLocation*"", ""*Find-ForeignGroup*"", ""*Find-ForeignUser*"", ""*Find-GPOComputerAdmin*"", ""*Find-GPOLocation*"", ""*Find-Interesting*"", ""*Find-LocalAdminAccess*"", ""*Find-ManagedSecurityGroups*"", ""*Get-CachedRDPConnection*"", ""*Get-DFSshare*"", ""*Get-DomainComputer*"", ""*Get-DomainController*"", ""*Get-DomainDFSShare*"", ""*Get-DomainDNSRecord*"", ""*Get-DomainFileServer*"", ""*Get-DomainForeign*"", ""*Get-DomainGPO*"", ""*Get-DomainGroup*"", ""*Get-DomainGUIDMap*"", ""*Get-DomainManagedSecurityGroup*"", ""*Get-DomainObject*"", ""*Get-DomainOU*"", ""*Get-DomainPolicy*"", ""*Get-DomainSID*"", ""*Get-DomainSite*"", ""*Get-DomainSPNTicket*"", ""*Get-DomainSubnet*"", ""*Get-DomainTrust*"", ""*Get-DomainUserEvent*"", ""*Get-ForestDomain*"", ""*Get-ForestGlobalCatalog*"", ""*Get-ForestTrust*"", ""*Get-GptTmpl*"", ""*Get-GroupsXML*"", ""*Get-LastLoggedOn*"", ""*Get-LoggedOnLocal*"", ""*Get-NetComputer*"", ""*Get-NetDomain*"", ""*Get-NetFileServer*"", ""*Get-NetForest*"", ""*Get-NetGPO*"", ""*Get-NetGroupMember*"", ""*Get-NetLocalGroup*"", ""*Get-NetLoggedon*"", ""*Get-NetOU*"", ""*Get-NetProcess*"", ""*Get-NetRDPSession*"", ""*Get-NetSession*"", ""*Get-NetShare*"", ""*Get-NetSite*"", ""*Get-NetSubnet*"", ""*Get-NetUser*"", ""*Get-PathAcl*"", ""*Get-PrincipalContext*"", ""*Get-RegistryMountedDrive*"", ""*Get-RegLoggedOn*"", ""*Get-WMIRegCachedRDPConnection*"", ""*Get-WMIRegLastLoggedOn*"", ""*Get-WMIRegMountedDrive*"", ""*Get-WMIRegProxy*"", ""*Invoke-ACLScanner*"", ""*Invoke-CheckLocalAdminAccess*"", ""*Invoke-Kerberoast*"", ""*Invoke-MapDomainTrust*"", ""*Invoke-RevertToSelf*"", ""*Invoke-Sharefinder*"", ""*Invoke-UserImpersonation*"", ""*Remove-DomainObjectAcl*"", ""*Remove-RemoteConnection*"", ""*Request-SPNTicket*"", ""*Set-DomainObject*"", ""*Test-AdminAccess*"")","",""
"e6474a1b-5390-49cd-ab41-8d88655f7394","Renamed Mavinject.EXE Execution","Detects the execution of a renamed version of the ""Mavinject"" process. Which can be abused to perform process injection using the ""/INJECTRUNNING"" flag","OriginalFileName IN (""mavinject32.exe"", ""mavinject64.exe"") NOT (Image IN (""*\\mavinject32.exe"", ""*\\mavinject64.exe""))","",""
