action_id,name,class_desc,covering_action_name,parent_class_desc,covering_parent_action_name,configuration_level,containing_group_name
AL,ALTER,CRYPTOGRAPHIC PROVIDER,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
DR,DROP,CRYPTOGRAPHIC PROVIDER,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
CR,CREATE,CREDENTIAL,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
AL,ALTER,CREDENTIAL,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
DR,DROP,CREDENTIAL,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
CR,CREATE,EVENT SESSION,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
AL,ALTER,EVENT SESSION,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
DR,DROP,EVENT SESSION,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
CR,CREATE,ENDPOINT,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
AL,ALTER,ENDPOINT,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
DR,DROP,ENDPOINT,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
CR,CREATE,AVAILABILITY GROUP,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
AL,ALTER,AVAILABILITY GROUP,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
DR,DROP,AVAILABILITY GROUP,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
CR,CREATE,LOGIN,NULL,SERVER,SERVER_PRINCIPAL_CHANGE_GROUP,NULL,SERVER_PRINCIPAL_CHANGE_GROUP
CMLG,CREDENTIAL MAP TO LOGIN,CREDENTIAL,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
NMLG,NO CREDENTIAL MAP TO LOGIN,CREDENTIAL,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
CCLG,CHANGE LOGIN CREDENTIAL,LOGIN,NULL,SERVER,SERVER_PRINCIPAL_CHANGE_GROUP,NULL,SERVER_PRINCIPAL_CHANGE_GROUP
LGEA,ENABLE,LOGIN,NULL,SERVER,SERVER_PRINCIPAL_CHANGE_GROUP,NULL,SERVER_PRINCIPAL_CHANGE_GROUP
LGDA,DISABLE,LOGIN,NULL,SERVER,SERVER_PRINCIPAL_CHANGE_GROUP,NULL,SERVER_PRINCIPAL_CHANGE_GROUP
PWR,RESET PASSWORD,LOGIN,NULL,SERVER,LOGIN_CHANGE_PASSWORD_GROUP,NULL,LOGIN_CHANGE_PASSWORD_GROUP
PWRS,RESET OWN PASSWORD,LOGIN,NULL,SERVER,LOGIN_CHANGE_PASSWORD_GROUP,NULL,LOGIN_CHANGE_PASSWORD_GROUP
PWCS,CHANGE OWN PASSWORD,LOGIN,NULL,SERVER,LOGIN_CHANGE_PASSWORD_GROUP,NULL,LOGIN_CHANGE_PASSWORD_GROUP
PWC,CHANGE PASSWORD,LOGIN,NULL,SERVER,LOGIN_CHANGE_PASSWORD_GROUP,NULL,LOGIN_CHANGE_PASSWORD_GROUP
PWU,UNLOCK ACCOUNT,LOGIN,NULL,SERVER,LOGIN_CHANGE_PASSWORD_GROUP,NULL,LOGIN_CHANGE_PASSWORD_GROUP
PWMC,MUST CHANGE PASSWORD,LOGIN,NULL,SERVER,LOGIN_CHANGE_PASSWORD_GROUP,NULL,LOGIN_CHANGE_PASSWORD_GROUP
LGDB,CHANGE DEFAULT DATABASE,LOGIN,NULL,SERVER,SERVER_PRINCIPAL_CHANGE_GROUP,NULL,SERVER_PRINCIPAL_CHANGE_GROUP
LGLG,CHANGE DEFAULT LANGUAGE,LOGIN,NULL,SERVER,SERVER_PRINCIPAL_CHANGE_GROUP,NULL,SERVER_PRINCIPAL_CHANGE_GROUP
LGNM,NAME CHANGE,LOGIN,NULL,SERVER,SERVER_PRINCIPAL_CHANGE_GROUP,NULL,SERVER_PRINCIPAL_CHANGE_GROUP
PWPL,PASSWORD POLICY,LOGIN,NULL,SERVER,SERVER_PRINCIPAL_CHANGE_GROUP,NULL,SERVER_PRINCIPAL_CHANGE_GROUP
PWEX,PASSWORD EXPIRATION,LOGIN,NULL,SERVER,SERVER_PRINCIPAL_CHANGE_GROUP,NULL,SERVER_PRINCIPAL_CHANGE_GROUP
DR,DROP,LOGIN,NULL,SERVER,SERVER_PRINCIPAL_CHANGE_GROUP,NULL,SERVER_PRINCIPAL_CHANGE_GROUP
USTC,COPY PASSWORD,USER,NULL,DATABASE,USER_CHANGE_PASSWORD_GROUP,NULL,USER_CHANGE_PASSWORD_GROUP
CR,CREATE,SERVER ROLE,NULL,SERVER,SERVER_PRINCIPAL_CHANGE_GROUP,NULL,SERVER_PRINCIPAL_CHANGE_GROUP
AL,ALTER,SERVER ROLE,NULL,SERVER,SERVER_PRINCIPAL_CHANGE_GROUP,NULL,SERVER_PRINCIPAL_CHANGE_GROUP
DR,DROP,SERVER ROLE,NULL,SERVER,SERVER_PRINCIPAL_CHANGE_GROUP,NULL,SERVER_PRINCIPAL_CHANGE_GROUP
AL,ALTER,EVENT NOTIFICATION SERVER,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
DR,DROP,EVENT NOTIFICATION SERVER,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
CR,CREATE,TRIGGER SERVER,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
AL,ALTER,TRIGGER SERVER,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
DR,DROP,TRIGGER SERVER,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
CR,CREATE,SERVER AUDIT,NULL,SERVER,AUDIT_CHANGE_GROUP,NULL,AUDIT_CHANGE_GROUP
AL,ALTER,SERVER AUDIT,NULL,SERVER,AUDIT_CHANGE_GROUP,NULL,AUDIT_CHANGE_GROUP
DR,DROP,SERVER AUDIT,NULL,SERVER,AUDIT_CHANGE_GROUP,NULL,AUDIT_CHANGE_GROUP
AUSF,AUDIT SHUTDOWN ON FAILURE,SERVER AUDIT,NULL,SERVER,AUDIT_CHANGE_GROUP,NULL,AUDIT_CHANGE_GROUP
CR,CREATE,SERVER AUDIT SPECIFICATION,NULL,SERVER,AUDIT_CHANGE_GROUP,NULL,AUDIT_CHANGE_GROUP
AL,ALTER,SERVER AUDIT SPECIFICATION,NULL,SERVER,AUDIT_CHANGE_GROUP,NULL,AUDIT_CHANGE_GROUP
DR,DROP,SERVER AUDIT SPECIFICATION,NULL,SERVER,AUDIT_CHANGE_GROUP,NULL,AUDIT_CHANGE_GROUP
CR,CREATE,DATABASE AUDIT SPECIFICATION,NULL,DATABASE,AUDIT_CHANGE_GROUP,NULL,AUDIT_CHANGE_GROUP
AL,ALTER,DATABASE AUDIT SPECIFICATION,NULL,DATABASE,AUDIT_CHANGE_GROUP,NULL,AUDIT_CHANGE_GROUP
DR,DROP,DATABASE AUDIT SPECIFICATION,NULL,DATABASE,AUDIT_CHANGE_GROUP,NULL,AUDIT_CHANGE_GROUP
CR,CREATE,EVENT NOTIFICATION SERVER,NULL,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,SERVER_OBJECT_CHANGE_GROUP
ADBO,BULK ADMIN,SERVER,SERVER_OPERATION_GROUP,NULL,NULL,NULL,SERVER_OPERATION_GROUP
ALRS,ALTER RESOURCES,SERVER,SERVER_OPERATION_GROUP,NULL,NULL,NULL,SERVER_OPERATION_GROUP
ALST,ALTER SETTINGS,SERVER,SERVER_OPERATION_GROUP,NULL,NULL,NULL,SERVER_OPERATION_GROUP
XA,EXTERNAL ACCESS ASSEMBLY,SERVER,SERVER_OPERATION_GROUP,NULL,NULL,NULL,SERVER_OPERATION_GROUP
XU,UNSAFE ASSEMBLY,SERVER,SERVER_OPERATION_GROUP,NULL,NULL,NULL,SERVER_OPERATION_GROUP
ALTR,ALTER TRACE,SERVER,TRACE_CHANGE_GROUP,NULL,NULL,NULL,TRACE_CHANGE_GROUP
ALCN,ALTER CONNECTION,SERVER,SERVER_OPERATION_GROUP,NULL,NULL,NULL,SERVER_OPERATION_GROUP
ALSS,ALTER SERVER STATE,SERVER,SERVER_OPERATION_GROUP,NULL,NULL,NULL,SERVER_OPERATION_GROUP
AL,ALTER,RESOURCE GOVERNOR,NULL,SERVER,SERVER_OPERATION_GROUP,NULL,SERVER_OPERATION_GROUP
SVSR,SERVER STARTED,SERVER,SERVER_STATE_CHANGE_GROUP,NULL,NULL,NULL,SERVER_STATE_CHANGE_GROUP
SVSD,SERVER SHUTDOWN,SERVER,SERVER_STATE_CHANGE_GROUP,NULL,NULL,NULL,SERVER_STATE_CHANGE_GROUP
SVPD,SERVER PAUSED,SERVER,SERVER_STATE_CHANGE_GROUP,NULL,NULL,NULL,SERVER_STATE_CHANGE_GROUP
SVCN,SERVER CONTINUE,SERVER,SERVER_STATE_CHANGE_GROUP,NULL,NULL,NULL,SERVER_STATE_CHANGE_GROUP
APRL,ADD MEMBER,SERVER ROLE,NULL,SERVER,SERVER_ROLE_MEMBER_CHANGE_GROUP,NULL,SERVER_ROLE_MEMBER_CHANGE_GROUP
DPRL,DROP MEMBER,SERVER ROLE,NULL,SERVER,SERVER_ROLE_MEMBER_CHANGE_GROUP,NULL,SERVER_ROLE_MEMBER_CHANGE_GROUP
AS,ACCESS,OBJECT,NULL,DATABASE,SCHEMA_OBJECT_ACCESS_GROUP,NULL,SCHEMA_OBJECT_ACCESS_GROUP
CR,CREATE,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,NULL,NULL,SERVER_OBJECT_CHANGE_GROUP
AL,ALTER,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,NULL,NULL,SERVER_OBJECT_CHANGE_GROUP
DR,DROP,SERVER,SERVER_OBJECT_CHANGE_GROUP,NULL,NULL,NULL,SERVER_OBJECT_CHANGE_GROUP
CR,CREATE,SQL LOGIN,NULL,SERVER,SERVER_PRINCIPAL_CHANGE_GROUP,NULL,SERVER_PRINCIPAL_CHANGE_GROUP
DR,DROP,SQL LOGIN,NULL,SERVER,SERVER_PRINCIPAL_CHANGE_GROUP,NULL,SERVER_PRINCIPAL_CHANGE_GROUP
APRL,ADD MEMBER,ROLE,NULL,DATABASE,DATABASE_ROLE_MEMBER_CHANGE_GROUP,NULL,DATABASE_ROLE_MEMBER_CHANGE_GROUP
DPRL,DROP MEMBER,ROLE,NULL,DATABASE,DATABASE_ROLE_MEMBER_CHANGE_GROUP,NULL,DATABASE_ROLE_MEMBER_CHANGE_GROUP
USLG,CHANGE USERS LOGIN,USER,NULL,DATABASE,DATABASE_PRINCIPAL_CHANGE_GROUP,NULL,DATABASE_PRINCIPAL_CHANGE_GROUP
USAF,CHANGE USERS LOGIN AUTO,USER,NULL,DATABASE,DATABASE_PRINCIPAL_CHANGE_GROUP,NULL,DATABASE_PRINCIPAL_CHANGE_GROUP
DBCC,DBCC,DATABASE,DBCC_GROUP,SERVER,DBCC_GROUP,NULL,DBCC_GROUP
RS,RESTORE,DATABASE,BACKUP_RESTORE_GROUP,SERVER,BACKUP_RESTORE_GROUP,NULL,BACKUP_RESTORE_GROUP
TASA,TRACE AUDIT START,SERVER,TRACE_CHANGE_GROUP,NULL,NULL,NULL,TRACE_CHANGE_GROUP
TASP,TRACE AUDIT STOP,SERVER,TRACE_CHANGE_GROUP,NULL,NULL,NULL,TRACE_CHANGE_GROUP
C2ON,TRACE AUDIT C2ON,SERVER,TRACE_CHANGE_GROUP,NULL,NULL,NULL,TRACE_CHANGE_GROUP
C2OF,TRACE AUDIT C2OFF,SERVER,TRACE_CHANGE_GROUP,NULL,NULL,NULL,TRACE_CHANGE_GROUP
VSST,VIEW SERVER STATE,SERVER,SERVER_OPERATION_GROUP,NULL,NULL,NULL,SERVER_OPERATION_GROUP
VDST,VIEW DATABASE STATE,DATABASE,DATABASE_OPERATION_GROUP,SERVER,DATABASE_OPERATION_GROUP,NULL,DATABASE_OPERATION_GROUP
UDAU,USER DEFINED AUDIT,DATABASE,USER_DEFINED_AUDIT_GROUP,SERVER,USER_DEFINED_AUDIT_GROUP,NULL,USER_DEFINED_AUDIT_GROUP
SL,SELECT,OBJECT,NULL,SCHEMA,SELECT,Action,SCHEMA_OBJECT_ACCESS_GROUP
UP,UPDATE,OBJECT,NULL,SCHEMA,UPDATE,Action,SCHEMA_OBJECT_ACCESS_GROUP
RF,REFERENCES,OBJECT,NULL,SCHEMA,REFERENCES,Action,SCHEMA_OBJECT_ACCESS_GROUP
IN,INSERT,OBJECT,NULL,SCHEMA,INSERT,Action,SCHEMA_OBJECT_ACCESS_GROUP
DL,DELETE,OBJECT,NULL,SCHEMA,DELETE,Action,SCHEMA_OBJECT_ACCESS_GROUP
EX,EXECUTE,OBJECT,NULL,SCHEMA,EXECUTE,Action,SCHEMA_OBJECT_ACCESS_GROUP
RC,RECEIVE,OBJECT,NULL,SCHEMA,RECEIVE,Action,SCHEMA_OBJECT_ACCESS_GROUP
VWCT,VIEW CHANGETRACKING,OBJECT,NULL,SCHEMA,VIEW CHANGETRACKING,NULL,SCHEMA_OBJECT_ACCESS_GROUP
RF,REFERENCES,TYPE,NULL,SCHEMA,REFERENCES,NULL,SCHEMA_OBJECT_ACCESS_GROUP
EX,EXECUTE,TYPE,NULL,SCHEMA,EXECUTE,NULL,SCHEMA_OBJECT_ACCESS_GROUP
RF,REFERENCES,XML SCHEMA COLLECTION,NULL,SCHEMA,REFERENCES,NULL,SCHEMA_OBJECT_ACCESS_GROUP
EX,EXECUTE,XML SCHEMA COLLECTION,NULL,SCHEMA,EXECUTE,NULL,SCHEMA_OBJECT_ACCESS_GROUP
RF,REFERENCES,ASSEMBLY,NULL,DATABASE,DATABASE_OBJECT_ACCESS_GROUP,NULL,DATABASE_OBJECT_ACCESS_GROUP
IMP,IMPERSONATE,USER,NULL,DATABASE,DATABASE_PRINCIPAL_IMPERSONATION_GROUP,NULL,DATABASE_PRINCIPAL_IMPERSONATION_GROUP
RF,REFERENCES,MESSAGE TYPE,NULL,DATABASE,DATABASE_OBJECT_ACCESS_GROUP,NULL,DATABASE_OBJECT_ACCESS_GROUP
RF,REFERENCES,CONTRACT,NULL,DATABASE,DATABASE_OBJECT_ACCESS_GROUP,NULL,DATABASE_OBJECT_ACCESS_GROUP
SN,SEND,SERVICE,NULL,DATABASE,DATABASE_OBJECT_ACCESS_GROUP,NULL,DATABASE_OBJECT_ACCESS_GROUP
RF,REFERENCES,FULLTEXT CATALOG,NULL,DATABASE,REFERENCES,NULL,SCHEMA_OBJECT_ACCESS_GROUP
RF,REFERENCES,FULLTEXT STOPLIST,NULL,DATABASE,REFERENCES,NULL,SCHEMA_OBJECT_ACCESS_GROUP
RF,REFERENCES,SEARCH PROPERTY LIST,NULL,DATABASE,REFERENCES,NULL,SCHEMA_OBJECT_ACCESS_GROUP
RF,REFERENCES,SYMMETRIC KEY,NULL,DATABASE,DATABASE_OBJECT_ACCESS_GROUP,NULL,DATABASE_OBJECT_ACCESS_GROUP
RF,REFERENCES,CERTIFICATE,NULL,DATABASE,DATABASE_OBJECT_ACCESS_GROUP,NULL,DATABASE_OBJECT_ACCESS_GROUP
RF,REFERENCES,ASYMMETRIC KEY,NULL,DATABASE,DATABASE_OBJECT_ACCESS_GROUP,NULL,DATABASE_OBJECT_ACCESS_GROUP
IMP,IMPERSONATE,LOGIN,NULL,SERVER,SERVER_PRINCIPAL_IMPERSONATION_GROUP,NULL,SERVER_PRINCIPAL_IMPERSONATION_GROUP
LGIS,LOGIN SUCCEEDED,LOGIN,NULL,SERVER,SUCCESSFUL_LOGIN_GROUP,NULL,SUCCESSFUL_LOGIN_GROUP
LGIF,LOGIN FAILED,LOGIN,NULL,SERVER,FAILED_LOGIN_GROUP,NULL,FAILED_LOGIN_GROUP
LGO,LOGOUT,LOGIN,NULL,SERVER,LOGOUT_GROUP,NULL,LOGOUT_GROUP
LGB,BROKER LOGIN,SERVER,BROKER_LOGIN_GROUP,NULL,NULL,NULL,BROKER_LOGIN_GROUP
LGM,DATABASE MIRRORING LOGIN,SERVER,DATABASE_MIRRORING_LOGIN_GROUP,NULL,NULL,NULL,DATABASE_MIRRORING_LOGIN_GROUP
FT,FULLTEXT,SERVER,FULLTEXT_GROUP,NULL,NULL,NULL,FULLTEXT_GROUP
AUSC,AUDIT SESSION CHANGED,SERVER AUDIT,NULL,SERVER,NULL,NULL,NULL
