asn,asname
61674,"SPEED WIRELESS SERVICOS DE COMUNICACAO MULTIMIDIA"
61675,"RL Net LTDA"
61676,"WAYCONNECT INTERNET E TELECOM LTDA - ME"
61677,"E. Antunes & R. Oliveira Ltda"
61678,"NETWAY INFORMATICA LTDA"
61680,"SANIEL MARTINS DE SOUZA - ME"
61681,"MegaNet Telecom"
61683,"Migtel Telecomunicacoes ltda"
61684,"Provedor de Internet"
61685,"RCM SUPPLY INFORMATICA LTDA-ME"
61686,"Fast Link - Acesso Banda Larga"
61687,"PRO NET EMPREENDIMENTOS TECNOLOGICOS LTDA"
61688,"PAPANET REDESUL INTERNET"
61689,"INFORTEK NETWORKS LTDA -ME"
61690,"Central das Cooperativas de Credito do Estado do P"
61691,"NEPOMUCENO E TOCHETTO TELECOMUNICACOES LTDA - ME"
61692,"Mundo 7 Soluções em informática LTDA - ME"
61693,"RODRIGO MATTARAGGIA - ME"
61694,"SP2TELECOM LTDA ME"
61695,"Jet Link Telecomunicacoes LTDA"
61696,"HV COM. DE PROD. E SERV.DE INFORMATICA LTDA"
61697,"AIRCONECT_COMUNICACOES LTDA-ME"
61698,"WI FI TEC CONEXAO E TECNOLOGIA LTDA - ME"
61699,"Fernando Oliveira Cambuhy Informatica - ME"
61700,"Uai Telecom Comunicação Multimídia Ltda."
61701,"NARCELIO L DE SOUZA - ME"
61702,"Delta Telecom Ltda ME"
61703,"VELOO TELECOM LTDA"
61704,"Conectiva Telecom"
61705,"Infornet Serviços e Produtos de Informática LTDA"
61706,"Cleiton e Cleber Ltda"
61707,"SYSVOIP TELECOMUNICAÇÕES LTDA - ME"
61708,"INFOCAT INFORMÁTICA LTDA"
61709,"Dms Telecomunicações Ltda"
61710,"Sulminet Informatica Ltda - ME"
61711,"BOAVISTA- PROVEDOR DE INTERNET E INFORMATICA LTDA"
61712,"MEGA MINAS TELECOMUNICAÇÕES LTDA"
61713,"Virtual Internet Ltda Me"
61714,"Core3 Soluções em Tecnologia EIRELLI-ME"
61715,"Policard Systems e Serviços S/C Ltda"
61716,"Rede Tupiniquim de Comunicação Ltda - ME"
61717,"NetTri Telecom"
61718,"ELOS HOST BRASIL TELECOMUNICACOES EIRELI - ME"
61719,"SP TELECOMUNICAÇÕES LTDA"
61720,"Susan C. Correia Padilha"
61721,"Petróleo Brasileiro S/A - Petrobras"
61722,"FLACKNET TELECOMUNICAÇÕES LTDA ME"
61723,"DIGINET INFORMATICA BAHIA LTDA - ME"
61724,"MASTERNET TELECOM LTDA ME"
61725,"MR Telecom"
61726,"Orixinet Telecom Ltda - Epp"
61727,"Speedzone Telecomunicações Ltda"
61728,"Infonavi Telecomunicações Ltda - Me"
61729,"CB NET INTERNET LTDA"
61730,"TECHNET-WIFI TELECOM LTDA ME"
61731,"Work 349 Internet Provedores ltda - ME"
61732,"HOBY INTERNET TECNOLOGIA"
61734,"PRISMA TELECOM"
61735,"RIX INTERNET LTDA"
61737,"Computex Informática Ltda"
61738,"Sec. de Estado de Plan. e Orçamento do DF"
61739,"FUNCIONAL INFORMATICA LTDA -ME"
61740,"WMW Comunicações Produções e Publicidade Ltda"
61741,"FG INTERLIGA LTDA"
61742,"Versatil Solução Empresarial Ltda ME"
61744,"power net telecom eireli-me"
61745,"NBS TELECOM"
61746,"MF TELECOMUNICAÇÕES"
61748,"Dkirosnet Serviços de Internet"
61749,"FUNDACAO DE ENSINO E PESQ SUL DE MINAS"
61750,"W H DOS ANJOS MENEZES"
61751,"sintnet telecomunicaçoes e informatica"
61752,"BATISTA PEREIRA INFORMATICA LTDA."
61753,"CLEYTON DE SALES COSTA - ME"
61754,"Neide de Magalhães - ME"
61755,"TECSOFTNET SOLUÇÕES EM INFORMÁTICA LTDA - ME"
61756,"NETPONTAL PROVEDOR DE INTERNET LTDA - ME"
61757,"W V fermandes me"
61758,"TOP NET SERVIÇOS LTDA"
61759,"BIASUS E BIASUS LTDA - ME"
61760,"JSL S/A"
61761,"AGATANGELO TELECOM E INTERNET LTDA"
61762,"CONECTABR SISTEMAS DE COMUNICAÇÕES LTDA"
61763,"Poxley Provedor de Internet Ltda"
61764,"Rio Grande Tecnologia e Comunic Multimidia Ltda"
61765,"VIVA TELECOMUNICACOES LTDA- ME"
61766,"Adenor Luiz Gnoatto ME"
61767,"AQUINO & SILVA COM SERV DE INFOR LTDA ME"
61768,"Net Infinito Telecom"
61769,"Petry Eletronica e Informatica Ltda me"
61770,"Valtemir José Frighetto"
61771,"COMERCIO E SERVICOS DE INFORMATICA LTDA ME"
61772,"Braudes e Sá Ltda"
61773,"G+ NETWORK TELECOM EIRELI - ME"
61774,"NEWNET INTERNET BANDA LARGA"
61775,"AW TELECOM LTDA - ME"
61776,"PROSERVNET PRODUTOS E SERVICOS EIRELI - ME"
61777,"GNET COMUNICAÇÃO E INFORMATICA EPP"
61778,"R2 Comércio e Serviços de Informática Ltda"
61779,"Prefeitura do Municipio de Piracicaba"
61781,"CEVA LOGISTICS LTDA"
61782,"WNNet Telecom"
61784,"AltaNet Telecom e Inf. LTDA-ME"
61785,"Via Radio Dourados Informatica Ltda"
61786,"E. D. SERVIÇOS DE COMUNICAÇÕES LTDA"
61787,"NEWCOMP INFORMATICA E TECNOLOGIA LTDA"
61788,"Synkro Soluções em Informática LTDA ME"
61789,"PORTO SEGURO CIA DE SEGUROS GERAIS"
61790,"CEARA TELECOMUNICACOES LTDA - ME"
61792,"MDANET SERVICOS DE COMUNICACAO E INFORMATICA LTDA"
61793,"ELLONET SOLUCOES EM TECNOLOGIA LTDA - ME"
61794,"DONATO JUNIOR E CIA LTDA"
61795,"Arion Servicos de Telecomunicacoes LTDA"
61796,"NS Internet Ltda ME"
61797,"CARANGOLA TELECOMUNICACOES LTDA-EPP"
61798,"TELECOM PONTONET"
61799,"Antonio Nogueira de Oliveira ME"
61800,"Utinga Eletro Informática Comercial LTDA"
61801,"Eletropaulo Metropolitana Eletric. de S. Paulo S/A"
61802,"E2Network Telecom Brasil Ltda."
61803,"Provedor Corporativo Internet Ltda"
61804,"TRANS KOTHE TRANSPORTES RODOVIARIOS S/A"
61805,"Emex Telecomunicações do Brasil LTDA"
61806,"W DE SOUZA POLVORA ME"
61807,"Ministério da Educação"
61808,"SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA"
61810,"Webfibra Telecomunicações Eireli ME"
61811,"STAR NET DIVINO LTDA - EPP"
61812,"PALMA COMERCIO DE MATERIAIS DE INFORMATICA EIRELI"
61813,"EDGE4M CONSULTORIA EM INFRAESTRUTURA LTDA."
61814,"Empresa Brasileira de Ens.Peq.Extensão S/A-EMBRAE"
61816,"L. H. MELLON MIRANDA INFORMÁTICA - ME"
61817,"Halley Telecom Comercio & Serviço Ltda Me"
61818,"Miriam dos Santos Oliveira ME"
61819,"K L M SERVICOS DE TELECOMUNICACOES LTDA"
61820,"Ipunet Telecom"
61821,"Barcelos Comércio de equipamentos de informatica"
61822,"EDNEY NUNES ZACARONE - ME"
61823,"SPINT PROVEDOR DE INTERNET LTDA"
61824,"S. R. Dias Alves - ME"
61825,"GITEL TELECOMUNICACOES"
61826,"Nethouse Telecom"
61827,"PZ NET"
61828,"NETWISE INFORMATICA LTDA"
61829,"CNET TELECOM"
61830,"NETTRON TELECOMUNICACOES LTDA - ME"
61831,"GIGANET PROVEDOR DE INTERNET LTDA"
61832,"Fortel Fortaleza Telecomunicacoes Ltda"
61833,"P. R. LIMA & CIA LTDA"
61834,"JACOMELI TELECOM"
61835,"Unimed Est. SP - Federeção est. das coop. médicas"
61836,"CYBERLAN SERVIÇOS DE TELECOMUNICAÇÕES LTDA"
61837,"PROVEDOR COPYNET"
61838,"WHG- TECNOLOGIA ORGANIZACIONAL LTDA"
61839,"REGIS NET INFORMATICA LTDA - ME"
61840,"VALSPE SOLUCOES EM INFORMATICA LTDA - ME"
61841,"UNIVERSIDADE SEVERINO SOMBRA"
61842,"PLUGNET ONLINE"
61843,"ADP Brasil LTDA"
61844,"NEW MASTER PROVEDOR DE ACESSO A INTERNET"
61845,"Grande Rede Comunicacao Multimidia Ltda - ME"
61846,"Blankenburg Comunicações Ltda"
61847,"FJB COMÉRCIO DE PRODUTOS DE INFORMÁTICA LTDA"
61849,"RIO ONLINE. NET LTDA"
61850,"A2 TELECOMUNICACOES LTDA"
61851,"Garra Telecom Ltda"
61852,"Fundacão para Inovações Tecnológicas - FITec"
61853,"WSCAN TELECOM LTDA ME"
61854,"CLICKNET TELECOM PROVEDOR DE INTERNET LTDA"
61855,"NOVA NET TECNOLOGIA LTDA - ME"
61856,"Viamar Telecom"
61857,"SpeedFast Telecom Ltda"
61858,"PRIME SYSTEM INFORMATICA"
61859,"Luup Telecomunicações LTDA - ME"
61860,"ZAPNET-MS INTERNET DIGITAL"
61862,"PROVEDOR DE INTERNET DE ANAPU LTDA - ME"
61863,"TVAC TV ANTENA COMUNITÁRIA LTDA EPP"
61864,"NETVISION TELECOM LTDA - ME"
61865,"L.T.Oliveira Nunes -ME"
61866,"INTELBRAS S.A. INDUSTRIA DE TELECOMUNICACAO ELETRO"
61867,"GIGACOM DO BRASIL LTDA"
61868,"NETFACIL INTERNET VIA RADIO E INFORMATICA LTDA - M"
61869,"Mundo Digital Provedor"
61870,"Gcu Serviços de Provedor Ltda"
61871,"SiqueiraLink Internet Banda Larga"
61872,"CRZNET TELECOM LTDA"
61873,"BORBA PROVEDOR LTDA"
61874,"S.R. da Silva Telecomunicaçoes"
61876,"DELTA CONNECT"
61877,"NET HOUSE TECNOLOGIA"
61878,"FIBER CONECTIVIDADE LTDA ME"
61879,"América Latina Educacional Adm. e Serviços LTDA"
61880,"Hospital de Clínicas de Porto Alegre"
61881,"UNIMED PORTO ALEGRE COOPERATIVA MEDICA LTDA"
61882,"VILAVNET SOLUCOES EM INFORMATICA LTDA-ME"
61883,"IDC CORPORATE - SOLUCOES DE DATA CENTER LTDA - EPP"
61884,"NORTE TELECOMUNICAÇÕES MULTIMIDIA LTDA"
61885,"MGNETMOC LTDA"
61886,"MC MEIRA PROVEDOR DE ACESSO LTDA"
61888,"GFT COMERCIO DE TELEFONIA E COMUNICACAO LTDA"
61889,"BRASIL DIGITAL TELECOMUNICACOES LTDA"
61890,"Adaptlink Serviços de Comunicação Multimídia Ltda."
61892,"MONISAT SISTEMA DE INFORMAÇÃO E MONITORAMENTO"
61893,"RM dos Santos Informatica"
61894,"FreeBSD Brasil LTDA"
61895,"EZEQUIEL DOS SANTOS ALVES - INTERNET"
61896,"Systemsat Soluções e Consultoria em comunicação"
61897,"Mgtek Informática LTDA"
61898,"Foco Servicoes de Telecomunicacoes Ltda Me"
61899,"CERVEJARIA PETROPOLIS S/A"
61900,"Mais Internet LTDA EPP"
61901,"RMR Assessoria Técnica em Teleinformática LTDA-ME"
61902,"Technology Ltda"
61903,"MUNICIPIO DE NOVO HAMBURGO"
61904,"GERAIS ON LINE INFORMATICA LTDA - ME"
61905,"CONNECTVIP PRESTACAO DE SERVICOS"
61906,"UNIMAX TELECOM"
61908,"Nova Net Telecomunicações Ltda"
61910,"Dvoranem E Fernandes Ltda"
61911,"RIDERSON MENDES BORGES - ME"
61912,"UAILINK LTDA"
61913,"wds telecom e tecnologia da informacao"
61914,"Roberto Keller - ME"
61915,"SICALNET-Comercio de Equipamentos de Informatica L"
61916,"Stargateway Informatica e Telecomunicacoes Ltda"
61917,"LUCARONI TELECOM LTDA ME"
61918,"RALUEL COMERCIO LTDA ME"
61919,"AR3 Servicos EIRELI ME"
61920,"Link Explorer Telecomunicação Ltda"
61921,"blucomptec informatica ltda me"
61922,"Conexao Telematica LTDA"
61923,"SUNWAY TELECOM LTDA"
61924,"3E TELECOM"
61925,"MEGABYTE PROVEDOR DE INTENET LTDA"
61927,"VIPNET TELECOM"
61928,"ALEXANDRE BISPO COMUNICAÇÃO ME"
61929,"RODRIGUES E NECKEL LTDA - ME"
61930,"Telecomunicações Riograndense Ltda"
61931,"EGTECH TELECOM LTDA"
61932,"JCN COMUNICACOES E INFORMATICA LTDA ME"
61933,"Prefeitura Municipal de Tangara da Serra"
61934,"Puma Internet Tecnologia de Comunicação LTDA Me"
61935,"Quick Comunicações.net LTDA."
61936,"VIA TEC WIRELESS TECNOLOGIA LTDA"
61937,"Oquei Soluções em TI"
61938,"Damaris Figueredo Antunes e Cia Ltda"
61939,"MICRORCIM PRO NET DO BRASIL INFORMÁTICA LTDA"
61940,"Patrimônio Monitoramento Eletrônico LTDA."
61941,"Enove Soluções em Comunicação Ltda"
61942,"BRUNO TODER SANTOS-ME"
61943,"Francisco Jose Rodrigues Teixeira - ME"
61944,"FFA SOLUÇÕES TECNOLOGICAS LTDA - ME"
61945,"2R TELECOM S/A"
61946,"Mob Soluções Tecnologicas LTDA ME"
61947,"supernet telecomunicaçoes e informatica ltda"
61948,"INFOMAC SOLUÇÕES EM INFORMÁTICA LTDA"
61949,"FACILITI TELECOM"
61950,"Nossa Telecom Telecomunicações Ltda"
61951,"BRASIL-IP TELECOMUNICACOES LTDA - ME"
61952,"OU cloud.ee"
61954,"Enigma Expert Net SRL"
61955,"ColocationIX GmbH"
61956,"TCC The Computer Company B.V."
61958,"Asist Telecommunications Srl"
61959,"PE MP Trade"
61960,"Cloud Laboratory Ltd"
61961,"Nellicus Networks, LLC"
61962,"Sakht Tajhizat Sepahan PJS"
61963,"Marka VIP General Trading LLC"
61964,"Freedom Ltd."
61965,"PE Ziyangirova Tetyana Volodymirovna"
61966,"FMA Bilisim Teknolojileri Sanayi ve Ticaret LTD STI"
61967,"telematis Netzwerke GmbH"
61969,"Team Internet AG"
61970,"Syselcom Mutuelle Informatique SA"
61971,"Sarlink Telecom LLC"
61972,"Volna Telecom Ltd."
61975,"Global Net Technology AD"
61976,"OOO Network of data-centers Selectel"
61977,"Vivo Trade L.P."
61978,"York UK Hosting Ltd"
61979,"PE Nikulin Alexey Vyacheslavovich"
61980,"STIS Engineering co. LTD"
61981,"Mach3net s.r.o."
61982,"Wolfgang Schlichtner trading as SchlichtnerProjecting e.U."
61983,"Instytut Meteorologii i Gospodarki Wodnej - Panstwowy Instytut Badawczy"
61984,"Reseau Concept SARL"
61985,"Technolink Ltd."
61986,"Ivano-Frankivsk INFOCOM LLC"
61987,"PTS IT Services AG"
61988,"PE Roket.Net"
61989,"Company Simple Ltd."
61990,"Vaisala Oyj"
61991,"Cjsc Kraus-m"
61993,"TECS telecommunication & e-commerce solutions GmbH"
61995,"KRK sistemi d.o.o. za telekomunikacije"
61996,"Illusion Net Eood"
61997,"FOP Spichkin Andrey Mikolaevich"
61998,"SzerverPlex.hu KFT."
61999,"Motiv It Masters B.v."
62000,"Netrix SAS"
62001,"Aphelion Consulting AB"
62002,"Rissa Kraftlag SA"
62003,"baten-lastendienst Logius"
62004,"JSC Virtualization Technology Center"
62005,"Layo Net SRL"
62006,"Unecha Television Network Ltd."
62007,"MavianMax srl"
62008,"Cable Systems Ltd"
62009,"Informatica System S.r.l."
62010,"3DATA LLC"
62011,"UNHfree.net z.s."
62012,"Delta Generali Osiguranje ADO Beograd"
62013,"Societatea Comerciala Click-COM SRL"
62014,"Telegram Messenger LLP"
62015,"BIN BG Ltd."
62017,"Commercegate Ireland LTD"
62019,"Bitriver Rus LLC"
62020,"Net Sat AB"
62021,"Latisys-Denver, LLC"
62022,"City of Espoo"
62023,"NYNEX satellite OHG"
62024,"Sihtasutus Eesti Tervishoiu Pildipank"
62025,"Komenda Glowna Panstwowej Strazy Pozarnej"
62026,"Fink Telekomunikasyon Hizmetleri Ticaret Limited Sirketi"
62027,"Digital Communication ltd."
62028,"PE Bedniy Alexander Sergeevich"
62029,"Chamber of Commerce and Industry of the Russian Federation"
62030,"Fresenius Medical Care Romania Srl"
62031,"Tomasz Gasior trading as Sownet"
62032,"Millenium Pro Design Srl"
62033,"Cloudeus Sl"
62034,"Bgs Divizia De Securitate Srl"
62035,"Byteworks GmbH"
62036,"VMK Optoelektronika Ltd."
62037,"Transcard Financial Services EAD"
62038,"Regie Municipale D'electricite"
62039,"Iran Power Plant Projects Management (MAPNA) PJS"
62040,"Innovative Telecommunications LLC"
62041,"Telegram Messenger LLP"
62042,"Ifb Finwest SA"
62043,"Repsol S.A."
62044,"Zscaler Switzerland GmbH"
62046,"Naitex LLC"
62048,"Avini cultural and Art Institute"
62050,"Amica Wronki SA"
62051,"42NET Marvin Cloud Kft"
62052,"asnicom Eood"
62053,"Dynamic Parcel Distribution SA"
62054,"Horizont Comunicazioni S.r.l."
62055,"Suvoz Global Services S.l."
62056,"State Budgetary Health Care Institution of Arkhangelsk Region - Medical Information and Anal"
62057,"Neopost ID SA"
62058,"Etspubli Radio-television Belge De La Communaute Francaise"
62059,"Turbo Leisure Ltd"
62061,"Greekstream Networks"
62062,"Network Kazakhstan LLC"
62063,"Federal State Institution of Culture State Academic Bolshoi Theatre of Russia"
62064,"Closeness S.L."
62065,"KORUS Consulting CIS Ltd."
62066,"TOV Atracom"
62067,"Telecom Service LLC"
62068,"SpectraIP B.V."
62069,"Telecommunication Union Ltd."
62070,"Coral Travel Market LLC"
62071,"Datahost SRL"
62074,"Solutions Center Srl"
62075,"Julian Lannert"
62076,"Otcex SA Plc"
62077,"DT Iletisim Hizmetleri A.S."
62078,"Patrick Velder"
62080,"Adrian Almenar Serrano"
62081,"Stowarzyszenie e-Poludnie"
62082,"Hostland LTD"
62083,"Fio banka, a.s."
62086,"VIA-ONLINE GmbH"
62087,"Uniregistry Corp"
62088,"SinaroHost LTD"
62090,"Randers Kommune"
62091,"PE Oleynik Valentin Sergeevich"
62092,"LTV Europe Sicherheitstechnik GmbH i.G."
62093,"Cicorella srl"
62094,"Midasplayer AB"
62095,"DT Iletisim Hizmetleri A.S."
62096,"Enables IT Limited"
62097,"The Learning Network B.V."
62098,"Espix Network SPRL"
62099,"JM-Net, z.s."
62100,"Mahmoud El Kasir trading as KASIR NETWORKS"
62101,"Compania Nationala Aeroporturi Bucuresti SA"
62102,"Informacni sluzby energetika a.s."
62103,"AirLink Ltd."
62104,"Computer Service Internet Service Provider S.L."
62105,"Jonaz B.V."
62106,"Cable Internet Systems Ltd."
62107,"N Telecom SRL"
62108,"TechnoKad Ltd."
62110,"Leader PI CI Ltd."
62111,"Limited Liability Partnership ENRC Kazakhstan"
62112,"Xconnect Global Networks Limited"
62113,"Kracon ApS"
62114,"GARMIN Cluj SRL"
62115,"State Specialized Russian Export-Import Bank (Joint-Stock Company)"
62116,"Benders Sverige AB"
62117,"Subsidiary with 100 percent foreign investment SELDIKO"
62119,"root SAS"
62120,"Romservice Telecomunicatii SRL"
62121,"carbon14.dk v/Lars Brun Nielsen"
62122,"Renaissance Life Insurance Company Limited"
62123,"Rapid Telecommunications W.L.L."
62125,"Peopleware ICT Solutions B.V."
62126,"Senia Systems ApS"
62127,"Elgeka-Ferfelis Romania SA"
62128,"LLC 'RT'"
62129,"Wireless Connect Ltd."
62130,"LLC Trans Analitica"
62131,"op5 AB"
62132,"Mehregan Ertebatat Novin Asia Co."
62133,RANHiGS
62134,"IHNetworks, LLC"
62135,"Inspiring Networks BV"
62136,"U46 LTD"
62137,"Manzoomeh Negaran Co. (PJS)"
62138,"Aarhus Universitet"
62139,"Gottex Brokers SA"
62140,"Rightel Communication Service Company PJS"
62141,"Compagnie Nationale Du Rhone S.A."
62142,"Konnektika LLC."
62143,"FSUE RTRN"
62144,"Bbac S.a.l."
62145,"BANGO.NET Ltd"
62146,"OPTI Scientific Production Enterprise Ltd"
62149,"Verein Kabel-TV Gerlos"
62150,"BARS Group JSC"
62151,"Cromtel Prod Impex Srl"
62152,"NAPRZOD INWESTYCJE Sp z o.o."
62153,"Pejvak Ertebat Noandish LLC"
62154,"Nocsoft S.R.L."
62156,"HXS GmbH"
62157,"National Iranian Copper Industry Company PJS"
62159,"Happy Technik s.r.o."
62160,"Yes Networks Unlimited Ltd"
62161,"PRO-PING d.o.o."
62162,"GES Services SRL"
62163,"IP River Limited"
62164,"Heymman Servers Corporation"
62165,"PE Computer Systems and Networks"
62166,"Spadhausen SRL Unipersonale"
62167,"Tismi BV"
62168,"Broighter Networks Limited"
62169,"JSC Smart Engineering"
62170,"JSC BPS-Sberbank"
62171,"V-Power Srl"
62172,"Neonix Web Services Limited"
62173,"Sepehr System Kish Company (ltd)"
62174,"Interpan Ltd."
62176,"EZE A.S."
62177,"oscon itk GmbH"
62178,"MASTER IT Technologies, a.s."
62179,"UAB Ecofon"
62180,"Eskilstuna Kommun"
62181,"FOP Vlasov Maksim Vladimirovich"
62182,"Barrage d.o.o."
62183,"Bredbandsson AB"
62184,"Michal Nowak"
62185,"Ricci SDC SRL"
62186,"Gjovik Kommune"
62187,"Creditwest Bank Ltd"
62188,"Domeincloud B.V."
62189,"Travel Tech Srl"
62190,"Dropbox Inc."
62192,"Efficiency Network SAS"
62193,"BCIX Management GmbH"
62194,"NOKIA Corporation"
62195,"Stantec UK Limited"
62196,"Rayan Ravesh Sena Ltd"
62197,"CJSC VTB Bank (Belarus)"
62198,"Melal Credit Company (Public Joint Stock)"
62199,"Verne Real Estate II ehf"
62200,"JSC ISPsystem"
62201,"Krzysztof Trzop trading as KTM Telekom"
62202,"Union Technique du Batiment Societe cooperative a forme anonyme a capital variable"
62203,"Uab Etronika"
62204,"Eurowings Aviation GmbH"
62205,"Unitel, LLC"
62206,"Pitline Ltd"
62207,"Foreign company Uranium One Holding N.V."
62208,"Liner Limited Liability Company"
62210,"Danske Commodities A/S"
62211,"Vodafone Mobile Operations Ltd."
62212,"SmartApe OU"
62214,"RackForest Kft."
62215,"Vomar Voordeelmarkt B.V."
62217,"VooServers Ltd"
62218,"Ultra Telecom Ltd."
62221,"Amayama Auto Co., Ltd."
62222,"QuickSoft LLC"
62223,"Time-Net Private Company for Internet and Wireless Services Ltd."
62224,"Bullhorn, International Limited"
62225,"Dataservice AS"
62226,"Anais Software Services SRL"
62227,"Cloudhelix Limited"
62229,"Fars News Agency Cultural Arts Institute"
62230,"Jie Zheng"
62231,"South Ukrainian Network Information Center, Ltd"
62232,"Banca Comerciala MOLDOVA-AGROINDBANK SA"
62233,"Public Joint-Stock Company Bank Otkritie Financial Corporation"
62234,"Rokabear, LLC"
62235,"Albacete Sistemas y Servicios SL"
62236,"OJSC Sberbank of Russia"
62238,"Sina Electronic Development Company (PJS)"
62239,"Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH"
62240,"Clouvider Limited"
62241,"Forest Net LTD"
62242,"CREIS SAS"
62243,"V Kontakte LLC"
62244,"Watch Tower Bible and Tract Society of Britain"
62246,"Transmedia LLC"
62247,"BTK CJSC"
62248,"Modirum Mdpay Ou"
62250,"SINA ATINET Company (Ltd)"
62251,"Dremuchij Les Ltd"
62252,"JSC Kor Standard Bank"
62253,"JSC Rossiyskiy Kredit Bank"
62254,"Vision 2099 AB"
62255,"Asmunda New Media Ltd."
62256,"Internet Service Provider Petabyte Ltd."
62257,"PE Osetrov Konstantin Alexandrovitch"
62258,"Profim Sp zoo"
62259,"Intelesi LLC"
62260,"Ab Lietuvos Pastas"
62261,"Joint-stock company Internet Exchange MSK-IX"
62262,"Qubic Group Plc"
62263,"Hosh Ertebat Zarandieh (Zarandieh Communication Intelligence) Company LLC"
62264,"All-Russian Research Institute of Hydrometeorological Information-World Data Center (RIHMI-W"
62265,"Mahan Air Ltd"
62266,"Cherpakov Aleksey Vladimirovich"
62267,"Net365 Ltd"
62268,"Open Joint Stock Company Electronic Moscow"
62269,"Lukas Schauer"
62270,"asphericon GmbH"
62272,"OblTelecomService LLC"
62273,"Open Joint Stock Company Ofset"
62274,"Kibris Iktisat Bankasi Limited (cyprus Economy Bank Limited)"
62275,"S.r.l."
62276,"Michael Gottsberger"
62279,"Autoritatea Navala Romana"
62281,"Videomag Srl"
62282,"UAB Rakrejus"
62283,"DFW LLC"
62284,"Ariya Net Abazar Pjsc"
62285,"Canal+ Luxembourg Sarl"
62286,"PremierKom OOO"
62287,"JSC ER-Telecom Holding"
62290,"Tecnoservizi S.r.l."
62291,"esacom GmbH"
62292,"EZIT Kft."
62293,"Uralchem, JSC"
62295,"LLC MKK Jet Money Microfinance"
62296,"Vital Network Group, LLC"
62297,"WEBSALE AG"
62298,"Computer Systems Consulting s.r.o."
62299,"Bluematrix Research LTD"
62300,"Intercom LLC"
62301,"Drustvo za telekomunikacije, promet roba i usluga, export-import IPMONT d.o.o. Podgorica"
62302,"Soft Dreams SRL"
62303,"PEERIX LTD"
62304,"Novo Vltech Solutions SRL"
62305,"Nordic Growth Market NGM AB"
62306,"8x8 Research and Innovations SRL"
62307,"Land Power Srl"
62308,"Bibus Menos Sp. z o.o."
62309,"Agro-Invest CJSC"
62310,"managedhosting.de GmbH"
62311,"Intersensor SRL"
62313,"Proact IT UK Limited"
62314,"Atmospherica Ltd."
62315,"NN Lease SRL"
62316,"OOO Contact-center GRAN"
62317,"Macnetix GmbH"
62318,"Bimeh Ma"
62319,"It Relation As"
62321,ARSIM
62322,"YONDER SRL"
62323,"Lyuba Pesheva"
62324,"Systemtech AS"
62325,"Ingenico e-Commerce Solutions BVBA"
62327,"PE Yuriychuk Vitaly Ivanovich"
62328,"ANDRZEJ WISNICKI trading as AGG"
62329,"Team First Software & Consulting S.r.l."
62330,"ASH Ltd"
62331,"Media Holding TVK Ltd."
62332,"Telplay SL"
62333,"OOO Yulia"
62334,"Middle East Cloud Processing Co.Ltd."
62335,"Global Remote Services S.R.L."
62336,"PURtel.com GmbH"
62337,"S.c. tele-luci S.r.l."
62338,"Crystal GmbH"
62339,"AKB ChuvashCreditPromBank PJSC"
62340,"Infotelecom SP Ltd."
62341,"Kontrast Communication Services GmbH"
62342,"Arobs Transilvania Software SRL"
62343,"Ely Com Srl"
62344,"ITAR-TASS State Enterprise"
62345,"JSC Almaz-Antey MSDB"
62346,"Xtrakter Ltd"
62347,"MTS PJSC"
62350,"IT Mir LLC"
62351,"Municipal unitary company Novopolotsk city Novopolotsk cable television Vector"
62352,"NETLLAR SL"
62353,"Dataplace B.V."
62354,"Caseso GmbH"
62355,"Network Dedicated SAS"
62356,"IT-Novation LLC"
62357,"2M-IT Oy"
62358,"Mosenergosbyt PJSC"
62359,"3Q Medien GmbH"
62360,"PE Tikhonov Konstantin Aleksandrovich"
62361,"Ntero Ltd."
62362,"Aria Hamrah Samaneh PJSC"
62363,"Ertl & Gross OG"
62364,"Plymouth City Council"
62365,"desaNet Telekommunikation Sachsen Ost GmbH"
62366,"Stolica Telecom Ltd."
62367,"Pardakht Nowin Arian PLC"
62368,"Taif Al Omnnea for the Distribution of Communication equipments Ltd"
62369,"Quick Sigorta A.S."
62370,"Snel.com B.V."
62371,"Proton AG"
62372,"Media Vision Ltd"
62373,"Christian Singerl"
62374,"Andy Mace"
62375,"Raya Negar Radin Namdar Information and Technology Company (LTD)"
62377,"Rockwell Automation B.V."
62378,"MiaTel LLC"
62379,"Sova Ltd."
62380,"Bunea TELECOM SRL"
62381,"Deltatre S.p.A."
62382,"LLC KDV Grupp"
62383,"Lambrechts Data Services VOF"
62385,"Bertsch Holding GmbH"
62386,"Aspilink Ltd."
62388,"Metropolitan Interlink Srl"
62389,"OJSC scientific and production corporation Irkut"
62390,"NexonHost Srl"
62391,"Comm-IT EDV DienstleistungsgmbH"
62392,"FOSDEM VZW"
62393,"Zaklad Uslug Komputerowych EXE"
62394,"BitByte OU"
62395,"Alpha Domein Development LTD"
62396,"Marcel Krueger"
62398,"Territorio Energia Ambiente S.p.A. Mantova in forma abbreviata TEA S.p.A."
62401,"Node4 Limited"
62402,"University of Qatar"
62403,"Disk Group Ltd."
62404,"MicFinance Plus LLC"
62405,"Brouzdal, s.r.o."
62406,"Go Meta Ventures Ltd"
62407,"MHCOM GmbH"
62408,"Provista UK Ltd"
