"mitre_tactic_id","mitre_tactic","mitre_tactic_label","mitre_tactic_url","mitre_tactic_index","mitre_techniques","mitre_record_type","mitre_platform","mitre_description","mitre_url","mitre_detection","mitre_technique_id","mitre_technique","mitre_technique_deprecated","mitre_technique_has_parent","mitre_technique_parent","mitre_sub_techniques","mitre_sub_technique_count","mitre_threat_group_name","mitre_threat_group_aliases","mitre_threat_group_url","mitre_threat_group_id","mitre_software_name","mitre_software_type","mitre_software_platform","mitre_software_url"
TA0104,execution,,,,,"mitre_technique",None,"Adversaries may attempt to gain access to a machine via a Graphical User Interface (GUI) to enhance execution capabilities. Access to a GUI allows a user to interact with a computer in a more visual manner than a CLI. A GUI allows users to move a cursor and click on interface objects, with a mouse and keyboard as the main input devices, as opposed to just using the keyboard.

If physical access is not an option, then access might be possible via protocols such as VNC on Linux-based and Unix-based operating systems, and RDP on Windows operating systems. An adversary can use this access to execute programs and applications on the target machine.","https://attack.mitre.org/techniques/T0823",,T0823,"Graphical User Interface",False,False,,,0,,,,,,,,
TA0108,"initial-access",,,,,"mitre_technique",None,"Adversaries may setup a rogue master to leverage control server functions to communicate with outstations. A rogue master can be used to send legitimate control messages to other control system devices, affecting processes in unintended ways. It may also be used to disrupt network communications by capturing and receiving the network traffic meant for the actual master. Impersonating a master may also allow an adversary to avoid detection. 

In the case of the 2017 Dallas Siren incident, adversaries used a rogue master to send command messages to the 156 distributed sirens across the city, either through a single rogue transmitter with a strong signal, or using many distributed repeaters. (Citation: Bastille April 2017) (Citation: Zack Whittaker April 2017)","https://attack.mitre.org/techniques/T0848",,T0848,"Rogue Master",False,False,,,0,,,,,,,,
TA0104,execution,,,,,"mitre_technique",None,"Adversaries may directly interact with the native OS application programming interface (API) to access system functions. Native APIs provide a controlled means of calling low-level OS services within the kernel, such as those involving hardware/devices, memory, and processes. (Citation: The MITRE Corporation May 2017) These native APIs are leveraged by the OS during system boot (when other system components are not yet initialized) as well as carrying out tasks and requests during routine operations. 

Functionality provided by native APIs are often also exposed to user-mode applications via interfaces and libraries. For example, functions such as memcpy and direct operations on memory registers can be used to modify user and system memory space.","https://attack.mitre.org/techniques/T0834",,T0834,"Native API",False,False,,,0,,,,,"Triton
PLC-Blaster
Stuxnet","malware
malware
malware","none
none
Windows","https://attack.mitre.org/software/S1009
https://attack.mitre.org/software/S1006
https://attack.mitre.org/software/S0603"
TA0105,impact,,,,,"mitre_technique",None,"Adversaries may attempt to disrupt essential components or systems to prevent owner and operator from delivering products or services. (Citation: Corero) (Citation: Michael J. Assante and Robert M. Lee) (Citation: Tyson Macaulay) 

Adversaries may leverage malware to delete or encrypt critical data on HMIs, workstations, or databases.

In the 2021 Colonial Pipeline ransomware incident, pipeline operations were temporally halted on May 7th and were not fully restarted until May 12th. (Citation: Colonial Pipeline Company May 2021)","https://attack.mitre.org/techniques/T0826",,T0826,"Loss of Availability",False,False,,,0,,,,,Conficker,malware,Windows,"https://attack.mitre.org/software/S0608"
TA0105,impact,,,,,"mitre_technique",None,"Adversaries may steal operational information on a production environment as a direct mission outcome for personal gain or to inform future operations. This information may include design documents, schedules, rotational data, or similar artifacts that provide insight on operations.    In the Bowman Dam incident, adversaries probed systems for operational data. (Citation: Mark Thompson March 2016) (Citation: Danny Yadron December 2015)","https://attack.mitre.org/techniques/T0882",,T0882,"Theft of Operational Information",False,False,,,0,,,,,"ACAD/Medre.A
REvil
Duqu
Flame","malware
malware
malware
malware","none
Windows
Windows
Windows","https://attack.mitre.org/software/S1000
https://attack.mitre.org/software/S0496
https://attack.mitre.org/software/S0038
https://attack.mitre.org/software/S0143"
"TA0110
TA0107","persistence
inhibit-response-function",,,,,"mitre_technique",None,"System firmware on modern assets is often designed with an update feature. Older device firmware may be factory installed and require special reprograming equipment. When available, the firmware update feature enables vendors to remotely patch bugs and perform upgrades. Device firmware updates are often delegated to the user and may be done using a software update package. It may also be possible to perform this task over the network. 

An adversary may exploit the firmware update feature on accessible devices to upload malicious or out-of-date firmware. Malicious modification of device firmware may provide an adversary with root access to a device, given firmware is one of the lowest programming abstraction layers. (Citation: Basnight, Zachry, et al.)","https://attack.mitre.org/techniques/T0857",,T0857,"System Firmware",False,False,,,0,,,,,Triton,malware,none,"https://attack.mitre.org/software/S1009"
TA0103,evasion,,,,,"mitre_technique",None,"Adversaries may use masquerading to disguise a malicious application or executable as another file, to avoid operator and engineer suspicion. Possible disguises of these masquerading files can include commonly found programs, expected vendor executables and configuration files, and other commonplace application and naming conventions. By impersonating expected and vendor-relevant files and applications, operators and engineers may not notice the presence of the underlying malicious content and possibly end up running those masquerading as legitimate functions. 

Applications and other files commonly found on Windows systems or in engineering workstations have been impersonated before. This can be as simple as renaming a file to effectively disguise it in the ICS environment.","https://attack.mitre.org/techniques/T0849",,T0849,Masquerading,False,False,,,0,,,,,"Stuxnet
Triton
REvil
EKANS","malware
malware
malware
malware","Windows
none
Windows
Windows","https://attack.mitre.org/software/S0603
https://attack.mitre.org/software/S1009
https://attack.mitre.org/software/S0496
https://attack.mitre.org/software/S0605"
TA0109,"lateral-movement",,,,,"mitre_technique",None,"Adversaries may perform a program download to transfer a user program to a controller. 

Variations of program download, such as online edit and program append, allow a controller to continue running during the transfer and reconfiguration process without interruption to process control. However, before starting a full program download (i.e., download all) a controller may need to go into a stop state. This can have negative consequences on the physical process, especially if the controller is not able to fulfill a time-sensitive action. Adversaries may choose to avoid a download all in favor of an online edit or program append to avoid disrupting the physical process. An adversary may need to use the technique Detect Operating Mode or Change Operating Mode to make sure the controller is in the proper mode to accept a program download.

The granularity of control to transfer a user program in whole or parts is dictated by the management protocol (e.g., S7CommPlus, TriStation) and underlying controller API. Thus, program download is a high-level term for the suite of vendor-specific API calls used to configure a controllers user program memory space.  

[Modify Controller Tasking](https://attack.mitre.org/techniques/T0821) and [Modify Program](https://attack.mitre.org/techniques/T0889) represent the configuration changes that are transferred to a controller via a program download.","https://attack.mitre.org/techniques/T0843",,T0843,"Program Download",False,False,,,0,,,,,"Triton
PLC-Blaster
INCONTROLLER
Stuxnet","malware
malware
malware
malware","none
none
Field Controller/RTU/PLC/IED,Safety Instrumented System/Protection Relay,Engineering Workstation,Windows
Windows","https://attack.mitre.org/software/S1009
https://attack.mitre.org/software/S1006
https://attack.mitre.org/software/S1045
https://attack.mitre.org/software/S0603"
TA0108,"initial-access",,,,,"mitre_technique",None,"Adversaries may move onto systems, such as those separated from the enterprise network, by copying malware to removable media which is inserted into the control systems environment. The adversary may rely on unknowing trusted third parties, such as suppliers or contractors with access privileges, to introduce the removable media. This technique enables initial access to target devices that never connect to untrusted networks, but are physically accessible.     

Operators of the German nuclear power plant, Gundremmingen, discovered malware on a facility computer not connected to the internet. (Citation: Kernkraftwerk Gundremmingen April 2016) (Citation: Trend Micro April 2016) The malware included Conficker and W32.Ramnit, which were also found on eighteen removable disk drives in the facility. (Citation: Christoph Steitz, Eric Auchard April 2016) (Citation: Catalin Cimpanu April 2016) (Citation: Peter Dockrill April 2016) (Citation: Lee Mathews April 2016) (Citation: Sean Gallagher April 2016) (Citation: Dark Reading Staff April 2016) The plant has since checked for infection and cleaned up more than 1,000 computers. (Citation: BBC April 2016) An ESET researcher commented that internet disconnection does not guarantee system safety from infection or payload execution. (Citation: ESET April 2016)","https://attack.mitre.org/techniques/T0847",,T0847,"Replication Through Removable Media",False,False,,,0,,,,,"Conficker
Stuxnet","malware
malware","Windows
Windows","https://attack.mitre.org/software/S0608
https://attack.mitre.org/software/S0603"
TA0100,collection,,,,,"mitre_technique",None,"Adversaries may attempt to perform screen capture of devices in the control system environment. Screenshots may be taken of workstations, HMIs, or other devices that display environment-relevant process, device, reporting, alarm, or related data. These device displays may reveal information regarding the ICS process, layout, control, and related schematics. In particular, an HMI can provide a lot of important industrial process information. (Citation: ICS-CERT October 2017) Analysis of screen captures may provide the adversary with an understanding of intended operations and interactions between critical devices.","https://attack.mitre.org/techniques/T0852",,T0852,"Screen Capture",False,False,,,0,"APT33
ALLANITE","APT33,HOLMIUM,Elfin,Peach Sandstorm
ALLANITE,Palmetto Fusion","https://attack.mitre.org/groups/G0064
https://attack.mitre.org/groups/G1000","G0064
G1000",,,,
"TA0109
TA0110","lateral-movement
persistence",,,,,"mitre_technique",None,"Adversaries may leverage credentials that are hardcoded in software or firmware to gain an unauthorized interactive user session to an asset. Examples credentials that may be hardcoded in an asset include:

* Username/Passwords
* Cryptographic keys/Certificates
* API tokens

Unlike [Default Credentials](https://attack.mitre.org/techniques/T0812), these credentials are built into the system in a way that they either cannot be changed by the asset owner, or may be infeasible to change because of the impact it would cause to the control system operation. These credentials may be reused across whole product lines or device models and are often not published or known to the owner and operators of the asset. 

Adversaries may utilize these hardcoded credentials to move throughout the control system environment or provide reliable access for their tools to interact with industrial assets. 
","https://attack.mitre.org/techniques/T0891",,T0891,"Hardcoded Credentials",False,False,,,0,,,,,"INCONTROLLER
Stuxnet","malware
malware","Field Controller/RTU/PLC/IED,Safety Instrumented System/Protection Relay,Engineering Workstation,Windows
Windows","https://attack.mitre.org/software/S1045
https://attack.mitre.org/software/S0603"
"TA0110
TA0109","persistence
lateral-movement",,,,,"mitre_technique",None,"Adversaries may steal the credentials of a specific user or service account using credential access techniques. In some cases, default credentials for control system devices may be publicly available. Compromised credentials may be used to bypass access controls placed on various resources on hosts and within the network, and may even be used for persistent access to remote systems. Compromised and default credentials may also grant an adversary increased privilege to specific systems and devices or access to restricted areas of the network. Adversaries may choose not to use malware or tools, in conjunction with the legitimate access those credentials provide, to make it harder to detect their presence or to control devices and send legitimate commands in an unintended way. 

Adversaries may also create accounts, sometimes using predefined account names and passwords, to provide a means of backup access for persistence. (Citation: Booz Allen Hamilton) 

The overlap of credentials and permissions across a network of systems is of concern because the adversary may be able to pivot across accounts and systems to reach a high level of access (i.e., domain or enterprise administrator)  and possibly between the enterprise and operational technology environments. Adversaries may be able to leverage valid credentials from one system to gain access to another system.","https://attack.mitre.org/techniques/T0859",,T0859,"Valid Accounts",False,False,,,0,"ALLANITE
OilRig","ALLANITE,Palmetto Fusion
OilRig,COBALT GYPSY,IRN2,APT34,Helix Kitten,Evasive Serpens,Hazel Sandstorm,EUROPIUM,ITG13","https://attack.mitre.org/groups/G1000
https://attack.mitre.org/groups/G0049","G1000
G0049","INCONTROLLER
BlackEnergy","malware
malware","Field Controller/RTU/PLC/IED,Safety Instrumented System/Protection Relay,Engineering Workstation,Windows
Windows","https://attack.mitre.org/software/S1045
https://attack.mitre.org/software/S0089"
TA0111,"privilege-escalation",,,,,"mitre_technique",None,"Adversaries may exploit software vulnerabilities in an attempt to elevate privileges. Exploitation of a software vulnerability occurs when an adversary takes advantage of a programming error in a program, service, or within the operating system software or kernel itself to execute adversary-controlled code. Security constructs such as permission levels will often hinder access to information and use of certain techniques, so adversaries will likely need to perform privilege escalation to include use of software exploitation to circumvent those restrictions. (Citation: The MITRE Corporation) 

When initially gaining access to a system, an adversary may be operating within a lower privileged process which will prevent them from accessing certain resources on the system. Vulnerabilities may exist, usually in operating system components and software commonly running at higher permissions, that can be exploited to gain higher levels of access on the system. This could enable someone to move from unprivileged or user level permissions to SYSTEM or root permissions depending on the component that is vulnerable. This may be a necessary step for an adversary compromising an endpoint system that has been properly configured and limits other privilege escalation methods. (Citation: The MITRE Corporation)","https://attack.mitre.org/techniques/T0890",,T0890,"Exploitation for Privilege Escalation",False,False,,,0,,,,,"Triton
INCONTROLLER","malware
malware","none
Field Controller/RTU/PLC/IED,Safety Instrumented System/Protection Relay,Engineering Workstation,Windows","https://attack.mitre.org/software/S1009
https://attack.mitre.org/software/S1045"
TA0102,discovery,,,,,"mitre_technique",None,"Adversaries may attempt to get a listing of other systems by IP address, hostname, or other logical identifier on a network that may be used for subsequent Lateral Movement or Discovery techniques. Functionality could exist within adversary tools to enable this, but utilities available on the operating system or vendor software could also be used. (Citation: Enterprise ATT&CK January 2018)","https://attack.mitre.org/techniques/T0846",,T0846,"Remote System Discovery",False,False,,,0,,,,,"Industroyer
Triton
Backdoor.Oldrea
PLC-Blaster
INCONTROLLER","malware
malware
malware
malware
malware","Windows
none
Windows
none
Field Controller/RTU/PLC/IED,Safety Instrumented System/Protection Relay,Engineering Workstation,Windows","https://attack.mitre.org/software/S0604
https://attack.mitre.org/software/S1009
https://attack.mitre.org/software/S0093
https://attack.mitre.org/software/S1006
https://attack.mitre.org/software/S1045"
TA0101,"command-and-control",,,,,"mitre_technique",None,"Adversaries may use a connection proxy to direct network traffic between systems or act as an intermediary for network communications.

The definition of a proxy can also be expanded to encompass trust relationships between networks in peer-to-peer, mesh, or trusted connections between networks consisting of hosts or systems that regularly communicate with each other.

The network may be within a single organization or across multiple organizations with trust relationships. Adversaries could use these types of relationships to manage command and control communications, to reduce the number of simultaneous outbound network connections, to provide resiliency in the face of connection loss, or to ride over existing trusted communications paths between victims to avoid suspicion. (Citation: Enterprise ATT&CK January 2018)","https://attack.mitre.org/techniques/T0884",,T0884,"Connection Proxy",False,False,,,0,"Sandworm Team","Sandworm Team,ELECTRUM,Telebots,IRON VIKING,BlackEnergy (Group),Quedagh,Voodoo Bear,IRIDIUM,Seashell Blizzard,FROZENBARENTS,APT44","https://attack.mitre.org/groups/G0034",G0034,"INCONTROLLER
Industroyer","malware
malware","Field Controller/RTU/PLC/IED,Safety Instrumented System/Protection Relay,Engineering Workstation,Windows
Windows","https://attack.mitre.org/software/S1045
https://attack.mitre.org/software/S0604"
TA0101,"command-and-control",,,,,"mitre_technique",None,"Adversaries may establish command and control capabilities over commonly used application layer protocols such as HTTP(S), OPC, RDP, telnet, DNP3, and modbus. These protocols may be used to disguise adversary actions as benign network traffic. Standard protocols may be seen on their associated port or in some cases over a non-standard port.  Adversaries may use these protocols to reach out of the network for command and control, or in some cases to other infected devices within the network.","https://attack.mitre.org/techniques/T0869",,T0869,"Standard Application Layer Protocol",False,False,,,0,OilRig,"OilRig,COBALT GYPSY,IRN2,APT34,Helix Kitten,Evasive Serpens,Hazel Sandstorm,EUROPIUM,ITG13","https://attack.mitre.org/groups/G0049",G0049,"INCONTROLLER
BlackEnergy
Stuxnet
REvil
Triton","malware
malware
malware
malware
malware","Field Controller/RTU/PLC/IED,Safety Instrumented System/Protection Relay,Engineering Workstation,Windows
Windows
Windows
Windows
none","https://attack.mitre.org/software/S1045
https://attack.mitre.org/software/S0089
https://attack.mitre.org/software/S0603
https://attack.mitre.org/software/S0496
https://attack.mitre.org/software/S1009"
"TA0108
TA0109","initial-access
lateral-movement",,,,,"mitre_technique",None,"Adversaries may leverage remote services to move between assets and network segments. These services are often used to allow operators to interact with systems remotely within the network, some examples are RDP, SMB, SSH, and other similar mechanisms. (Citation: Blake Johnson, Dan Caban, Marina Krotofil, Dan Scali, Nathan Brubaker, Christopher Glyer December 2017) (Citation: Dragos December 2017) (Citation: Joe Slowik April 2019) 

Remote services could be used to support remote access, data transmission, authentication, name resolution, and other remote functions. Further, remote services may be necessary to allow operators and administrators to configure systems within the network from their engineering or management workstations. An adversary may use this technique to access devices which may be dual-homed (Citation: Blake Johnson, Dan Caban, Marina Krotofil, Dan Scali, Nathan Brubaker, Christopher Glyer December 2017) to multiple network segments, and can be used for [Program Download](https://attack.mitre.org/techniques/T0843) or to execute attacks on control devices directly through [Valid Accounts](https://attack.mitre.org/techniques/T0859).

Specific remote services (RDP & VNC) may be a precursor to enable [Graphical User Interface](https://attack.mitre.org/techniques/T0823) execution on devices such as HMIs or engineering workstation software.

Based on incident data, CISA and FBI assessed that Chinese state-sponsored actors also compromised various authorized remote access channels, including systems designed to transfer data and/or allow access between corporate and ICS networks.  (Citation: CISA AA21-201A Pipeline Intrusion July 2021)","https://attack.mitre.org/techniques/T0886",,T0886,"Remote Services",False,False,,,0,,,,,"INCONTROLLER
REvil
Stuxnet","malware
malware
malware","Field Controller/RTU/PLC/IED,Safety Instrumented System/Protection Relay,Engineering Workstation,Windows
Windows
Windows","https://attack.mitre.org/software/S1045
https://attack.mitre.org/software/S0496
https://attack.mitre.org/software/S0603"
TA0105,impact,,,,,"mitre_technique",None,"Adversaries may cause a denial of control to temporarily prevent operators and engineers from interacting with process controls. An adversary may attempt to deny process control access to cause a temporary loss of communication with the control device or to prevent operator adjustment of process controls. An affected process may still be operating during the period of control loss, but not necessarily in a desired state. (Citation: Corero) (Citation: Michael J. Assante and Robert M. Lee) (Citation: Tyson Macaulay)

In the 2017 Dallas Siren incident operators were unable to disable the false alarms from the Office of Emergency Management headquarters. (Citation: Mark Loveless April 2017)","https://attack.mitre.org/techniques/T0813",,T0813,"Denial of Control",False,False,,,0,,,,,Industroyer,malware,Windows,"https://attack.mitre.org/software/S0604"
TA0107,"inhibit-response-function",,,,,"mitre_technique",None,"Adversaries may modify alarm settings to prevent alerts that may inform operators of their presence or to prevent responses to dangerous and unintended scenarios. Reporting messages are a standard part of data acquisition in control systems. Reporting messages are used as a way to transmit system state information and acknowledgements that specific actions have occurred. These messages provide vital information for the management of a physical process, and keep operators, engineers, and administrators aware of the state of system devices and physical processes. 

If an adversary is able to change the reporting settings, certain events could be prevented from being reported. This type of modification can also prevent operators or devices from performing actions to keep the system in a safe state. If critical reporting messages cannot trigger these actions then a [Impact](https://attack.mitre.org/tactics/TA0105) could occur. 

In ICS environments, the adversary may have to use [Alarm Suppression](https://attack.mitre.org/techniques/T0878) or contend with multiple alarms and/or alarm propagation to achieve a specific goal to evade detection or prevent intended responses from occurring. (Citation: Jos Wetzels, Marina Krotofil 2019)  Methods of suppression often rely on modification of alarm settings, such as modifying in memory code to fixed values or tampering with assembly level instruction code. ","https://attack.mitre.org/techniques/T0838",,T0838,"Modify Alarm Settings",False,False,,,0,,,,,,,,
TA0101,"command-and-control",,,,,"mitre_technique",None,"Adversaries may communicate over a commonly used port to bypass firewalls or network detection systems and to blend in with normal network activity, to avoid more detailed inspection. They may use the protocol associated with the port, or a completely different protocol. They may use commonly open ports, such as the examples provided below. 
 
 * TCP:80 (HTTP) 
 * TCP:443 (HTTPS) 
 * TCP/UDP:53 (DNS) 
 * TCP:1024-4999 (OPC on XP/Win2k3) 
 * TCP:49152-65535 (OPC on Vista and later) 
 * TCP:23 (TELNET) 
 * UDP:161 (SNMP) 
 * TCP:502 (MODBUS) 
 * TCP:102 (S7comm/ISO-TSAP) 
 * TCP:20000 (DNP3) 
 * TCP:44818 (Ethernet/IP)","https://attack.mitre.org/techniques/T0885",,T0885,"Commonly Used Port",False,False,,,0,,,,,"Triton
Stuxnet","malware
malware","none
Windows","https://attack.mitre.org/software/S1009
https://attack.mitre.org/software/S0603"
TA0110,persistence,,,,,"mitre_technique",None,"Adversaries may attempt to infect project files with malicious code. These project files may consist of objects, program organization units, variables such as tags, documentation, and other configurations needed for PLC programs to function. (Citation: Beckhoff) Using built in functions of the engineering software, adversaries may be able to download an infected program to a PLC in the operating environment enabling further [Execution](https://attack.mitre.org/tactics/TA0104) and [Persistence](https://attack.mitre.org/tactics/TA0110) techniques. (Citation: PLCdev) 

Adversaries may export their own code into project files with conditions to execute at specific intervals. (Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011) Malicious programs allow adversaries control of all aspects of the process enabled by the PLC. Once the project file is downloaded to a PLC the workstation device may be disconnected with the infected project file still executing. (Citation: PLCdev)","https://attack.mitre.org/techniques/T0873",,T0873,"Project File Infection",False,False,,,0,,,,,Stuxnet,malware,Windows,"https://attack.mitre.org/software/S0603"
TA0102,discovery,,,,,"mitre_technique",None,"Adversaries may perform network connection enumeration to discover information about device communication patterns. If an adversary can inspect the state of a network connection with tools, such as Netstat(Citation: Netstat), in conjunction with [System Firmware](https://attack.mitre.org/techniques/T0857), then they can determine the role of certain devices on the network  (Citation: MITRE). The adversary can also use [Network Sniffing](https://attack.mitre.org/techniques/T0842) to watch network traffic for details about the source, destination, protocol, and content.","https://attack.mitre.org/techniques/T0840",,T0840,"Network Connection Enumeration",False,False,,,0,,,,,"EKANS
Industroyer","malware
malware","Windows
Windows","https://attack.mitre.org/software/S0605
https://attack.mitre.org/software/S0604"
TA0109,"lateral-movement",,,,,"mitre_technique",None,"Adversaries may transfer tools or other files from one system to another to stage adversary tools or other files over the course of an operation. (Citation: Enterprise ATT&CK) Copying of files may also be performed laterally between internal victim systems to support Lateral Movement with remote Execution using inherent file sharing protocols such as file sharing over SMB to connected network shares. (Citation: Enterprise ATT&CK)

In control systems environments, malware may use SMB and other file sharing protocols to move laterally through industrial networks.","https://attack.mitre.org/techniques/T0867",,T0867,"Lateral Tool Transfer",False,False,,,0,,,,,"Stuxnet
NotPetya
INCONTROLLER
WannaCry
Bad Rabbit","malware
malware
malware
malware
malware","Windows
Windows
Field Controller/RTU/PLC/IED,Safety Instrumented System/Protection Relay,Engineering Workstation,Windows
Windows
Windows","https://attack.mitre.org/software/S0603
https://attack.mitre.org/software/S0368
https://attack.mitre.org/software/S1045
https://attack.mitre.org/software/S0366
https://attack.mitre.org/software/S0606"
"TA0110
TA0106","persistence
impair-process-control",,,,,"mitre_technique",None,"Adversaries may install malicious or vulnerable firmware onto modular hardware devices. Control system devices often contain modular hardware devices. These devices may have their own set of firmware that is separate from the firmware of the main control system equipment.   

This technique is similar to [System Firmware](https://attack.mitre.org/techniques/T0857), but is conducted on other system components that may not have the same capabilities or level of integrity checking. Although it results in a device re-image, malicious device firmware may provide persistent access to remaining devices. (Citation: Daniel Peck,  Dale Peterson January 2009)  

An easy point of access for an adversary is the Ethernet card, which may have its own CPU, RAM, and operating system. The adversary may attack and likely exploit the computer on an Ethernet card. Exploitation of the Ethernet card computer may enable the adversary to accomplish additional attacks, such as the following: (Citation: Daniel Peck,  Dale Peterson January 2009)  

* Delayed Attack - The adversary may stage an attack in advance and choose when to launch it, such as at a particularly damaging time.  
* Brick the Ethernet Card - Malicious firmware may be programmed to result in an Ethernet card failure, requiring a factory return.  
* Random Attack or Failure - The adversary may load malicious firmware onto multiple field devices. Execution of an attack and the time it occurs is generated by a pseudo-random number generator.   
* A Field Device Worm - The adversary may choose to identify all field devices of the same model, with the end goal of performing a device-wide compromise.  
* Attack Other Cards on the Field Device - Although it is not the most important module in a field device, the Ethernet card is most accessible to the adversary and malware. Compromise of the Ethernet card may provide a more direct route to compromising other modules, such as the CPU module.","https://attack.mitre.org/techniques/T0839",,T0839,"Module Firmware",False,False,,,0,,,,,,,,
TA0108,"initial-access",,,,,"mitre_technique",None,"Adversaries may gain access into industrial environments through systems exposed directly to the internet for remote access rather than through [External Remote Services](https://attack.mitre.org/techniques/T0822). Internet Accessible Devices are exposed to the internet unintentionally or intentionally without adequate protections. This may allow for adversaries to move directly into the control system network. Access onto these devices is accomplished without the use of exploits, these would be represented within the [Exploit Public-Facing Application](https://attack.mitre.org/techniques/T0819) technique.

Adversaries may leverage built in functions for remote access which may not be protected or utilize minimal legacy protections that may be targeted. (Citation: NCCIC January 2014) These services may be discoverable through the use of online scanning tools. 

In the case of the Bowman dam incident, adversaries leveraged access to the dam control network through a cellular modem. Access to the device was protected by password authentication, although the application was vulnerable to brute forcing. (Citation: NCCIC January 2014) (Citation: Danny Yadron December 2015) (Citation: Mark Thompson March 2016)

In Trend Micros manufacturing deception operations adversaries were detected leveraging direct internet access to an ICS environment through the exposure of operational protocols such as Siemens S7, Omron FINS, and EtherNet/IP, in addition to misconfigured VNC access. (Citation: Stephen Hilt, Federico Maggi, Charles Perine, Lord Remorin, Martin Rsler, and Rainer Vosseler)","https://attack.mitre.org/techniques/T0883",,T0883,"Internet Accessible Device",False,False,,,0,,,,,Fuxnet,malware,"Input/Output Server,Control Server","https://attack.mitre.org/software/S1157"
TA0100,collection,,,,,"mitre_technique",None,"Adversaries may target and collect data from local system sources, such as file systems, configuration files, or local databases. This can include sensitive data such as specifications, schematics, or diagrams of control system layouts, devices, and processes.

Adversaries may do this using [Command-Line Interface](https://attack.mitre.org/techniques/T0807) or [Scripting](https://attack.mitre.org/techniques/T0853) techniques to interact with the file system to gather information. Adversaries may also use [Automated Collection](https://attack.mitre.org/techniques/T0802) on the local system. ","https://attack.mitre.org/techniques/T0893",,T0893,"Data from Local System",False,False,,,0,,,,,"Duqu
Flame
ACAD/Medre.A","malware
malware
malware","Windows
Windows
none","https://attack.mitre.org/software/S0038
https://attack.mitre.org/software/S0143
https://attack.mitre.org/software/S1000"
TA0107,"inhibit-response-function",,,,,"mitre_technique",None,"Adversaries may modify software and device credentials to prevent operator and responder access. Depending on the device, the modification or addition of this password could prevent any device configuration actions from being accomplished and may require a factory reset or replacement of hardware. These credentials are often built-in features provided by the device vendors as a means to restrict access to management interfaces.

An adversary with access to valid or hardcoded credentials could change the credential to prevent future authorized device access. Change Credential may be especially damaging when paired with other techniques such as Modify Program, Data Destruction, or Modify Controller Tasking. In these cases, a device’s configuration may be destroyed or include malicious actions for the process environment, which cannot not be removed through normal device configuration actions. 

Additionally, recovery of the device and original configuration may be difficult depending on the features provided by the device. In some cases, these passwords cannot be removed onsite and may require that the device be sent back to the vendor for additional recovery steps.


A chain of incidents occurred in Germany, where adversaries locked operators out of their building automation system (BAS) controllers by enabling a previously unset BCU key. (Citation: German BAS Lockout Dec 2021) 
","https://attack.mitre.org/techniques/T0892",,T0892,"Change Credential",False,False,,,0,,,,,,,,
TA0110,persistence,,,,,"mitre_technique",None,"Adversaries may modify or add a program on a controller to affect how it interacts with the physical process, peripheral devices and other hosts on the network. Modification to controller programs can be accomplished using a Program Download in addition to other types of program modification such as online edit and program append. 

Program modification encompasses the addition and modification of instructions and logic contained in Program Organization Units (POU)  (Citation: IEC February 2013) and similar programming elements found on controllers. This can include, for example, adding new functions to a controller, modifying the logic in existing functions and making new calls from one function to another. 

Some programs may allow an adversary to interact directly with the native API of the controller to take advantage of obscure features or vulnerabilities.","https://attack.mitre.org/techniques/T0889",,T0889,"Modify Program",False,False,,,0,,,,,"PLC-Blaster
Stuxnet","malware
malware","none
Windows","https://attack.mitre.org/software/S1006
https://attack.mitre.org/software/S0603"
