category,from,to,"pre_addition",multiplication,division,"post_addition","is_approx","is_inverse"
"Digital Storage",Terabyte,Petabit,0,1,125,0,0,
"Digital Storage",Terabyte,Pebibit,0,244140625,34359738368,0,0,
"Digital Storage",Terabyte,Byte,0,1000000000000,1,0,0,
"Digital Storage",Terabyte,Kilobyte,0,1000000000,1,0,0,
"Digital Storage",Terabyte,Kibibyte,0,976562500,1,0,0,
"Digital Storage",Terabyte,Megabyte,0,1000000,1,0,0,
"Digital Storage",Terabyte,Mebibyte,0,244140625,256,0,0,
"Digital Storage",Terabyte,Gigabyte,0,1000,1,0,0,
"Digital Storage",Terabyte,Gibibyte,0,244140625,262144,0,0,
"Digital Storage",Terabyte,Tebibyte,0,244140625,268435456,0,0,
"Digital Storage",Terabyte,Petabyte,0,1,1000,0,0,
"Digital Storage",Terabyte,Pebibyte,0,244140625,274877906944,0,0,
"Digital Storage",Tebibyte,Bit,0,8796093022208,1,0,0,
"Digital Storage",Tebibyte,Kilobit,0,1099511627776,125,0,0,
"Digital Storage",Tebibyte,Kibibit,0,8589934592,1,0,0,
"Digital Storage",Tebibyte,Megabit,0,137438953472,15625,0,0,
"Digital Storage",Tebibyte,Mebibit,0,8388608,1,0,0,
"Digital Storage",Tebibyte,Gigabit,0,17179869184,1953125,0,0,
"Digital Storage",Tebibyte,Gibibit,0,8192,1,0,0,
"Digital Storage",Tebibyte,Terabit,0,2147483648,244140625,0,0,
"Digital Storage",Tebibyte,Tebibit,0,8,1,0,0,
"Digital Storage",Tebibyte,Petabit,0,268435456,30517578125,0,0,
"Digital Storage",Tebibyte,Pebibit,0,1,128,0,0,
"Digital Storage",Tebibyte,Byte,0,1099511627776,1,0,0,
"Digital Storage",Tebibyte,Kilobyte,0,137438953472,125,0,0,
"Digital Storage",Tebibyte,Kibibyte,0,1073741824,1,0,0,
"Digital Storage",Tebibyte,Megabyte,0,17179869184,15625,0,0,
"Digital Storage",Tebibyte,Mebibyte,0,1048576,1,0,0,
"Digital Storage",Tebibyte,Gigabyte,0,2147483648,1953125,0,0,
"Digital Storage",Tebibyte,Gibibyte,0,1024,1,0,0,
"Digital Storage",Tebibyte,Terabyte,0,268435456,244140625,0,0,
"Digital Storage",Tebibyte,Petabyte,0,33554432,30517578125,0,0,
"Digital Storage",Tebibyte,Pebibyte,0,1,1024,0,0,
"Digital Storage",Petabyte,Bit,0,8000000000000000,1,0,0,
"Digital Storage",Petabyte,Kilobit,0,8000000000000,1,0,0,
"Digital Storage",Petabyte,Kibibit,0,7812500000000,1,0,0,
"Digital Storage",Petabyte,Megabit,0,8000000000,1,0,0,
"Digital Storage",Petabyte,Mebibit,0,30517578125,4,0,0,
"Digital Storage",Petabyte,Gigabit,0,8000000,1,0,0,
"Digital Storage",Petabyte,Gibibit,0,30517578125,4096,0,0,
"Digital Storage",Petabyte,Terabit,0,8000,1,0,0,
"Digital Storage",Petabyte,Tebibit,0,30517578125,4194304,0,0,
"Digital Storage",Petabyte,Petabit,0,8,1,0,0,
"Digital Storage",Petabyte,Pebibit,0,"7.105427357601002",1,0,0,
"Digital Storage",Petabyte,Byte,0,1000000000000000,1,0,0,
"Digital Storage",Petabyte,Kilobyte,0,1000000000000,1,0,0,
"Digital Storage",Petabyte,Kibibyte,0,976562500000,1,0,0,
"Digital Storage",Petabyte,Megabyte,0,1000000000,1,0,0,
"Digital Storage",Petabyte,Mebibyte,0,30517578125,32,0,0,
"Digital Storage",Petabyte,Gigabyte,0,1000000,1,0,0,
"Digital Storage",Petabyte,Gibibyte,0,30517578125,32768,0,0,
"Digital Storage",Petabyte,Terabyte,0,1000,1,0,0,
"Digital Storage",Petabyte,Tebibyte,0,30517578125,33554432,0,0,
"Digital Storage",Petabyte,Pebibyte,0,"1.7763568394002505",2,0,0,
"Digital Storage",Pebibyte,Bit,0,9007199254740992,1,0,0,
"Digital Storage",Pebibyte,Kilobit,0,1125899906842624,125,0,0,
"Digital Storage",Pebibyte,Kibibit,0,8796093022208,1,0,0,
"Digital Storage",Pebibyte,Megabit,0,140737488355328,15625,0,0,
"Digital Storage",Pebibyte,Mebibit,0,8589934592,1,0,0,
"Digital Storage",Pebibyte,Gigabit,0,17592186044416,1953125,0,0,
"Digital Storage",Pebibyte,Gibibit,0,8388608,1,0,0,
"Digital Storage",Pebibyte,Terabit,0,2199023255552,244140625,0,0,
"Digital Storage",Pebibyte,Tebibit,0,8192,1,0,0,
"Digital Storage",Pebibyte,Petabit,0,16,"1.7763568394002505",0,0,
"Digital Storage",Pebibyte,Pebibit,0,8,1,0,0,
"Digital Storage",Pebibyte,Byte,0,1125899906842624,1,0,0,
"Digital Storage",Pebibyte,Kilobyte,0,140737488355328,125,0,0,
"Digital Storage",Pebibyte,Kibibyte,0,1099511627776,1,0,0,
"Digital Storage",Pebibyte,Megabyte,0,17592186044416,15625,0,0,
"Digital Storage",Pebibyte,Mebibyte,0,1073741824,1,0,0,
"Digital Storage",Pebibyte,Gigabyte,0,2199023255552,1953125,0,0,
"Digital Storage",Pebibyte,Gibibyte,0,1048576,1,0,0,
"Digital Storage",Pebibyte,Terabyte,0,274877906944,244140625,0,0,
"Digital Storage",Pebibyte,Tebibyte,0,1024,1,0,0,
"Digital Storage",Pebibyte,Petabyte,0,2,"1.7763568394002505",0,0,
Energy,Joule,Kilojoule,0,1,1000,0,0,
Energy,Joule,"Gram calorie",0,1,"4.184",0,0,
Energy,Joule,Kilocalorie,0,1,4184,0,0,
Energy,Joule,"Watt hour",0,1,3600,0,0,
Energy,Joule,"Kilowatt hour",0,1,3600000,0,0,
Energy,Joule,Electronvolt,0,1,"0.0000000000000000001602176634",0,0,
Energy,Joule,"British thermal unit",0,1,"1055.06",0,0,
Energy,Joule,"US therm",0,1,105480400,0,0,
Energy,Joule,"Foot-pound",0,1,"1.3558179483314004",0,0,
Energy,Kilojoule,Joule,0,1000,1,0,0,
Energy,Kilojoule,"Gram calorie",0,239,1,0,0,
Energy,Kilojoule,Kilocalorie,0,125,523,0,0,
Energy,Kilojoule,"Watt hour",0,125,450,0,0,
Energy,Kilojoule,"Kilowatt hour",0,1,3600,0,0,
Energy,Kilojoule,Electronvolt,0,6241509074460763000000,1,0,0,
Energy,Kilojoule,"British thermal unit",0,125,"131.883",0,0,
Energy,Kilojoule,"US therm",0,125,13185050,0,0,
Energy,Kilojoule,"Foot-pound",0,"737.56214927726530",1,0,0,
Energy,"Gram calorie",Joule,0,"4.184",1,0,0,
Energy,"Gram calorie",Kilojoule,0,1,239,0,0,
Energy,"Gram calorie",Kilocalorie,0,1,1000,0,0,
Energy,"Gram calorie","Watt hour",0,1,"860.4",0,0,
Energy,"Gram calorie","Kilowatt hour",0,1,860421,0,0,
Energy,"Gram calorie",Electronvolt,0,26114473967543833000,1,0,0,
Energy,"Gram calorie","British thermal unit",0,1,"252.2",0,0,
Energy,"Gram calorie","US therm",0,"1.000",25210421,0,0,
Energy,"Gram calorie","Foot-pound",0,"3.086",1,0,0,
Energy,Kilocalorie,Joule,0,4184,1,0,0,
Energy,Kilocalorie,Kilojoule,0,523,125,0,0,
Energy,Kilocalorie,"Gram calorie",0,1000,1,0,0,
Energy,Kilocalorie,"Watt hour",0,523,450,0,0,
Energy,Kilocalorie,"Kilowatt hour",0,523,450000,0,0,
Energy,Kilocalorie,Electronvolt,0,26114473967543833000000,1,0,0,
Energy,Kilocalorie,"British thermal unit",0,523,"131.883",0,0,
Energy,Kilocalorie,"US therm",0,523,13185050,0,0,
Energy,Kilocalorie,"Foot-pound",0,"3085.9600325760784",1,0,0,
Energy,"Watt hour",Joule,0,3600,1,0,0,
Energy,"Watt hour",Kilojoule,0,450,125,0,0,
Energy,"Watt hour","Gram calorie",0,"860.4",1,0,0,
Energy,"Watt hour",Kilocalorie,0,450,523,0,0,
Energy,"Watt hour","Kilowatt hour",0,1,1000,0,0,
Energy,"Watt hour",Electronvolt,0,22469432668058747000000,1,0,0,
Energy,"Watt hour","British thermal unit",0,450,"131.883",0,0,
Energy,"Watt hour","US therm",0,225,6592525,0,0,
Energy,"Watt hour","Foot-pound",0,"2655.2237373981550",1,0,0,
Energy,"Kilowatt hour",Joule,0,3600000,1,0,0,
Energy,"Kilowatt hour",Kilojoule,0,3600,1,0,0,
Energy,"Kilowatt hour","Gram calorie",0,860421,1,0,0,
Energy,"Kilowatt hour",Kilocalorie,0,450000,523,0,0,
Energy,"Kilowatt hour","Watt hour",0,1000,1,0,0,
Energy,"Kilowatt hour",Electronvolt,0,22469432668058746000000000,1,0,0,
Energy,"Kilowatt hour","British thermal unit",0,450000,"131.883",0,0,
Energy,"Kilowatt hour","US therm",0,225000,6592525,0,0,
Energy,"Kilowatt hour","Foot-pound",0,"2655223.7373981555",1,0,0,
Energy,Electronvolt,Joule,0,1,6241509074460763000,0,0,
Energy,Electronvolt,Kilojoule,0,1,6241509074460763000000,0,0,
Energy,Electronvolt,"Gram calorie",0,1,26114473967543833000,0,0,
Energy,Electronvolt,Kilocalorie,0,1,26114473967543833000000,0,0,
Energy,Electronvolt,"Watt hour",0,1,22469432668058747000000,0,0,
Energy,Electronvolt,"Kilowatt hour",0,1,22469432668058746000000000,0,0,
Energy,Electronvolt,"British thermal unit",0,1,6585166564100572000000,0,0,
Energy,Electronvolt,"US therm",0,1,658356873777751100000000000,0,0,
Energy,Electronvolt,"Foot-pound",0,1,8462350027827209000,0,0,
Energy,"British thermal unit",Joule,0,"1055.06",1,0,0,
Energy,"British thermal unit",Kilojoule,0,"131.883",125,0,0,
Energy,"British thermal unit","Gram calorie",0,"252.2",1,0,0,
Energy,"British thermal unit",Kilocalorie,0,"131.883",523,0,0,
Energy,"British thermal unit","Watt hour",0,"131.883",450,0,0,
Energy,"British thermal unit","Kilowatt hour",0,"131.883",450000,0,0,
Energy,"British thermal unit",Electronvolt,0,6585166564100572000000,1,0,0,
Energy,"British thermal unit","US therm",0,"131.883",13185050,0,0,
Energy,"British thermal unit","Foot-pound",0,"778.172",1,0,0,
Energy,"US therm",Joule,0,105480400,1,0,0,
Energy,"US therm",Kilojoule,0,13185050,125,0,0,
Energy,"US therm","Gram calorie",0,25210421,1,0,0,
Energy,"US therm",Kilocalorie,0,13185050,523,0,0,
Energy,"US therm","Watt hour",0,6592525,225,0,0,
Energy,"US therm","Kilowatt hour",0,6592525,225000,0,0,
Energy,"US therm",Electronvolt,0,658356873777751100000000000,1,0,0,
Energy,"US therm","British thermal unit",0,13185050,"131.883",0,0,
Energy,"US therm","Foot-pound",0,"77798350.530625670",1,0,0,
Energy,"Foot-pound",Joule,0,"1.3558179483314003",1,0,0,
Energy,"Foot-pound",Kilojoule,0,1,"737.56214927726530",0,0,
Energy,"Foot-pound","Gram calorie",0,1,"3.086",0,0,
Energy,"Foot-pound",Kilocalorie,0,1,"3085.9600325760784",0,0,
Energy,"Foot-pound","Watt hour",0,1,"2655.2237373981550",0,0,
Energy,"Foot-pound","Kilowatt hour",0,1,"2655223.7373981555",0,0,
Energy,"Foot-pound",Electronvolt,0,8462350027827209000,1,0,0,
Energy,"Foot-pound","British thermal unit",0,1,"778.172",0,0,
Energy,"Foot-pound","US therm",0,1,"77798350.530625670",0,0,
Frequency,Hertz,Kilohertz,0,1,1000,0,0,
Frequency,Hertz,Megahertz,0,1,1000000,0,0,
Frequency,Hertz,Gigahertz,0,1,1000000000,0,0,
Frequency,Kilohertz,Hertz,0,1000,1,0,0,
Frequency,Kilohertz,Megahertz,0,1,1000,0,0,
Frequency,Kilohertz,Gigahertz,0,1,1000000,0,0,
Frequency,Megahertz,Hertz,0,1000000,1,0,0,
Frequency,Megahertz,Kilohertz,0,1000,1,0,0,
Frequency,Megahertz,Gigahertz,0,1,1000,0,0,
Frequency,Gigahertz,Hertz,0,1000000000,1,0,0,
Frequency,Gigahertz,Kilohertz,0,1000000,1,0,0,
Frequency,Gigahertz,Megahertz,0,1000,1,0,0,
"Fuel Economy","Miles per gallon","Miles per gallon (imperial)",0,"4.54609","3.785411784",0,0,
"Fuel Economy","Miles per gallon","Kilometer per liter",0,"1.609344","3.785411784",0,0,
"Fuel Economy","Miles per gallon","Liter per 100 kilometers",0,"378.5411784","1.609344",0,0,1
"Fuel Economy","Miles per gallon (imperial)","Miles per gallon",0,"3.785411784","4.54609",0,0,
"Fuel Economy","Miles per gallon (imperial)","Kilometer per liter",0,"1.609344","4.54609",0,0,
"Fuel Economy","Miles per gallon (imperial)","Liter per 100 kilometers",0,"454.609","1.609344",0,0,1
"Fuel Economy","Kilometer per liter","Miles per gallon",0,"3.785411784","1.609344",0,0,
"Fuel Economy","Kilometer per liter","Miles per gallon (imperial)",0,"4.54609","1.609344",0,0,
"Fuel Economy","Kilometer per liter","Liter per 100 kilometers",0,100,1,0,0,1
"Fuel Economy","Liter per 100 kilometers","Miles per gallon",0,"378.5411784","1.609344",0,0,1
"Fuel Economy","Liter per 100 kilometers","Miles per gallon (imperial)",0,"454.609","1.609344",0,0,1
"Fuel Economy","Liter per 100 kilometers","Kilometer per liter",0,100,1,0,0,1
Length,Kilometer,Meter,0,1000,1,0,0,
Length,Kilometer,Centimeter,0,100000,1,0,0,
Length,Kilometer,Millimeter,0,1000000,1,0,0,
Length,Kilometer,Micrometer,0,1000000000,1,0,0,
Length,Kilometer,Nanometer,0,1000000000000,1,0,0,
Length,Kilometer,Mile,0,15625,25146,0,0,
Length,Kilometer,Yard,0,1250000,1143,0,0,
Length,Kilometer,Foot,0,1250000,381,0,0,
Length,Kilometer,Inch,0,5000000,"127.4",0,0,
Length,Kilometer,"Nautical mile",0,250,463,0,0,
Length,Meter,Kilometer,0,1,1000,0,0,
Length,Meter,Centimeter,0,100,1,0,0,
Length,Meter,Millimeter,0,1000,1,0,0,
Length,Meter,Micrometer,0,1000000,1,0,0,
Length,Meter,Nanometer,0,1000000000,1,0,0,
Length,Meter,Mile,0,125,201168,0,0,
Length,Meter,Yard,0,1250,1143,0,0,
Length,Meter,Foot,0,1250,381,0,0,
Length,Meter,Inch,0,5000,127,0,0,
Length,Meter,"Nautical mile",0,1,1852,0,0,
Length,Centimeter,Kilometer,0,1,100000,0,0,
Length,Centimeter,Meter,0,1,100,0,0,
Length,Centimeter,Millimeter,0,10,1,0,0,
Length,Centimeter,Micrometer,0,10000,1,0,0,
Length,Centimeter,Nanometer,0,10000000,1,0,0,
Length,Centimeter,Mile,0,5,804672,0,0,
Length,Centimeter,Yard,0,25,2286,0,0,
Length,Centimeter,Foot,0,25,762,0,0,
Length,Centimeter,Inch,0,50,127,0,0,
Length,Centimeter,"Nautical mile",0,1,185200,0,0,
Length,Millimeter,Kilometer,0,1,1000000,0,0,
Length,Millimeter,Meter,0,1,1000,0,0,
Length,Millimeter,Centimeter,0,1,10,0,0,
Length,Millimeter,Micrometer,0,1000,1,0,0,
Length,Millimeter,Nanometer,0,1000000,1,0,0,
Length,Millimeter,Mile,0,1,1609344,0,0,
Length,Millimeter,Yard,0,5,4572,0,0,
Length,Millimeter,Foot,0,5,1524,0,0,
Length,Millimeter,Inch,0,5,127,0,0,
Length,Millimeter,"Nautical mile",0,1,1852000,0,0,
Length,Micrometer,Kilometer,0,1,1000000000,0,0,
Length,Micrometer,Meter,0,1,1000000,0,0,
Length,Micrometer,Centimeter,0,1,10000,0,0,
Length,Micrometer,Millimeter,0,1,1000,0,0,
Length,Micrometer,Nanometer,0,1000,1,0,0,
Length,Micrometer,Mile,0,1,1609344000,0,0,
Length,Micrometer,Yard,0,1,914400,0,0,
Length,Micrometer,Foot,0,1,304800,0,0,
Length,Micrometer,Inch,0,1,25400,0,0,
Length,Micrometer,"Nautical mile",0,1,1852000000,0,0,
Length,Nanometer,Kilometer,0,1,1000000000000,0,0,
Length,Nanometer,Meter,0,1,1000000000,0,0,
Length,Nanometer,Centimeter,0,1,10000000,0,0,
Length,Nanometer,Millimeter,0,1,1000000,0,0,
Length,Nanometer,Micrometer,0,1,1000,0,0,
Length,Nanometer,Mile,0,1,1609344000000,0,0,
Length,Nanometer,Yard,0,1,914400000,0,0,
Length,Nanometer,Foot,0,1,304800000,0,0,
Length,Nanometer,Inch,0,1,25400000,0,0,
Length,Nanometer,"Nautical mile",0,1,1852000000000,0,0,
Length,Mile,Kilometer,0,25146,15625,0,0,
Length,Mile,Meter,0,201168,125,0,0,
Length,Mile,Centimeter,0,804672,5,0,0,
Length,Mile,Millimeter,0,1609344,1,0,0,
Length,Mile,Micrometer,0,1609344000,1,0,0,
Length,Mile,Nanometer,0,1609344000000,1,0,0,
Length,Mile,Yard,0,1760,1,0,0,
Length,Mile,Foot,0,5280,1,0,0,
Length,Mile,Inch,0,63360,1,0,0,
Length,Mile,"Nautical mile",0,50292,57875,0,0,
Length,Yard,Kilometer,0,1143,1250000,0,0,
Length,Yard,Meter,0,1143,1250,0,0,
Length,Yard,Centimeter,0,2286,25,0,0,
Length,Yard,Millimeter,0,4572,5,0,0,
Length,Yard,Micrometer,0,914400,1,0,0,
Length,Yard,Nanometer,0,914400000,1,0,0,
Length,Yard,Mile,0,1,1760,0,0,
Length,Yard,Foot,0,3,1,0,0,
Length,Yard,Inch,0,36,1,0,0,
Length,Yard,"Nautical mile",0,1143,2315000,0,0,
Length,Foot,Kilometer,0,381,1250000,0,0,
Length,Foot,Meter,0,381,1250,0,0,
Length,Foot,Centimeter,0,762,25,0,0,
Length,Foot,Millimeter,0,1524,5,0,0,
Length,Foot,Micrometer,0,304800,1,0,0,
Length,Foot,Nanometer,0,304800000,1,0,0,
Length,Foot,Mile,0,1,5280,0,0,
Length,Foot,Yard,0,1,3,0,0,
Length,Foot,Inch,0,12,1,0,0,
Length,Foot,"Nautical mile",0,381,2315000,0,0,
Length,Inch,Kilometer,0,127,5000000,0,0,
Length,Inch,Meter,0,127,5000,0,0,
Length,Inch,Centimeter,0,127,50,0,0,
Length,Inch,Millimeter,0,127,5,0,0,
Length,Inch,Micrometer,0,25400,1,0,0,
Length,Inch,Nanometer,0,25400000,1,0,0,
Length,Inch,Mile,0,1,63360,0,0,
Length,Inch,Yard,0,1,36,0,0,
Length,Inch,Foot,0,1,12,0,0,
Length,Inch,"Nautical mile",0,127,9260000,0,0,
Length,"Nautical mile",Kilometer,0,463,250,0,0,
Length,"Nautical mile",Meter,0,1852,1,0,0,
Length,"Nautical mile",Centimeter,0,185200,1,0,0,
Length,"Nautical mile",Millimeter,0,1852000,1,0,0,
Length,"Nautical mile",Micrometer,0,1852000000,1,0,0,
Length,"Nautical mile",Nanometer,0,1852000000000,1,0,0,
Length,"Nautical mile",Mile,0,57875,50292,0,0,
Length,"Nautical mile",Yard,0,2315000,1143,0,0,
Length,"Nautical mile",Foot,0,2315000,381,0,0,
Length,"Nautical mile",Inch,0,9260000,127,0,0,
Mass,"Metric ton",Kilogram,0,1000,1,0,0,
Mass,"Metric ton",Gram,0,1000000,1,0,0,
Mass,"Metric ton",Milligram,0,1000000000,1,0,0,
Mass,"Metric ton",Microgram,0,1000000000000,1,0,0,
Mass,"Metric ton","Imperial ton",0,312500000,317514659,0,0,
Mass,"Metric ton","US ton",0,50000000,45359237,0,0,
Mass,"Metric ton",Stone,0,50000000000,317514659,0,0,
Mass,"Metric ton",Pound,0,100000000000,45359237,0,0,
Mass,"Metric ton",Ounce,0,125000000000,"3543690.3906",0,0,
Mass,Kilogram,"Metric ton",0,1,1000,0,0,
Mass,Kilogram,Gram,0,1000,1,0,0,
Mass,Kilogram,Milligram,0,1000000,1,0,0,
Mass,Kilogram,Microgram,0,1000000000,1,0,0,
Mass,Kilogram,"Imperial ton",0,312500,317514659,0,0,
Mass,Kilogram,"US ton",0,50000,45359237,0,0,
Mass,Kilogram,Stone,0,50000000,317514659,0,0,
Mass,Kilogram,Pound,0,100000000,45359237,0,0,
Mass,Kilogram,Ounce,0,125000000,"3543690.3906",0,0,
Mass,Gram,"Metric ton",0,1,1000000,0,0,
Mass,Gram,Kilogram,0,1,1000,0,0,
Mass,Gram,Milligram,0,1000,1,0,0,
Mass,Gram,Microgram,0,1000000,1,0,0,
Mass,Gram,"Imperial ton",0,625,635029318,0,0,
Mass,Gram,"US ton",0,50,45359237,0,0,
Mass,Gram,Stone,0,50000,317514659,0,0,
Mass,Gram,Pound,0,100000,45359237,0,0,
Mass,Gram,Ounce,0,125000,"3543690.3906",0,0,
Mass,Milligram,"Metric ton",0,1,1000000000,0,0,
Mass,Milligram,Kilogram,0,1,1000000,0,0,
Mass,Milligram,Gram,0,1,1000,0,0,
Mass,Milligram,Microgram,0,1000,1,0,0,
Mass,Milligram,"Imperial ton",0,5,5080234544,0,0,
Mass,Milligram,"US ton",0,1,907184740,0,0,
Mass,Milligram,Stone,0,50,317514659,0,0,
Mass,Milligram,Pound,0,100,45359237,0,0,
Mass,Milligram,Ounce,0,125,"3543690.3906",0,0,
Mass,Microgram,"Metric ton",0,1,1000000000000,0,0,
Mass,Microgram,Kilogram,0,1,1000000000,0,0,
Mass,Microgram,Gram,0,1,1000000,0,0,
Mass,Microgram,Milligram,0,1,1000,0,0,
Mass,Microgram,"Imperial ton",0,1,1016046908800,0,0,
Mass,Microgram,"US ton",0,1,907184740000,0,0,
Mass,Microgram,Stone,0,1,6350293180,0,0,
Mass,Microgram,Pound,0,1,453592370,0,0,
Mass,Microgram,Ounce,0,1,"28349523.125",0,0,
Mass,"Imperial ton","Metric ton",0,317514659,312500000,0,0,
Mass,"Imperial ton",Kilogram,0,317514659,312500,0,0,
Mass,"Imperial ton",Gram,0,635029318,625,0,0,
Mass,"Imperial ton",Milligram,0,5080234544,5,0,0,
Mass,"Imperial ton",Microgram,0,1016046908800,1,0,0,
Mass,"Imperial ton","US ton",0,1270058636,1133980925,0,0,
Mass,"Imperial ton",Stone,0,160,1,0,0,
Mass,"Imperial ton",Pound,0,2240,1,0,0,
Mass,"Imperial ton",Ounce,0,35840,1,0,0,
Mass,"US ton","Metric ton",0,45359237,50000000,0,0,
Mass,"US ton",Kilogram,0,45359237,50000,0,0,
Mass,"US ton",Gram,0,45359237,50,0,0,
Mass,"US ton",Milligram,0,907184740,1,0,0,
Mass,"US ton",Microgram,0,907184740000,1,0,0,
Mass,"US ton","Imperial ton",0,1133980925,1270058636,0,0,
Mass,"US ton",Stone,0,45359237000,317514659,0,0,
Mass,"US ton",Pound,0,2000,1,0,0,
Mass,"US ton",Ounce,0,32000,1,0,0,
Mass,Stone,"Metric ton",0,317514659,50000000000,0,0,
Mass,Stone,Kilogram,0,317514659,50000000,0,0,
Mass,Stone,Gram,0,317514659,50000,0,0,
Mass,Stone,Milligram,0,317514659,50,0,0,
Mass,Stone,Microgram,0,6350293180,1,0,0,
Mass,Stone,"Imperial ton",0,1,160,0,0,
Mass,Stone,"US ton",0,317514659,45359237000,0,0,
Mass,Stone,Pound,0,14,1,0,0,
Mass,Stone,Ounce,0,224,1,0,0,
Mass,Pound,"Metric ton",0,45359237,100000000000,0,0,
Mass,Pound,Kilogram,0,45359237,100000000,0,0,
Mass,Pound,Gram,0,45359237,100000,0,0,
Mass,Pound,Milligram,0,45359237,100,0,0,
Mass,Pound,Microgram,0,453592370,1,0,0,
Mass,Pound,"Imperial ton",0,1,2240,0,0,
Mass,Pound,"US ton",0,1,2000,0,0,
Mass,Pound,Stone,0,1,14,0,0,
Mass,Pound,Ounce,0,16,1,0,0,
Mass,Ounce,"Metric ton",0,"3543690.3906",125000000000,0,0,
Mass,Ounce,Kilogram,0,"3543690.3906",125000000,0,0,
Mass,Ounce,Gram,0,"3543690.3906",125000,0,0,
Mass,Ounce,Milligram,0,"3543690.3906",125,0,0,
Mass,Ounce,Microgram,0,"28349523.125",1,0,0,
Mass,Ounce,"Imperial ton",0,1,35840,0,0,
Mass,Ounce,"US ton",0,1,32000,0,0,
Mass,Ounce,Stone,0,1,224,0,0,
Mass,Ounce,Pound,0,1,16,0,0,
"Plane Angle",Arcsecond,Degree,0,1,3600,0,0,
"Plane Angle",Arcsecond,Gradian,0,1,3240,0,0,
"Plane Angle",Arcsecond,Milliradian,0,"3.141592653589793",648,0,1,
"Plane Angle",Arcsecond,"Minute of arc",0,1,60,0,0,
"Plane Angle",Arcsecond,Radian,0,"3.141592653589793",648000,0,1,
"Plane Angle",Degree,Arcsecond,0,3600,1,0,0,
"Plane Angle",Degree,Gradian,0,10,9,0,0,
"Plane Angle",Degree,Milliradian,0,"157.07963267948965",9,0,1,
"Plane Angle",Degree,"Minute of arc",0,60,1,0,0,
"Plane Angle",Degree,Radian,0,"3.141592653589793",180,0,1,
"Plane Angle",Gradian,Arcsecond,0,3240,1,0,0,
"Plane Angle",Gradian,Degree,0,9,10,0,0,
"Plane Angle",Gradian,Milliradian,0,"3141.592653589793",200,0,1,
"Plane Angle",Gradian,"Minute of arc",0,54,1,0,0,
"Plane Angle",Gradian,Radian,0,"3.141592653589793",200,0,1,
"Plane Angle",Milliradian,Arcsecond,0,648000,"3141.592653589793",0,1,
"Plane Angle",Milliradian,Degree,0,180,"3141.592653589793",0,1,
"Plane Angle",Milliradian,Gradian,0,200,"3141.592653589793",0,1,
"Plane Angle",Milliradian,"Minute of arc",0,10800,"3141.592653589793",0,1,
"Plane Angle",Milliradian,Radian,0,1,1000,0,0,
"Plane Angle","Minute of arc",Arcsecond,0,60,1,0,0,
"Plane Angle","Minute of arc",Degree,0,1,60,0,0,
"Plane Angle","Minute of arc",Gradian,0,1,54,0,0,
"Plane Angle","Minute of arc",Milliradian,0,"3141.592653589793",10800,0,1,
"Plane Angle","Minute of arc",Radian,0,"3.141592653589793",10800,0,1,
"Plane Angle",Radian,Arcsecond,0,648000,"3.141592653589793",0,1,
"Plane Angle",Radian,Degree,0,180,"3.141592653589793",0,1,
"Plane Angle",Radian,Gradian,0,200,"3.141592653589793",0,1,
"Plane Angle",Radian,Milliradian,0,1000,1,0,0,
"Plane Angle",Radian,"Minute of arc",0,10800,"3.141592653589793",0,1,
Pressure,Bar,Pascal,0,1000000,1,0,0,
Pressure,Bar,"Pound-force per square inch",0,"6.4516","0.44482216152605",0,0,
Pressure,Bar,"Standard atmosphere",0,1,"1.01325",0,0,
Pressure,Bar,Torr,0,3040000,4053,0,0,
Pressure,Pascal,Bar,0,1,100000,0,0,
Pressure,Pascal,"Pound-force per square inch",0,"6.4516","44482.216152605",0,0,
Pressure,Pascal,"Standard atmosphere",0,1,101325,0,0,
Pressure,Pascal,Torr,0,152,20265,0,0,
Pressure,"Pound-force per square inch",Bar,0,"0.44482216152605","6.4516",0,0,
Pressure,"Pound-force per square inch",Pascal,0,"44482.216152605","6.4516",0,0,
Pressure,"Pound-force per square inch","Standard atmosphere",0,"0.44482216152605","6.5370837",0,0,
Pressure,"Pound-force per square inch",Torr,0,"1352259.371039192","26148.3348",0,0,
Pressure,"Standard atmosphere",Bar,0,"1.01325",1,0,0,
Pressure,"Standard atmosphere",Pascal,0,101325,1,0,0,
Pressure,"Standard atmosphere","Pound-force per square inch",0,"6.5370837","0.44482216152605",0,0,
Pressure,"Standard atmosphere",Torr,0,760,1,0,0,
Pressure,Torr,Bar,0,4053,3040000,0,0,
Pressure,Torr,Pascal,0,20265,152,0,0,
Pressure,Torr,"Pound-force per square inch",0,"26148.3348","1352259.371039192",0,0,
Pressure,Torr,"Standard atmosphere",0,1,760,0,0,
Speed,"Mille per hour","Foot per second",0,22,15,0,0,
Speed,"Mille per hour","Meter per second",0,"0.44704",1,0,0,
Speed,"Mille per hour","Kilometer per hour",0,"1.609344",1,0,0,
Speed,"Mille per hour",Knot,0,"1.609344","1.852",0,0,
Speed,"Foot per second","Mille per hour",0,15,22,0,0,
Speed,"Foot per second","Meter per second",0,"6.7056",22,0,0,
Speed,"Foot per second","Kilometer per hour",0,"1.09728",1,0,0,
Speed,"Foot per second",Knot,0,"3.01752","5.093",0,0,
