Architecture,BuildNumber,BuildType,ClassGuid,ClockSpeedMHz,CodeSet,CommandLine,ComputerName,CountryCode,Description,DeviceClass,DeviceID,DeviceName,DisplayName,DriverDate,DriverProviderName,DriverVersion,FreePhysicalMemoryKB,FreeVirtualMemoryKB,HardWareID,Host,ID,Id,InfName,InstallDate,LastBootUpTime,Locale,Manufacturer,Name,NumberOfCores,NumberOfProcessors,OS,ParentID,Path,ProcessId,"Processor_Id",SerialNumber,ServiceType,StartMode,StartTime,Started,State,Status,SystemDevice,SystemDirectory,SystemDrive,TotalPhysicalMemoryKB,TotalVirtualMemoryKB,Type,Version,"_raw","_time",componentId,componentInstance,componentValue,"cpu_architecture","cpu_cores","cpu_count","cpu_mhz",description,dest,eventtype,family,host,index,linecount,mem,"mem_free","mem_free_percent","mem_used","mem_used_percent",mount,"ms_exchange_host",os,process,"process_id",punct,serial,service,"service_exec","service_name","service_path",source,sourcetype,"splunk_server","splunk_server_group","start_mode",status,storage,"storage_free","storage_free_percent","storage_used","storage_used_percent",tag,"tag::eventtype","tmp_epochtime","vendor_product",version
,,,,,,,,,"Provides support for 3rd party protocol plug-ins for Internet Connection Sharing",,,,"Application Layer Gateway Service",,,,,,,,,,,,,,,ALG,,,,,"C:\Windows\System32\alg.exe",0,,,"Own Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""ALG""
DisplayName=""Application Layer Gateway Service""
Description=""Provides support for 3rd party protocol plug-ins for Internet Connection Sharing""
Path=""C:\Windows\System32\alg.exe""
ServiceType=""Own Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-28T22:46:37.000+0000","WinHostMon-ALG","C:\Windows\System32\alg.exe",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___""=""______-____""="":\\\.""=""_""=""""==""""=""""=",,"Application Layer Gateway Service","alg.exe","Application Layer Gateway Service","C:\Windows\System32\alg.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624920397,,
,,,,,,,,,"Provides a mechanism to shut down the operating system of this virtual machine from the management interfaces on the physical computer.",,,,"Hyper-V Guest Shutdown Service",,,,,,,,,,,,,,,vmicshutdown,,,,,"C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""vmicshutdown""
DisplayName=""Hyper-V Guest Shutdown Service""
Description=""Provides a mechanism to shut down the operating system of this virtual machine from the management interfaces on the physical computer.""
Path=""C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-28T22:41:37.000+0000","WinHostMon-vmicshutdown","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""-___""=""____________________.""="":\\\._-__-""=""",,"Hyper-V Guest Shutdown Service","svchost.exe","Hyper-V Guest Shutdown Service","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624920097,,
,,,,,,,,,"Maintains links between NTFS files within a computer or across computers in a network.",,,,"Distributed Link Tracking Client",,,,,,,,,,,,,,,TrkWks,,,,,"C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p",2748,,,"Share Process",Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""TrkWks""
DisplayName=""Distributed Link Tracking Client""
Description=""Maintains links between NTFS files within a computer or across computers in a network.""
Path=""C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p""
ServiceType=""Share Process""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=2748","2021-06-28T22:36:37.000+0000","WinHostMon-TrkWks","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,2748,"==""""=""___""=""_____________.""="":\\\._-__-""=""_""=""""==""",,"Distributed Link Tracking Client","svchost.exe","Distributed Link Tracking Client","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624919797,,
,,,,,,"fontdrvhost.exe",,,,,,,,,,,,,,"EC2AMAZ-3G1B1SF",,,,,,,,"fontdrvhost.exe",,,,,"C:\Windows\system32\fontdrvhost.exe",944,,,,,"20210129193327.113250+000",,,,,,,,,Process,,"Type=Process
Name=""fontdrvhost.exe""
ProcessId=944
CommandLine=""fontdrvhost.exe""
StartTime=""20210129193327.113250+000""
Host=""EC2AMAZ-3G1B1SF""
Path=""C:\Windows\system32\fontdrvhost.exe""","2021-06-28T22:36:37.000+0000","WinHostMon-fontdrvhost.exe","C:\Windows\system32\fontdrvhost.exe",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_process",,"EC2AMAZ-3G1B1SF",main,7,,,,,,,,,"fontdrvhost.exe",944,"=="".""=="".""="".+""=""-""="":\\\.""",,,"fontdrvhost.exe",,"C:\Windows\system32\fontdrvhost.exe",process,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",,,,,,,,"os
process
report
windows","os
process
report
windows",1624919797,,
,,,,,,,,,"Provides notifications for AutoPlay hardware events.",,,,"Shell Hardware Detection",,,,,,,,,,,,,,,ShellHWDetection,,,,,"C:\Windows\System32\svchost.exe -k netsvcs -p",1840,,,"Share Process",Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""ShellHWDetection""
DisplayName=""Shell Hardware Detection""
Description=""Provides notifications for AutoPlay hardware events.""
Path=""C:\Windows\System32\svchost.exe -k netsvcs -p""
ServiceType=""Share Process""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=1840","2021-06-28T22:31:37.000+0000","WinHostMon-ShellHWDetection","C:\Windows\System32\svchost.exe -k netsvcs -p",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,1840,"==""""=""__""=""_____.""="":\\\._-__-""=""_""=""""==""""=""""=",,"Shell Hardware Detection","svchost.exe","Shell Hardware Detection","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624919497,,
,,,,,,,,,"Host service for the Microsoft Storage Spaces management provider. If this service is stopped or disabled, Storage Spaces cannot be managed.",,,,"Microsoft Storage Spaces SMP",,,,,,,,,,,,,,,smphost,,,,,"C:\Windows\System32\svchost.exe -k smphost",0,,,"Own Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""smphost""
DisplayName=""Microsoft Storage Spaces SMP""
Description=""Host service for the Microsoft Storage Spaces management provider. If this service is stopped or disabled, Storage Spaces cannot be managed.""
Path=""C:\Windows\System32\svchost.exe -k smphost""
ServiceType=""Own Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-28T22:26:37.000+0000","WinHostMon-smphost","C:\Windows\System32\svchost.exe -k smphost",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___""=""________._______,_____.""="":\\\._-_""=""_",,"Microsoft Storage Spaces SMP","svchost.exe","Microsoft Storage Spaces SMP","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624919197,,
,,,,,,,,,"Resolves RPC interfaces identifiers to transport endpoints. If this service is stopped or disabled, programs using Remote Procedure Call (RPC) services will not function properly.",,,,"RPC Endpoint Mapper",,,,,,,,,,,,,,,RpcEptMapper,,,,,"C:\Windows\system32\svchost.exe -k RPCSS -p",1020,,,"Share Process",Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""RpcEptMapper""
DisplayName=""RPC Endpoint Mapper""
Description=""Resolves RPC interfaces identifiers to transport endpoints. If this service is stopped or disabled, programs using Remote Procedure Call (RPC) services will not function properly.""
Path=""C:\Windows\system32\svchost.exe -k RPCSS -p""
ServiceType=""Share Process""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=1020","2021-06-28T22:21:37.000+0000","WinHostMon-RpcEptMapper","C:\Windows\system32\svchost.exe -k RPCSS -p",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,1020,"==""""=""__""=""______._______,______()_____.""="":\\\._-",,"RPC Endpoint Mapper","svchost.exe","RPC Endpoint Mapper","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624918897,,
,,,,,,,,,"In Windows 2003 and earlier versions of Windows, the Remote Procedure Call (RPC) Locator service manages the RPC name service database. In Windows Vista and later versions of Windows, this service does not provide any functionality and is present for application compatibility.",,,,"Remote Procedure Call (RPC) Locator",,,,,,,,,,,,,,,RpcLocator,,,,,"C:\Windows\system32\locator.exe",0,,,"Own Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""RpcLocator""
DisplayName=""Remote Procedure Call (RPC) Locator""
Description=""In Windows 2003 and earlier versions of Windows, the Remote Procedure Call (RPC) Locator service manages the RPC name service database. In Windows Vista and later versions of Windows, this service does not provide any functionality and is present for application compatibility.""
Path=""C:\Windows\system32\locator.exe""
ServiceType=""Own Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-28T22:16:37.000+0000","WinHostMon-RpcLocator","C:\Windows\system32\locator.exe",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___()_""=""_______,_____()________.________,__",,"Remote Procedure Call (RPC) Locator","locator.exe","Remote Procedure Call (RPC) Locator","C:\Windows\system32\locator.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624918597,,
,,,,,,,,,"Enables remote users and 64-bit processes to query performance counters provided by 32-bit DLLs. If this service is stopped, only local users and 32-bit processes will be able to query performance counters provided by 32-bit DLLs.",,,,"Performance Counter DLL Host",,,,,,,,,,,,,,,PerfHost,,,,,"C:\Windows\SysWow64\perfhost.exe",0,,,"Own Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""PerfHost""
DisplayName=""Performance Counter DLL Host""
Description=""Enables remote users and 64-bit processes to query performance counters provided by 32-bit DLLs. If this service is stopped, only local users and 32-bit processes will be able to query performance counters provided by 32-bit DLLs.""
Path=""C:\Windows\SysWow64\perfhost.exe""
ServiceType=""Own Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-28T22:16:37.000+0000","WinHostMon-PerfHost","C:\Windows\SysWow64\perfhost.exe",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___""=""____-________-_._____,_____-__________",,"Performance Counter DLL Host","perfhost.exe","Performance Counter DLL Host","C:\Windows\SysWow64\perfhost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624918597,,
,,,,,,,,,"Provides support for the Secure Socket Tunneling Protocol (SSTP) to connect to remote computers using VPN. If this service is disabled, users will not be able to use SSTP to access remote servers.",,,,"Secure Socket Tunneling Protocol Service",,,,,,,,,,,,,,,SstpSvc,,,,,"C:\Windows\system32\svchost.exe -k LocalService -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""SstpSvc""
DisplayName=""Secure Socket Tunneling Protocol Service""
Description=""Provides support for the Secure Socket Tunneling Protocol (SSTP) to connect to remote computers using VPN. If this service is disabled, users will not be able to use SSTP to access remote servers.""
Path=""C:\Windows\system32\svchost.exe -k LocalService -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-28T22:11:37.000+0000","WinHostMon-SstpSvc","C:\Windows\system32\svchost.exe -k LocalService -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""____""=""________()_______._____,____________.",,"Secure Socket Tunneling Protocol Service","svchost.exe","Secure Socket Tunneling Protocol Service","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624918297,,
,,,,,,,,,"Keeps your Google software up to date. If this service is disabled or stopped, your Google software will not be kept up to date, meaning security vulnerabilities that may arise cannot be fixed and features may not work. This service uninstalls itself when there is no Google software using it.",,,,"Google Update Service (gupdatem)",,,,,,,,,,,,,,,gupdatem,,,,,"""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /medsvc",0,,,"Own Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""gupdatem""
DisplayName=""Google Update Service (gupdatem)""
Description=""Keeps your Google software up to date. If this service is disabled or stopped, your Google software will not be kept up to date, meaning security vulnerabilities that may arise cannot be fixed and features may not work. This service uninstalls itself when there is no Google software using it.""
Path=""""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /medsvc""
ServiceType=""Own Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-28T22:11:37.000+0000","WinHostMon-gupdatem","""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /medsvc",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___()""=""______._______,__________,__________",,"Google Update Service (gupdatem)","GoogleUpdate.exe","Google Update Service (gupdatem)","""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624918297,,
,,,,,,,,,"The Wired AutoConfig (DOT3SVC) service is responsible for performing IEEE 802.1X authentication on Ethernet interfaces. If your current wired network deployment enforces 802.1X authentication, the DOT3SVC service should be configured to run for establishing Layer 2 connectivity and/or providing access to network resources. Wired networks that do not enforce 802.1X authentication are unaffected by the DOT3SVC service.",,,,"Wired AutoConfig",,,,,,,,,,,,,,,dot3svc,,,,,"C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""dot3svc""
DisplayName=""Wired AutoConfig""
Description=""The Wired AutoConfig (DOT3SVC) service is responsible for performing IEEE 802.1X authentication on Ethernet interfaces. If your current wired network deployment enforces 802.1X authentication, the DOT3SVC service should be configured to run for establishing Layer 2 connectivity and/or providing access to network resources. Wired networks that do not enforce 802.1X authentication are unaffected by the DOT3SVC service.""
Path=""C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-28T22:11:37.000+0000","WinHostMon-dot3svc","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""_""=""___()_______.____.________._,___________",,"Wired AutoConfig","svchost.exe","Wired AutoConfig","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624918297,,
,,,,,,,,,"Service supporting the audio gateway role of the Bluetooth Handsfree Profile.",,,,"Bluetooth Audio Gateway Service",,,,,,,,,,,,,,,BTAGService,,,,,"C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""BTAGService""
DisplayName=""Bluetooth Audio Gateway Service""
Description=""Service supporting the audio gateway role of the Bluetooth Handsfree Profile.""
Path=""C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-28T22:11:37.000+0000","WinHostMon-BTAGService","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___""=""__________.""="":\\\._-_""=""_""=""""==""""=""""=",,"Bluetooth Audio Gateway Service","svchost.exe","Bluetooth Audio Gateway Service","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624918297,,
,,,,,,,,,"Provides a common interface and object model to access management information about operating system, devices, applications and services. If this service is stopped, most Windows-based software will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.",,,,"Windows Management Instrumentation",,,,,,,,,,,,,,,Winmgmt,,,,,"C:\Windows\system32\svchost.exe -k netsvcs -p",2596,,,"Share Process",Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""Winmgmt""
DisplayName=""Windows Management Instrumentation""
Description=""Provides a common interface and object model to access management information about operating system, devices, applications and services. If this service is stopped, most Windows-based software will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.""
Path=""C:\Windows\system32\svchost.exe -k netsvcs -p""
ServiceType=""Share Process""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=2596","2021-06-28T22:06:37.000+0000","WinHostMon-Winmgmt","C:\Windows\system32\svchost.exe -k netsvcs -p",1,,,,,,"EC2AMAZ-3G1B1SF","err0r hostmon_windows microsoft_windows_hostmon_service nix_errors",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,2596,"==""""=""__""=""_____________,_,___._____,__-_____.____",,"Windows Management Instrumentation","svchost.exe","Windows Management Instrumentation","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"error
os
report
service
windows","error
os
report
service
windows",1624917997,,
,,,,,,,,,"Provides tunnel connectivity using IPv6 transition technologies (6to4, ISATAP, Port Proxy, and Teredo), and IP-HTTPS. If this service is stopped, the computer will not have the enhanced connectivity benefits that these technologies offer.",,,,"IP Helper",,,,,,,,,,,,,,,iphlpsvc,,,,,"C:\Windows\System32\svchost.exe -k NetSvcs -p",2960,,,"Share Process",Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""iphlpsvc""
DisplayName=""IP Helper""
Description=""Provides tunnel connectivity using IPv6 transition technologies (6to4, ISATAP, Port Proxy, and Teredo), and IP-HTTPS. If this service is stopped, the computer will not have the enhanced connectivity benefits that these technologies offer.""
Path=""C:\Windows\System32\svchost.exe -k NetSvcs -p""
ServiceType=""Share Process""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=2960","2021-06-28T22:01:37.000+0000","WinHostMon-iphlpsvc","C:\Windows\System32\svchost.exe -k NetSvcs -p",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,2960,"==""""=""_""=""_______(,_,__,__),__-._____,____________",,"IP Helper","svchost.exe","IP Helper","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624917697,,
,,,,,,,,,"Enables apps to discover devices with a backgroud task",,,,"DevQuery Background Discovery Broker",,,,,,,,,,,,,,,DevQueryBroker,,,,,"C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""DevQueryBroker""
DisplayName=""DevQuery Background Discovery Broker""
Description=""Enables apps to discover devices with a backgroud task""
Path=""C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-28T22:01:37.000+0000","WinHostMon-DevQueryBroker","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___""=""________""="":\\\._-__-""=""_""=""""==""""=""""=",,"DevQuery Background Discovery Broker","svchost.exe","DevQuery Background Discovery Broker","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624917697,,
,,,,,,,,,"Provides a mechanism to exchange data between the virtual machine and the operating system running on the physical computer.",,,,"Hyper-V Data Exchange Service",,,,,,,,,,,,,,,vmickvpexchange,,,,,"C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""vmickvpexchange""
DisplayName=""Hyper-V Data Exchange Service""
Description=""Provides a mechanism to exchange data between the virtual machine and the operating system running on the physical computer.""
Path=""C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-28T21:51:37.000+0000","WinHostMon-vmickvpexchange","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""-___""=""__________________.""="":\\\._-__-""=""_""",,"Hyper-V Data Exchange Service","svchost.exe","Hyper-V Data Exchange Service","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624917097,,
,,,,,,,,,"Windows Defender Advanced Threat Protection service helps protect against advanced threats by monitoring and reporting security events that happen on the computer.",,,,"Windows Defender Advanced Threat Protection Service",,,,,,,,,,,,,,,Sense,,,,,"C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe",0,,,"Own Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""Sense""
DisplayName=""Windows Defender Advanced Threat Protection Service""
Description=""Windows Defender Advanced Threat Protection service helps protect against advanced threats by monitoring and reporting security events that happen on the computer.""
Path=""C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe""
ServiceType=""Own Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-28T21:51:37.000+0000","WinHostMon-Sense","C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""_____""=""_____________________.""="":\_\____\.""",,"Windows Defender Advanced Threat Protection Service","MsSense.exe","Windows Defender Advanced Threat Protection Service","C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624917097,,
,,,,,,,,,"Resolves RPC interfaces identifiers to transport endpoints. If this service is stopped or disabled, programs using Remote Procedure Call (RPC) services will not function properly.",,,,"RPC Endpoint Mapper",,,,,,,,,,,,,,,RpcEptMapper,,,,,"C:\Windows\system32\svchost.exe -k RPCSS -p",1020,,,"Share Process",Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""RpcEptMapper""
DisplayName=""RPC Endpoint Mapper""
Description=""Resolves RPC interfaces identifiers to transport endpoints. If this service is stopped or disabled, programs using Remote Procedure Call (RPC) services will not function properly.""
Path=""C:\Windows\system32\svchost.exe -k RPCSS -p""
ServiceType=""Share Process""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=1020","2021-06-28T21:51:37.000+0000","WinHostMon-RpcEptMapper","C:\Windows\system32\svchost.exe -k RPCSS -p",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,1020,"==""""=""__""=""______._______,______()_____.""="":\\\._-",,"RPC Endpoint Mapper","svchost.exe","RPC Endpoint Mapper","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624917097,,
,,,,,,,,,"This service delivers network notifications (e.g. interface addition/deleting etc) to user mode clients. Stopping this service will cause loss of network connectivity. If this service is disabled, any other services that explicitly depend on this service will fail to start.",,,,"Network Store Interface Service",,,,,,,,,,,,,,,nsi,,,,,"C:\Windows\system32\svchost.exe -k LocalService -p",1488,,,"Share Process",Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""nsi""
DisplayName=""Network Store Interface Service""
Description=""This service delivers network notifications (e.g. interface addition/deleting etc) to user mode clients. Stopping this service will cause loss of network connectivity. If this service is disabled, any other services that explicitly depend on this service will fail to start.""
Path=""C:\Windows\system32\svchost.exe -k LocalService -p""
ServiceType=""Share Process""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=1488","2021-06-28T21:51:37.000+0000","WinHostMon-nsi","C:\Windows\system32\svchost.exe -k LocalService -p",1,,,,,,"EC2AMAZ-3G1B1SF","err0r hostmon_windows microsoft_windows_hostmon_service nix_errors",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,1488,"==""""=""___""=""_____(..__/_)____._________._____,____",,"Network Store Interface Service","svchost.exe","Network Store Interface Service","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"error
os
report
service
windows","error
os
report
service
windows",1624917097,,
