EventCode,LogName,"Windows_OS_Support",signature,"signature_severity"
5034,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Firewall Driver has been stopped",low
5035,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Firewall Driver failed to start",medium
5037,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Firewall Driver detected critical runtime error. Terminating",medium
5038,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Code integrity determined that the image hash of a file is not valid",medium
5039,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A registry key was virtualized.",low
5040,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A change has been made to IPsec settings. An Authentication Set was added.",low
5041,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A change has been made to IPsec settings. An Authentication Set was modified",low
5042,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A change has been made to IPsec settings. An Authentication Set was deleted",low
5043,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A change has been made to IPsec settings. A Connection Security Rule was added",low
5044,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A change has been made to IPsec settings. A Connection Security Rule was modified",low
5045,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A change has been made to IPsec settings. A Connection Security Rule was deleted",low
5046,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A change has been made to IPsec settings. A Crypto Set was added",low
5047,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A change has been made to IPsec settings. A Crypto Set was modified",low
5048,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A change has been made to IPsec settings. A Crypto Set was deleted",low
5049,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An IPsec Security Association was deleted",low
5050,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An attempt to programmatically disable the Windows Firewall using a call to INetFwProfile.FirewallEnabled(FALSE",low
5051,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A file was virtualized",low
5056,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A cryptographic self test was performed",low
5057,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A cryptographic primitive operation failed",low
5058,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Key file operation",low
5059,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Key migration operation",low
5060,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Verification operation failed",low
5061,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Cryptographic operation",low
5062,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A kernel-mode cryptographic self test was performed",low
5063,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A cryptographic provider operation was attempted",low
5064,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A cryptographic context operation was attempted",low
5065,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A cryptographic context modification was attempted",low
5066,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A cryptographic function operation was attempted",low
5067,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A cryptographic function modification was attempted",low
5068,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A cryptographic function provider operation was attempted",low
5069,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A cryptographic function property operation was attempted",low
5070,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A cryptographic function property operation was attempted",low
5071,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Key access denied by Microsoft key distribution service",low
5120,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","OCSP Responder Service Started",medium
5121,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","OCSP Responder Service Stopped",medium
5122,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A Configuration entry changed in the OCSP Responder Service",medium
5123,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A configuration entry changed in the OCSP Responder Service",medium
5124,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A security setting was updated on OCSP Responder Service",high
5125,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A request was submitted to OCSP Responder Service",low
5126,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Signing Certificate was automatically updated by the OCSP Responder Service",low
5127,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The OCSP Revocation Provider successfully updated the revocation information",low
5136,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A directory service object was modified",low
5137,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A directory service object was created",low
5138,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A directory service object was undeleted",low
5139,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A directory service object was moved",low
5140,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A network share object was accessed",low
5141,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A directory service object was deleted",low
5142,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A network share object was added.",low
5143,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A network share object was modified",low
5144,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A network share object was deleted.",low
5145,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A network share object was checked to see whether client can be granted desired access",low
5146,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Filtering Platform has blocked a packet",low
5147,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A more restrictive Windows Filtering Platform filter has blocked a packet",low
5148,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Filtering Platform has detected a DoS attack and entered a defensive mode",low
5149,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The DoS attack has subsided and normal processing is being resumed.",low
5150,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Filtering Platform has blocked a packet.",low
5151,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A more restrictive Windows Filtering Platform filter has blocked a packet.",low
5152,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Filtering Platform blocked a packet",low
5153,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A more restrictive Windows Filtering Platform filter has blocked a packet",low
5154,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections",low
5155,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections",low
5156,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Filtering Platform has allowed a connection",low
5157,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Filtering Platform has blocked a connection",low
5158,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Filtering Platform has permitted a bind to a local port",low
5159,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The Windows Filtering Platform has blocked a bind to a local port",low
5168,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Spn check for SMB/SMB2 fails.",low
5169,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A directory service object was modified",low
5170,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A directory service object was modified during a background cleanup task",low
5376,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Credential Manager credentials were backed up",medium
5377,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Credential Manager credentials were restored from a backup",medium
5378,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The requested credentials delegation was disallowed by policy",low
5379,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Credential Manager credentials were read",low
5380,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Vault Find Credential",low
5381,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Vault credentials were read",low
5382,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Vault credentials were read",low
5440,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The following callout was present when the Windows Filtering Platform Base Filtering Engine started",low
5441,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The following filter was present when the Windows Filtering Platform Base Filtering Engine started",low
5442,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The following provider was present when the Windows Filtering Platform Base Filtering Engine started",low
5443,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The following provider context was present when the Windows Filtering Platform Base Filtering Engine started",low
5444,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The following sub-layer was present when the Windows Filtering Platform Base Filtering Engine started",low
5446,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A Windows Filtering Platform callout has been changed",low
5447,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A Windows Filtering Platform filter has been changed",low
5448,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A Windows Filtering Platform provider has been changed",low
5449,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A Windows Filtering Platform provider context has been changed",low
5450,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A Windows Filtering Platform sub-layer has been changed",low
5451,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An IPsec Quick Mode security association was established",low
5452,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An IPsec Quick Mode security association ended",low
5453,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An IPsec negotiation with a remote computer failed because the IKE and AuthIP IPsec Keying Modules (IKEEXT) service is not started",medium
5456,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","PAStore Engine applied Active Directory storage IPsec policy on the computer",low
5457,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","PAStore Engine failed to apply Active Directory storage IPsec policy on the computer",low
5458,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","PAStore Engine applied locally cached copy of Active Directory storage IPsec policy on the computer",low
5459,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","PAStore Engine failed to apply locally cached copy of Active Directory storage IPsec policy on the computer",low
5460,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","PAStore Engine applied local registry storage IPsec policy on the computer",low
5461,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","PAStore Engine failed to apply local registry storage IPsec policy on the computer",low
5462,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","PAStore Engine failed to apply some rules of the active IPsec policy on the computer",low
5463,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","PAStore Engine polled for changes to the active IPsec policy and detected no changes",low
5464,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","PAStore Engine polled for changes to the active IPsec policy detected changes and applied them to IPsec Services",low
5465,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","PAStore Engine received a control for forced reloading of IPsec policy and processed the control successfully",low
5466,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","PAStore Engine polled for changes to the Active Directory IPsec policy determined that Active Directory cannot be reached and will use the cached copy of the Active Directory IPsec policy instead",low
5467,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","PAStore Engine polled for changes to the Active Directory IPsec policy determined that Active Directory can be reached and found no changes to the policy",low
5468,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","PAStore Engine polled for changes to the Active Directory IPsec policy determined that Active Directory can be reached found changes to the policy and applied those changes",low
5471,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","PAStore Engine loaded local storage IPsec policy on the computer",low
5472,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","PAStore Engine failed to load local storage IPsec policy on the computer",low
5473,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","PAStore Engine loaded directory storage IPsec policy on the computer",low
5474,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","PAStore Engine failed to load directory storage IPsec policy on the computer",low
5477,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","PAStore Engine failed to add quick mode filter",low
5478,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","IPsec Services has started successfully",low
5479,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","IPsec Services has been shut down successfully",low
5480,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","IPsec Services failed to get the complete list of network interfaces on the computer",medium
5483,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","IPsec Services failed to initialize RPC server. IPsec Services could not be started",medium
5484,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","IPsec Services has experienced a critical failure and has been shut down",medium
5485,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","IPsec Services failed to process some IPsec filters on a plug-and-play event for network interfaces",medium
5632,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A request was made to authenticate to a wireless network",low
5633,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A request was made to authenticate to a wired network",low
5712,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A Remote Procedure Call (RPC) was attempted",low
5888,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An object in the COM+ Catalog was modified",low
5889,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An object was deleted from the COM+ Catalog",low
5890,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An object was added to the COM+ Catalog",low
6144,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Security policy in the group policy objects has been applied successfully",low
6145,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","One or more errors occured while processing security policy in the group policy objects",medium
6272,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Network Policy Server granted access to a user",low
6273,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Network Policy Server denied access to a user",medium
6274,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Network Policy Server discarded the request for a user",medium
6275,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Network Policy Server discarded the accounting request for a user",medium
6276,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Network Policy Server quarantined a user",medium
6277,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Network Policy Server granted access to a user but put it on probation because the host did not meet the defined health policy",medium
6278,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Network Policy Server granted full access to a user because the host met the defined health policy",medium
6279,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Network Policy Server locked the user account due to repeated failed authentication attempts",medium
6280,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Network Policy Server unlocked the user account",medium
6281,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Code Integrity determined that the page hashes of an image file are not valid…",low
6400,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","BranchCache: Received an incorrectly formatted response while discovering availability of content.",low
6401,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","BranchCache: Received invalid data from a peer. Data discarded.",low
6402,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","BranchCache: The message to the hosted cache offering it data is incorrectly formatted.",low
6403,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","BranchCache: The hosted cache sent an incorrectly formatted response to the client’s message to offer it data.",low
6404,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","BranchCache: Hosted cache could not be authenticated using the provisioned SSL certificate.",low
6405,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","BranchCache: %2 instance(s) of event id %1 occurred.",low
6406,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","%1 registered to Windows Firewall to control filtering for the following:",low
6407,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","%1 registered to Windows Firewall to control filtering for the following:",low
6408,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Registered product %1 failed and Windows Firewall is now controlling the filtering for %2.",low
6409,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","BranchCache: A service connection point object could not be parsed",low
6410,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Code integrity determined that a file does not meet the security requirements to load into a process. This could be due to the use of shared sections or other issues",low
6416,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A new external device was recognized by the system.",low
6417,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The FIPS mode crypto selftests succeeded",low
6418,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The FIPS mode crypto selftests failed",low
6419,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A request was made to disable a device",low
6420,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A device was disabled",low
6421,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A request was made to enable a device",low
6422,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","A device was enabled",low
6423,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The installation of this device is forbidden by system policy",low
6424,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The installation of this device was allowed after having previously been forbidden by policy",low
8191,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Highest System-Defined Audit Message Value",low
24577,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Encryption of volume started",Low
24578,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Encryption of volume stopped",Low
24579,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Encryption of volume completed",Low
24580,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Decryption of volume started",Low
24581,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Decryption of volume stopped",Low
24582,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Decryption of volume completed",Low
24583,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Conversion worker thread for volume started",Low
24584,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Conversion worker thread for volume temporarily stopped",Low
24586,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An error was encountered converting volume",medium
24588,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","The conversion operation on volume %2 encountered a bad sector error. Please validate the data on this volume",Low
24592,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","An attempt to automatically restart conversion on volume %2 failed.",medium
24593,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Metadata write: Volume %2 returning errors while trying to modify metadata. If failures continue, decrypt volume",medium
24594,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Metadata rebuild: An attempt to write a copy of metadata on volume %2 failed and may appear as disk corruption. If failures continue, decrypt volume.",medium
24595,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Volume %2 contains bad clusters. These clusters will be skipped during conversion.",Low
24621,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Initial state check: Rolling volume conversion transaction on %2.",Low
2,Setup,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Update Packages Installed",low
1009,Setup,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Hotpatching Failed",low
6,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","New Kernel Filter Driver",low
19,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Windows Update Installed",low
104,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Event Log was Cleared",high
219,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Failed Kernel Driver Loading",low
1001,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",BSOD,low
1125,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Internal Error",low
1127,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Generic Internal Error",low
1129,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Group Policy Application Failed due to Connectivity",low
7022,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Windows Service Fails or Crashes",low
7023,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Windows Service Fails or Crashes",low
7024,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Windows Service Fails or Crashes",low
7026,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Windows Service Fails or Crashes",low
7031,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Windows Service Fails or Crashes",low
7032,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Windows Service Fails or Crashes",low
7034,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","Windows Service Fails or Crashes",low
7045,System,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)","New Windows Service",low
