tld,wildcard_tld
execute-api.il-central-1.amazonaws.com,*.execute-api.il-central-1.amazonaws.com
execute-api.me-central-1.amazonaws.com,*.execute-api.me-central-1.amazonaws.com
execute-api.me-south-1.amazonaws.com,*.execute-api.me-south-1.amazonaws.com
execute-api.sa-east-1.amazonaws.com,*.execute-api.sa-east-1.amazonaws.com
execute-api.us-east-1.amazonaws.com,*.execute-api.us-east-1.amazonaws.com
execute-api.us-east-2.amazonaws.com,*.execute-api.us-east-2.amazonaws.com
execute-api.us-gov-east-1.amazonaws.com,*.execute-api.us-gov-east-1.amazonaws.com
execute-api.us-gov-west-1.amazonaws.com,*.execute-api.us-gov-west-1.amazonaws.com
execute-api.us-west-1.amazonaws.com,*.execute-api.us-west-1.amazonaws.com
execute-api.us-west-2.amazonaws.com,*.execute-api.us-west-2.amazonaws.com
auth.af-south-1.amazoncognito.com,*.auth.af-south-1.amazoncognito.com
auth.ap-east-1.amazoncognito.com,*.auth.ap-east-1.amazoncognito.com
auth.ap-northeast-1.amazoncognito.com,*.auth.ap-northeast-1.amazoncognito.com
auth.ap-northeast-2.amazoncognito.com,*.auth.ap-northeast-2.amazoncognito.com
auth.ap-northeast-3.amazoncognito.com,*.auth.ap-northeast-3.amazoncognito.com
auth.ap-south-1.amazoncognito.com,*.auth.ap-south-1.amazoncognito.com
auth.ap-south-2.amazoncognito.com,*.auth.ap-south-2.amazoncognito.com
auth.ap-southeast-1.amazoncognito.com,*.auth.ap-southeast-1.amazoncognito.com
auth.ap-southeast-2.amazoncognito.com,*.auth.ap-southeast-2.amazoncognito.com
auth.ap-southeast-3.amazoncognito.com,*.auth.ap-southeast-3.amazoncognito.com
auth.ap-southeast-4.amazoncognito.com,*.auth.ap-southeast-4.amazoncognito.com
auth.ap-southeast-5.amazoncognito.com,*.auth.ap-southeast-5.amazoncognito.com
auth.ca-central-1.amazoncognito.com,*.auth.ca-central-1.amazoncognito.com
auth.ca-west-1.amazoncognito.com,*.auth.ca-west-1.amazoncognito.com
auth.eu-central-1.amazoncognito.com,*.auth.eu-central-1.amazoncognito.com
auth.eu-central-2.amazoncognito.com,*.auth.eu-central-2.amazoncognito.com
auth.eu-north-1.amazoncognito.com,*.auth.eu-north-1.amazoncognito.com
auth.eu-south-1.amazoncognito.com,*.auth.eu-south-1.amazoncognito.com
auth.eu-south-2.amazoncognito.com,*.auth.eu-south-2.amazoncognito.com
auth.eu-west-1.amazoncognito.com,*.auth.eu-west-1.amazoncognito.com
auth.eu-west-2.amazoncognito.com,*.auth.eu-west-2.amazoncognito.com
auth.eu-west-3.amazoncognito.com,*.auth.eu-west-3.amazoncognito.com
auth.il-central-1.amazoncognito.com,*.auth.il-central-1.amazoncognito.com
auth.me-central-1.amazoncognito.com,*.auth.me-central-1.amazoncognito.com
auth.me-south-1.amazoncognito.com,*.auth.me-south-1.amazoncognito.com
auth.sa-east-1.amazoncognito.com,*.auth.sa-east-1.amazoncognito.com
auth.us-east-1.amazoncognito.com,*.auth.us-east-1.amazoncognito.com
auth-fips.us-east-1.amazoncognito.com,*.auth-fips.us-east-1.amazoncognito.com
auth.us-east-2.amazoncognito.com,*.auth.us-east-2.amazoncognito.com
auth-fips.us-east-2.amazoncognito.com,*.auth-fips.us-east-2.amazoncognito.com
auth-fips.us-gov-east-1.amazoncognito.com,*.auth-fips.us-gov-east-1.amazoncognito.com
auth-fips.us-gov-west-1.amazoncognito.com,*.auth-fips.us-gov-west-1.amazoncognito.com
auth.us-west-1.amazoncognito.com,*.auth.us-west-1.amazoncognito.com
auth-fips.us-west-1.amazoncognito.com,*.auth-fips.us-west-1.amazoncognito.com
auth.us-west-2.amazoncognito.com,*.auth.us-west-2.amazoncognito.com
auth-fips.us-west-2.amazoncognito.com,*.auth-fips.us-west-2.amazoncognito.com
*.compute.amazonaws.com,*.compute.amazonaws.com
*.compute-1.amazonaws.com,*.compute-1.amazonaws.com
emrappui-prod.af-south-1.amazonaws.com,*.emrappui-prod.af-south-1.amazonaws.com
emrnotebooks-prod.af-south-1.amazonaws.com,*.emrnotebooks-prod.af-south-1.amazonaws.com
emrstudio-prod.af-south-1.amazonaws.com,*.emrstudio-prod.af-south-1.amazonaws.com
emrappui-prod.ap-east-1.amazonaws.com,*.emrappui-prod.ap-east-1.amazonaws.com
emrnotebooks-prod.ap-east-1.amazonaws.com,*.emrnotebooks-prod.ap-east-1.amazonaws.com
emrstudio-prod.ap-east-1.amazonaws.com,*.emrstudio-prod.ap-east-1.amazonaws.com
emrappui-prod.ap-northeast-1.amazonaws.com,*.emrappui-prod.ap-northeast-1.amazonaws.com
emrnotebooks-prod.ap-northeast-1.amazonaws.com,*.emrnotebooks-prod.ap-northeast-1.amazonaws.com
emrstudio-prod.ap-northeast-1.amazonaws.com,*.emrstudio-prod.ap-northeast-1.amazonaws.com
emrappui-prod.ap-northeast-2.amazonaws.com,*.emrappui-prod.ap-northeast-2.amazonaws.com
emrnotebooks-prod.ap-northeast-2.amazonaws.com,*.emrnotebooks-prod.ap-northeast-2.amazonaws.com
emrstudio-prod.ap-northeast-2.amazonaws.com,*.emrstudio-prod.ap-northeast-2.amazonaws.com
emrappui-prod.ap-northeast-3.amazonaws.com,*.emrappui-prod.ap-northeast-3.amazonaws.com
emrnotebooks-prod.ap-northeast-3.amazonaws.com,*.emrnotebooks-prod.ap-northeast-3.amazonaws.com
emrstudio-prod.ap-northeast-3.amazonaws.com,*.emrstudio-prod.ap-northeast-3.amazonaws.com
emrappui-prod.ap-south-1.amazonaws.com,*.emrappui-prod.ap-south-1.amazonaws.com
emrnotebooks-prod.ap-south-1.amazonaws.com,*.emrnotebooks-prod.ap-south-1.amazonaws.com
emrstudio-prod.ap-south-1.amazonaws.com,*.emrstudio-prod.ap-south-1.amazonaws.com
emrappui-prod.ap-south-2.amazonaws.com,*.emrappui-prod.ap-south-2.amazonaws.com
emrnotebooks-prod.ap-south-2.amazonaws.com,*.emrnotebooks-prod.ap-south-2.amazonaws.com
emrstudio-prod.ap-south-2.amazonaws.com,*.emrstudio-prod.ap-south-2.amazonaws.com
emrappui-prod.ap-southeast-1.amazonaws.com,*.emrappui-prod.ap-southeast-1.amazonaws.com
emrnotebooks-prod.ap-southeast-1.amazonaws.com,*.emrnotebooks-prod.ap-southeast-1.amazonaws.com
emrstudio-prod.ap-southeast-1.amazonaws.com,*.emrstudio-prod.ap-southeast-1.amazonaws.com
emrappui-prod.ap-southeast-2.amazonaws.com,*.emrappui-prod.ap-southeast-2.amazonaws.com
emrnotebooks-prod.ap-southeast-2.amazonaws.com,*.emrnotebooks-prod.ap-southeast-2.amazonaws.com
emrstudio-prod.ap-southeast-2.amazonaws.com,*.emrstudio-prod.ap-southeast-2.amazonaws.com
emrappui-prod.ap-southeast-3.amazonaws.com,*.emrappui-prod.ap-southeast-3.amazonaws.com
emrnotebooks-prod.ap-southeast-3.amazonaws.com,*.emrnotebooks-prod.ap-southeast-3.amazonaws.com
emrstudio-prod.ap-southeast-3.amazonaws.com,*.emrstudio-prod.ap-southeast-3.amazonaws.com
emrappui-prod.ap-southeast-4.amazonaws.com,*.emrappui-prod.ap-southeast-4.amazonaws.com
emrnotebooks-prod.ap-southeast-4.amazonaws.com,*.emrnotebooks-prod.ap-southeast-4.amazonaws.com
emrstudio-prod.ap-southeast-4.amazonaws.com,*.emrstudio-prod.ap-southeast-4.amazonaws.com
emrappui-prod.ca-central-1.amazonaws.com,*.emrappui-prod.ca-central-1.amazonaws.com
emrnotebooks-prod.ca-central-1.amazonaws.com,*.emrnotebooks-prod.ca-central-1.amazonaws.com
emrstudio-prod.ca-central-1.amazonaws.com,*.emrstudio-prod.ca-central-1.amazonaws.com
emrappui-prod.ca-west-1.amazonaws.com,*.emrappui-prod.ca-west-1.amazonaws.com
emrnotebooks-prod.ca-west-1.amazonaws.com,*.emrnotebooks-prod.ca-west-1.amazonaws.com
emrstudio-prod.ca-west-1.amazonaws.com,*.emrstudio-prod.ca-west-1.amazonaws.com
emrappui-prod.eu-central-1.amazonaws.com,*.emrappui-prod.eu-central-1.amazonaws.com
emrnotebooks-prod.eu-central-1.amazonaws.com,*.emrnotebooks-prod.eu-central-1.amazonaws.com
emrstudio-prod.eu-central-1.amazonaws.com,*.emrstudio-prod.eu-central-1.amazonaws.com
emrappui-prod.eu-central-2.amazonaws.com,*.emrappui-prod.eu-central-2.amazonaws.com
emrnotebooks-prod.eu-central-2.amazonaws.com,*.emrnotebooks-prod.eu-central-2.amazonaws.com
emrstudio-prod.eu-central-2.amazonaws.com,*.emrstudio-prod.eu-central-2.amazonaws.com
emrappui-prod.eu-north-1.amazonaws.com,*.emrappui-prod.eu-north-1.amazonaws.com
emrnotebooks-prod.eu-north-1.amazonaws.com,*.emrnotebooks-prod.eu-north-1.amazonaws.com
emrstudio-prod.eu-north-1.amazonaws.com,*.emrstudio-prod.eu-north-1.amazonaws.com
emrappui-prod.eu-south-1.amazonaws.com,*.emrappui-prod.eu-south-1.amazonaws.com
emrnotebooks-prod.eu-south-1.amazonaws.com,*.emrnotebooks-prod.eu-south-1.amazonaws.com
emrstudio-prod.eu-south-1.amazonaws.com,*.emrstudio-prod.eu-south-1.amazonaws.com
emrappui-prod.eu-south-2.amazonaws.com,*.emrappui-prod.eu-south-2.amazonaws.com
emrnotebooks-prod.eu-south-2.amazonaws.com,*.emrnotebooks-prod.eu-south-2.amazonaws.com
emrstudio-prod.eu-south-2.amazonaws.com,*.emrstudio-prod.eu-south-2.amazonaws.com
emrappui-prod.eu-west-1.amazonaws.com,*.emrappui-prod.eu-west-1.amazonaws.com
emrnotebooks-prod.eu-west-1.amazonaws.com,*.emrnotebooks-prod.eu-west-1.amazonaws.com
emrstudio-prod.eu-west-1.amazonaws.com,*.emrstudio-prod.eu-west-1.amazonaws.com
emrappui-prod.eu-west-2.amazonaws.com,*.emrappui-prod.eu-west-2.amazonaws.com
emrnotebooks-prod.eu-west-2.amazonaws.com,*.emrnotebooks-prod.eu-west-2.amazonaws.com
emrstudio-prod.eu-west-2.amazonaws.com,*.emrstudio-prod.eu-west-2.amazonaws.com
emrappui-prod.eu-west-3.amazonaws.com,*.emrappui-prod.eu-west-3.amazonaws.com
emrnotebooks-prod.eu-west-3.amazonaws.com,*.emrnotebooks-prod.eu-west-3.amazonaws.com
emrstudio-prod.eu-west-3.amazonaws.com,*.emrstudio-prod.eu-west-3.amazonaws.com
emrappui-prod.il-central-1.amazonaws.com,*.emrappui-prod.il-central-1.amazonaws.com
emrnotebooks-prod.il-central-1.amazonaws.com,*.emrnotebooks-prod.il-central-1.amazonaws.com
emrstudio-prod.il-central-1.amazonaws.com,*.emrstudio-prod.il-central-1.amazonaws.com
emrappui-prod.me-central-1.amazonaws.com,*.emrappui-prod.me-central-1.amazonaws.com
emrnotebooks-prod.me-central-1.amazonaws.com,*.emrnotebooks-prod.me-central-1.amazonaws.com
emrstudio-prod.me-central-1.amazonaws.com,*.emrstudio-prod.me-central-1.amazonaws.com
emrappui-prod.me-south-1.amazonaws.com,*.emrappui-prod.me-south-1.amazonaws.com
emrnotebooks-prod.me-south-1.amazonaws.com,*.emrnotebooks-prod.me-south-1.amazonaws.com
emrstudio-prod.me-south-1.amazonaws.com,*.emrstudio-prod.me-south-1.amazonaws.com
emrappui-prod.sa-east-1.amazonaws.com,*.emrappui-prod.sa-east-1.amazonaws.com
emrnotebooks-prod.sa-east-1.amazonaws.com,*.emrnotebooks-prod.sa-east-1.amazonaws.com
emrstudio-prod.sa-east-1.amazonaws.com,*.emrstudio-prod.sa-east-1.amazonaws.com
emrappui-prod.us-east-1.amazonaws.com,*.emrappui-prod.us-east-1.amazonaws.com
emrnotebooks-prod.us-east-1.amazonaws.com,*.emrnotebooks-prod.us-east-1.amazonaws.com
emrstudio-prod.us-east-1.amazonaws.com,*.emrstudio-prod.us-east-1.amazonaws.com
emrappui-prod.us-east-2.amazonaws.com,*.emrappui-prod.us-east-2.amazonaws.com
emrnotebooks-prod.us-east-2.amazonaws.com,*.emrnotebooks-prod.us-east-2.amazonaws.com
emrstudio-prod.us-east-2.amazonaws.com,*.emrstudio-prod.us-east-2.amazonaws.com
emrappui-prod.us-gov-east-1.amazonaws.com,*.emrappui-prod.us-gov-east-1.amazonaws.com
emrnotebooks-prod.us-gov-east-1.amazonaws.com,*.emrnotebooks-prod.us-gov-east-1.amazonaws.com
emrstudio-prod.us-gov-east-1.amazonaws.com,*.emrstudio-prod.us-gov-east-1.amazonaws.com
emrappui-prod.us-gov-west-1.amazonaws.com,*.emrappui-prod.us-gov-west-1.amazonaws.com
emrnotebooks-prod.us-gov-west-1.amazonaws.com,*.emrnotebooks-prod.us-gov-west-1.amazonaws.com
emrstudio-prod.us-gov-west-1.amazonaws.com,*.emrstudio-prod.us-gov-west-1.amazonaws.com
emrappui-prod.us-west-1.amazonaws.com,*.emrappui-prod.us-west-1.amazonaws.com
emrnotebooks-prod.us-west-1.amazonaws.com,*.emrnotebooks-prod.us-west-1.amazonaws.com
emrstudio-prod.us-west-1.amazonaws.com,*.emrstudio-prod.us-west-1.amazonaws.com
emrappui-prod.us-west-2.amazonaws.com,*.emrappui-prod.us-west-2.amazonaws.com
emrnotebooks-prod.us-west-2.amazonaws.com,*.emrnotebooks-prod.us-west-2.amazonaws.com
emrstudio-prod.us-west-2.amazonaws.com,*.emrstudio-prod.us-west-2.amazonaws.com
s3.af-south-1.amazonaws.com,*.s3.af-south-1.amazonaws.com
s3-accesspoint.af-south-1.amazonaws.com,*.s3-accesspoint.af-south-1.amazonaws.com
s3-object-lambda.af-south-1.amazonaws.com,*.s3-object-lambda.af-south-1.amazonaws.com
s3-website.af-south-1.amazonaws.com,*.s3-website.af-south-1.amazonaws.com
s3.ap-east-1.amazonaws.com,*.s3.ap-east-1.amazonaws.com
s3-accesspoint.ap-east-1.amazonaws.com,*.s3-accesspoint.ap-east-1.amazonaws.com
s3-object-lambda.ap-east-1.amazonaws.com,*.s3-object-lambda.ap-east-1.amazonaws.com
s3-website.ap-east-1.amazonaws.com,*.s3-website.ap-east-1.amazonaws.com
s3.ap-northeast-1.amazonaws.com,*.s3.ap-northeast-1.amazonaws.com
s3-accesspoint.ap-northeast-1.amazonaws.com,*.s3-accesspoint.ap-northeast-1.amazonaws.com
s3-object-lambda.ap-northeast-1.amazonaws.com,*.s3-object-lambda.ap-northeast-1.amazonaws.com
s3-website.ap-northeast-1.amazonaws.com,*.s3-website.ap-northeast-1.amazonaws.com
s3.ap-northeast-2.amazonaws.com,*.s3.ap-northeast-2.amazonaws.com
s3-accesspoint.ap-northeast-2.amazonaws.com,*.s3-accesspoint.ap-northeast-2.amazonaws.com
s3-object-lambda.ap-northeast-2.amazonaws.com,*.s3-object-lambda.ap-northeast-2.amazonaws.com
s3-website.ap-northeast-2.amazonaws.com,*.s3-website.ap-northeast-2.amazonaws.com
s3.ap-northeast-3.amazonaws.com,*.s3.ap-northeast-3.amazonaws.com
s3-accesspoint.ap-northeast-3.amazonaws.com,*.s3-accesspoint.ap-northeast-3.amazonaws.com
s3-object-lambda.ap-northeast-3.amazonaws.com,*.s3-object-lambda.ap-northeast-3.amazonaws.com
s3-website.ap-northeast-3.amazonaws.com,*.s3-website.ap-northeast-3.amazonaws.com
s3.ap-south-1.amazonaws.com,*.s3.ap-south-1.amazonaws.com
s3-accesspoint.ap-south-1.amazonaws.com,*.s3-accesspoint.ap-south-1.amazonaws.com
s3-object-lambda.ap-south-1.amazonaws.com,*.s3-object-lambda.ap-south-1.amazonaws.com
s3-website.ap-south-1.amazonaws.com,*.s3-website.ap-south-1.amazonaws.com
s3.ap-south-2.amazonaws.com,*.s3.ap-south-2.amazonaws.com
s3-accesspoint.ap-south-2.amazonaws.com,*.s3-accesspoint.ap-south-2.amazonaws.com
s3-object-lambda.ap-south-2.amazonaws.com,*.s3-object-lambda.ap-south-2.amazonaws.com
s3-website.ap-south-2.amazonaws.com,*.s3-website.ap-south-2.amazonaws.com
s3.ap-southeast-1.amazonaws.com,*.s3.ap-southeast-1.amazonaws.com
s3-accesspoint.ap-southeast-1.amazonaws.com,*.s3-accesspoint.ap-southeast-1.amazonaws.com
s3-object-lambda.ap-southeast-1.amazonaws.com,*.s3-object-lambda.ap-southeast-1.amazonaws.com
s3-website.ap-southeast-1.amazonaws.com,*.s3-website.ap-southeast-1.amazonaws.com
s3.ap-southeast-2.amazonaws.com,*.s3.ap-southeast-2.amazonaws.com
s3-accesspoint.ap-southeast-2.amazonaws.com,*.s3-accesspoint.ap-southeast-2.amazonaws.com
s3-object-lambda.ap-southeast-2.amazonaws.com,*.s3-object-lambda.ap-southeast-2.amazonaws.com
s3-website.ap-southeast-2.amazonaws.com,*.s3-website.ap-southeast-2.amazonaws.com
s3.ap-southeast-3.amazonaws.com,*.s3.ap-southeast-3.amazonaws.com
s3-accesspoint.ap-southeast-3.amazonaws.com,*.s3-accesspoint.ap-southeast-3.amazonaws.com
s3-object-lambda.ap-southeast-3.amazonaws.com,*.s3-object-lambda.ap-southeast-3.amazonaws.com
s3-website.ap-southeast-3.amazonaws.com,*.s3-website.ap-southeast-3.amazonaws.com
s3.ap-southeast-4.amazonaws.com,*.s3.ap-southeast-4.amazonaws.com
s3-accesspoint.ap-southeast-4.amazonaws.com,*.s3-accesspoint.ap-southeast-4.amazonaws.com
s3-object-lambda.ap-southeast-4.amazonaws.com,*.s3-object-lambda.ap-southeast-4.amazonaws.com
s3-website.ap-southeast-4.amazonaws.com,*.s3-website.ap-southeast-4.amazonaws.com
s3.ap-southeast-5.amazonaws.com,*.s3.ap-southeast-5.amazonaws.com
s3-accesspoint.ap-southeast-5.amazonaws.com,*.s3-accesspoint.ap-southeast-5.amazonaws.com
s3-deprecated.ap-southeast-5.amazonaws.com,*.s3-deprecated.ap-southeast-5.amazonaws.com
s3-object-lambda.ap-southeast-5.amazonaws.com,*.s3-object-lambda.ap-southeast-5.amazonaws.com
s3-website.ap-southeast-5.amazonaws.com,*.s3-website.ap-southeast-5.amazonaws.com
s3.ca-central-1.amazonaws.com,*.s3.ca-central-1.amazonaws.com
s3-accesspoint.ca-central-1.amazonaws.com,*.s3-accesspoint.ca-central-1.amazonaws.com
s3-accesspoint-fips.ca-central-1.amazonaws.com,*.s3-accesspoint-fips.ca-central-1.amazonaws.com
s3-fips.ca-central-1.amazonaws.com,*.s3-fips.ca-central-1.amazonaws.com
s3-object-lambda.ca-central-1.amazonaws.com,*.s3-object-lambda.ca-central-1.amazonaws.com
s3-website.ca-central-1.amazonaws.com,*.s3-website.ca-central-1.amazonaws.com
s3.ca-west-1.amazonaws.com,*.s3.ca-west-1.amazonaws.com
s3-accesspoint.ca-west-1.amazonaws.com,*.s3-accesspoint.ca-west-1.amazonaws.com
s3-accesspoint-fips.ca-west-1.amazonaws.com,*.s3-accesspoint-fips.ca-west-1.amazonaws.com
s3-fips.ca-west-1.amazonaws.com,*.s3-fips.ca-west-1.amazonaws.com
s3-object-lambda.ca-west-1.amazonaws.com,*.s3-object-lambda.ca-west-1.amazonaws.com
s3-website.ca-west-1.amazonaws.com,*.s3-website.ca-west-1.amazonaws.com
s3.eu-central-1.amazonaws.com,*.s3.eu-central-1.amazonaws.com
s3-accesspoint.eu-central-1.amazonaws.com,*.s3-accesspoint.eu-central-1.amazonaws.com
s3-object-lambda.eu-central-1.amazonaws.com,*.s3-object-lambda.eu-central-1.amazonaws.com
s3-website.eu-central-1.amazonaws.com,*.s3-website.eu-central-1.amazonaws.com
s3.eu-central-2.amazonaws.com,*.s3.eu-central-2.amazonaws.com
s3-accesspoint.eu-central-2.amazonaws.com,*.s3-accesspoint.eu-central-2.amazonaws.com
s3-object-lambda.eu-central-2.amazonaws.com,*.s3-object-lambda.eu-central-2.amazonaws.com
s3-website.eu-central-2.amazonaws.com,*.s3-website.eu-central-2.amazonaws.com
s3.eu-north-1.amazonaws.com,*.s3.eu-north-1.amazonaws.com
s3-accesspoint.eu-north-1.amazonaws.com,*.s3-accesspoint.eu-north-1.amazonaws.com
s3-object-lambda.eu-north-1.amazonaws.com,*.s3-object-lambda.eu-north-1.amazonaws.com
s3-website.eu-north-1.amazonaws.com,*.s3-website.eu-north-1.amazonaws.com
s3.eu-south-1.amazonaws.com,*.s3.eu-south-1.amazonaws.com
s3-accesspoint.eu-south-1.amazonaws.com,*.s3-accesspoint.eu-south-1.amazonaws.com
s3-object-lambda.eu-south-1.amazonaws.com,*.s3-object-lambda.eu-south-1.amazonaws.com
s3-website.eu-south-1.amazonaws.com,*.s3-website.eu-south-1.amazonaws.com
s3.eu-south-2.amazonaws.com,*.s3.eu-south-2.amazonaws.com
s3-accesspoint.eu-south-2.amazonaws.com,*.s3-accesspoint.eu-south-2.amazonaws.com
s3-object-lambda.eu-south-2.amazonaws.com,*.s3-object-lambda.eu-south-2.amazonaws.com
s3-website.eu-south-2.amazonaws.com,*.s3-website.eu-south-2.amazonaws.com
s3.eu-west-1.amazonaws.com,*.s3.eu-west-1.amazonaws.com
s3-accesspoint.eu-west-1.amazonaws.com,*.s3-accesspoint.eu-west-1.amazonaws.com
s3-deprecated.eu-west-1.amazonaws.com,*.s3-deprecated.eu-west-1.amazonaws.com
s3-object-lambda.eu-west-1.amazonaws.com,*.s3-object-lambda.eu-west-1.amazonaws.com
s3-website.eu-west-1.amazonaws.com,*.s3-website.eu-west-1.amazonaws.com
s3.eu-west-2.amazonaws.com,*.s3.eu-west-2.amazonaws.com
s3-accesspoint.eu-west-2.amazonaws.com,*.s3-accesspoint.eu-west-2.amazonaws.com
s3-object-lambda.eu-west-2.amazonaws.com,*.s3-object-lambda.eu-west-2.amazonaws.com
s3-website.eu-west-2.amazonaws.com,*.s3-website.eu-west-2.amazonaws.com
s3.eu-west-3.amazonaws.com,*.s3.eu-west-3.amazonaws.com
s3-accesspoint.eu-west-3.amazonaws.com,*.s3-accesspoint.eu-west-3.amazonaws.com
s3-object-lambda.eu-west-3.amazonaws.com,*.s3-object-lambda.eu-west-3.amazonaws.com
s3-website.eu-west-3.amazonaws.com,*.s3-website.eu-west-3.amazonaws.com
s3.il-central-1.amazonaws.com,*.s3.il-central-1.amazonaws.com
s3-accesspoint.il-central-1.amazonaws.com,*.s3-accesspoint.il-central-1.amazonaws.com
s3-object-lambda.il-central-1.amazonaws.com,*.s3-object-lambda.il-central-1.amazonaws.com
s3-website.il-central-1.amazonaws.com,*.s3-website.il-central-1.amazonaws.com
s3.me-central-1.amazonaws.com,*.s3.me-central-1.amazonaws.com
s3-accesspoint.me-central-1.amazonaws.com,*.s3-accesspoint.me-central-1.amazonaws.com
s3-object-lambda.me-central-1.amazonaws.com,*.s3-object-lambda.me-central-1.amazonaws.com
s3-website.me-central-1.amazonaws.com,*.s3-website.me-central-1.amazonaws.com
s3.me-south-1.amazonaws.com,*.s3.me-south-1.amazonaws.com
s3-accesspoint.me-south-1.amazonaws.com,*.s3-accesspoint.me-south-1.amazonaws.com
s3-object-lambda.me-south-1.amazonaws.com,*.s3-object-lambda.me-south-1.amazonaws.com
s3-website.me-south-1.amazonaws.com,*.s3-website.me-south-1.amazonaws.com
s3.sa-east-1.amazonaws.com,*.s3.sa-east-1.amazonaws.com
s3-accesspoint.sa-east-1.amazonaws.com,*.s3-accesspoint.sa-east-1.amazonaws.com
s3-object-lambda.sa-east-1.amazonaws.com,*.s3-object-lambda.sa-east-1.amazonaws.com
s3-website.sa-east-1.amazonaws.com,*.s3-website.sa-east-1.amazonaws.com
s3.us-east-1.amazonaws.com,*.s3.us-east-1.amazonaws.com
s3-accesspoint.us-east-1.amazonaws.com,*.s3-accesspoint.us-east-1.amazonaws.com
s3-accesspoint-fips.us-east-1.amazonaws.com,*.s3-accesspoint-fips.us-east-1.amazonaws.com
s3-deprecated.us-east-1.amazonaws.com,*.s3-deprecated.us-east-1.amazonaws.com
s3-fips.us-east-1.amazonaws.com,*.s3-fips.us-east-1.amazonaws.com
s3-object-lambda.us-east-1.amazonaws.com,*.s3-object-lambda.us-east-1.amazonaws.com
s3-website.us-east-1.amazonaws.com,*.s3-website.us-east-1.amazonaws.com
s3.us-east-2.amazonaws.com,*.s3.us-east-2.amazonaws.com
s3-accesspoint.us-east-2.amazonaws.com,*.s3-accesspoint.us-east-2.amazonaws.com
s3-accesspoint-fips.us-east-2.amazonaws.com,*.s3-accesspoint-fips.us-east-2.amazonaws.com
s3-deprecated.us-east-2.amazonaws.com,*.s3-deprecated.us-east-2.amazonaws.com
s3-fips.us-east-2.amazonaws.com,*.s3-fips.us-east-2.amazonaws.com
